"player_id","pfr_id","player_name","recent_team","position","games","fantasy_points_ppr","season","ppr_per_game","ppr_rank","ppr_finish_12","ppr_finish_24","ppr_finish_36","ppr_finish_48","ppr_finish_3","ppr_finish_6"
"00-0017162","WardHi00","H.Ward","PIT","WR",15,231.5,2005,15.4333333333333,12,1,1,1,1,0,0
"00-0015290",NA,"R.Smith","DEN","WR",16,228.2,2005,14.2625,13,0,1,1,1,0,0
"00-0020438","HousTJ00","T.Houshmandz","CIN","WR",14,225.8,2005,16.1285714285714,14,0,1,1,1,0,0
"00-0006043","GlenTe00","T.Glenn","DAL","WR",16,223.2,2005,13.95,15,0,1,1,1,0,0
"00-0020498","WaynRe00","R.Wayne","IND","WR",15,218.5,2005,14.5666666666667,16,0,1,1,1,0,0
"00-0010668","McCaKe00","K.McCardell","LAC","WR",16,215.9,2005,13.49375,17,0,1,1,1,0,0
"00-0009163","KennEd00","E.Kennison","KC","WR",15,210.5,2005,14.0333333333333,18,0,1,1,1,0,0
"00-0010500","MasoDe00","D.Mason","BAL","WR",16,209.3,2005,13.08125,19,0,1,1,1,0,0
"00-0011754","MossRa00","R.Moss","LV","WR",15,208.5,2005,13.9,20,0,1,1,1,0,0
"00-0015218",NA,"J.Smith","JAX","WR",16,208.3,2005,13.01875,21,0,1,1,1,0,0
"00-0021192","BranDe00","D.Branch","NE","WR",16,207.8,2005,12.9875,22,0,1,1,1,0,0
"00-0021147","StalDo00","D.Stallworth","NO","WR",15,204.7,2005,13.6466666666667,23,0,1,1,1,0,0
"00-0019703","PortJe00","J.Porter","LV","WR",16,199.4,2005,12.4625,24,0,1,1,1,0,0
"00-0021191","BryaAn00","A.Bryant","CLE","WR",16,192.2,2005,12.0125,25,0,0,1,1,0,0
"00-0018958","ColeLa00","L.Coles","NYJ","WR",16,187.5,2005,11.71875,26,0,0,1,1,0,0
"00-0008561","JohnKe00","K.Johnson","DAL","WR",16,187.2,2005,11.7,27,0,0,1,1,0,0
"00-0011770","MoulEr00","E.Moulds","BUF","WR",14,186.6,2005,13.3285714285714,28,0,0,1,1,0,0
"00-0008962","JureJo00","J.Jurevicius","SEA","WR",15,184.4,2005,12.2933333333333,29,0,0,1,1,0,0
"00-0022001",NA,"K.Curtis","LA","WR",16,183.7,2005,11.48125,30,0,0,1,1,0,0
"00-0016550","ToomAm00","A.Toomer","NYG","WR",14,170.4,2005,12.1714285714286,31,0,0,1,1,0,0
"00-0022910","EvanLe00","L.Evans","BUF","WR",16,169.1,2005,10.56875,32,0,0,1,1,0,0
"00-0011795","MuhaMu00","M.Muhammad","CHI","WR",14,163,2005,11.6428571428571,33,0,0,1,1,0,0
"00-0022909","WillRo04","R.Williams","DET","WR",12,161.7,2005,13.475,34,0,0,1,1,0,0
"00-0012478","OwenTe00","T.Owens","PHI","WR",7,159.5,2005,22.7857142857143,35,0,0,1,1,0,0
"00-0004915","EngrBo00","B.Engram","SEA","WR",13,158.4,2005,12.1846153846154,36,0,0,1,1,0,0
"00-0019976","BennDr00","D.Bennett","TEN","WR",13,156.1,2005,12.0076923076923,37,0,0,0,1,0,0
"00-0020904","ParkEr00","E.Parker","LAC","WR",14,153,2005,10.9285714285714,38,0,0,0,1,0,0
"00-0022901","WilfEr00","E.Wilford","JAX","WR",16,151.1,2005,9.44375,39,0,0,0,1,0,0
"00-0022097","LloyBr00","B.Lloyd","SF","WR",15,149.3,2005,9.95333333333333,40,0,0,0,1,0,0
"00-0021353","GiveDa00","D.Givens","NE","WR",13,146.1,2005,11.2384615384615,41,0,0,0,1,0,0
"00-0022044","JohnAn02","A.Johnson","HOU","WR",12,142.8,2005,11.9,42,0,0,0,1,0,0
"00-0019997","ChatAn00","A.Chatman","GB","WR",15,137.3,2005,9.15333333333333,43,0,0,0,1,0,0
"00-0019721","TaylTr01","T.Taylor","MIN","WR",16,134.7,2005,8.41875,44,0,0,0,1,0,0
"00-0021152","LeliAs00","A.Lelie","DEN","WR",16,133.4,2005,8.3375,45,0,0,0,1,0,0
"00-0005231","FinnBr00","B.Finneran","ATL","WR",13,129.1,2005,9.93076923076923,46,0,0,0,1,0,0
"00-0020381","McCaJu00","J.McCareins","NYJ","WR",15,127.1,2005,8.47333333333333,47,0,0,0,1,0,0
"00-0001477","BookMa00","M.Booker","MIA","WR",13,125.6,2005,9.66153846153846,48,0,0,0,1,0,0
"00-0023470",NA,"R.Brown","PHI","WR",14,124.6,2005,8.9,49,0,0,0,0,0,0
"00-0021190","RandAn00","A.Randle El","PIT","WR",15,120.78,2005,8.052,50,0,0,0,0,0,0
"00-0021163","GaffJa00","J.Gaffney","HOU","WR",14,117.5,2005,8.39285714285714,51,0,0,0,0,0,0
"00-0007744",NA,"J.Horn","NO","WR",12,116.4,2005,9.7,52,0,0,0,0,0,0
"00-0023456",NA,"M.Jones","JAX","WR",15,114.78,2005,7.652,53,0,0,0,0,0,0
"00-0013888","RobiMa00","M.Robinson","MIN","WR",14,114.5,2005,8.17857142857143,54,0,0,0,0,0,0
"00-0023457","ClayMa01","M.Clayton","BAL","WR",13,112.4,2005,8.64615384615385,55,0,0,0,0,0,0
"00-0021508","LewiGr01","G.Lewis","PHI","WR",15,111.4,2005,7.42666666666667,56,0,0,0,0,0,0
"00-0022102","GabrDo00","D.Gabriel","LV","WR",12,110.9,2005,9.24166666666667,57,0,0,0,0,0,0
"00-0001627","BradCo00","C.Bradford","HOU","WR",12,109.4,2005,9.11666666666667,58,0,0,0,0,0,0
"00-0019650","NortDe00","D.Northcutt","CLE","WR",14,107.4,2005,7.67142857142857,59,0,0,0,0,0,0
"00-0023518","HenrCh00","C.Henry","CIN","WR",11,107.2,2005,9.74545454545455,60,0,0,0,0,0,0
"00-0002099","BrucIs00","I.Bruce","LA","WR",11,106.5,2005,9.68181818181818,61,0,0,0,0,0,0
"00-0019663","JackDa00","D.Jackson","SEA","WR",6,104.9,2005,17.4833333333333,62,0,0,0,0,0,0
"00-0022781","JenkMi00","M.Jenkins","ATL","WR",13,104.8,2005,8.06153846153846,63,0,0,0,0,0,0
"00-0022754","ParkSa00","S.Parker","KC","WR",11,103.3,2005,9.39090909090909,64,0,0,0,0,0,0
"00-0019539","HallDa00","D.Hall","KC","WR",15,102.7,2005,6.84666666666667,65,0,0,0,0,0,0
"00-0015754","StokBr00","B.Stokley","IND","WR",12,101.3,2005,8.44166666666667,66,0,0,0,0,0,0
"00-0023438","EdwaBr00","B.Edwards","CLE","WR",10,101.2,2005,10.12,67,0,0,0,0,0,0
"00-0021981","McDoSh00","S.McDonald","LA","WR",14,99,2005,7.07142857142857,68,0,0,0,0,0,0
"00-0002068","BrowTr00","T.Brown","NE","WR",11,97.6,2005,8.87272727272727,69,0,0,0,0,0,0
"00-0006627","HakiAz00","A.Hakim","NO","WR",9,94.9,2005,10.5444444444444,70,0,0,0,0,0,0
"00-0013268","ProeRi00","R.Proehl","CAR","WR",12,92.3,2005,7.69166666666667,71,0,0,0,0,0,0
"00-0023462","WhitRo00","R.White","ATL","WR",12,90.6,2005,7.55,72,0,0,0,0,0,0
"00-0022156","JohnBr02","B.Johnson","ARI","WR",14,89.2,2005,6.37142857142857,73,0,0,0,0,0,0
"00-0021166","ReedJo01","J.Reed","BUF","WR",16,88.6,2005,5.5375,74,0,0,0,0,0,0
"00-0022064","BattAr00","A.Battle","SF","WR",8,86.48,2005,10.81,75,0,0,0,0,0,0
"00-0020428","FergRo00","R.Ferguson","GB","WR",11,83.6,2005,7.6,76,0,0,0,0,0,0
"00-0021530","VineSc00","S.Vines","DET","WR",11,82.4,2005,7.49090909090909,77,0,0,0,0,0,0
"00-0022701","HackD.00","D.Hackett","SEA","WR",9,80,2005,8.88888888888889,78,0,0,0,0,0,0
"00-0022889","WillRe00","R.Williams","JAX","WR",11,77.8,2005,7.07272727272727,79,0,0,0,0,0,0
"00-0021982","GageJu00","J.Gage","CHI","WR",11,77.6,2005,7.05454545454545,80,0,0,0,0,0,0
"00-0020490","RobiKo00","K.Robinson","MIN","WR",12,77.4,2005,6.45,81,0,0,0,0,0,0
"00-0023442","WillTr01","T.Williamson","MIN","WR",12,76,2005,6.33333333333333,82,0,0,0,0,0,0
"00-0022929","HendDe00","D.Henderson","NO","WR",11,75.2,2005,6.83636363636364,83,0,0,0,0,0,0
"00-0022427","WelkWe00","W.Welker","MIA","WR",14,72.9,2005,5.20714285714286,84,0,0,0,0,0,0
"00-0004673","DwigTi00","T.Dwight","NE","WR",10,71.3,2005,7.13,85,0,0,0,0,0,0
"00-0020452","WilsCe00","C.Wilson","PIT","WR",13,71.1,2005,5.46923076923077,86,0,0,0,0,0,0
"00-0022725","ClayMi00","M.Clayton","TB","WR",11,69.4,2005,6.30909090909091,87,0,0,0,0,0,0
"00-0007468","HillIk00","I.Hilliard","TB","WR",13,69.2,2005,5.32307692307692,88,0,0,0,0,0,0
"00-0021999","BurlNa00","N.Burleson","MIN","WR",11,68.2,2005,6.2,89,0,0,0,0,0,0
"00-0022766","CrayPa00","P.Crayton","DAL","WR",8,68.1,2005,8.5125,90,0,0,0,0,0,0
"00-0021176","CaldRe00","R.Caldwell","LAC","WR",12,66.2,2005,5.51666666666667,91,0,0,0,0,0,0
"00-0023452","WillMi03","M.Williams","DET","WR",12,66,2005,5.5,92,0,0,0,0,0,0
"00-0023531",NA,"B.Jones","TEN","WR",9,65,2005,7.22222222222222,93,0,0,0,0,0,0
"00-0022726","ColbKe00","K.Colbert","CAR","WR",10,63.8,2005,6.38,94,0,0,0,0,0,0
"00-0023570","WillRo05","R.Williams","TEN","WR",7,62.9,2005,8.98571428571429,95,0,0,0,0,0,0
"00-0020780","JackFr01","F.Jackson","CLE","WR",9,58.7,2005,6.52222222222222,96,0,0,0,0,0,0
"00-0023503","RobyCo00","C.Roby","TEN","WR",10,57.5,2005,5.75,97,0,0,0,0,0,0
"00-0011727","MortJo00","J.Morton","SF","WR",12,49.8,2005,4.15,98,0,0,0,0,0,0
"00-0022135","McMuBi00","B.McMullen","PHI","WR",10,48.8,2005,4.88,99,0,0,0,0,0,0
"00-0019552","WaltTr00","T.Walters","IND","WR",3,47.2,2005,15.7333333333333,100,0,0,0,0,0,0
"00-0021931","WaltKe00","K.Walter","CIN","WR",9,46.1,2005,5.12222222222222,101,0,0,0,0,0,0
"00-0022811","CotcJe00","J.Cotchery","NYJ","WR",10,44.5,2005,4.45,102,0,0,0,0,0,0
"00-0012642","PattDa00","D.Patten","WAS","WR",8,43.7,2005,5.4625,103,0,0,0,0,0,0
"00-0019242","LookDa00","D.Looker","LA","WR",9,43.6,2005,4.84444444444444,104,0,0,0,0,0,0
"00-0023658","McCoLe00","L.McCoy","ARI","WR",7,43.1,2005,6.15714285714286,105,0,0,0,0,0,0
"00-0021006","AdamCh00","C.Adams","DEN","WR",12,42.7,2005,3.55833333333333,106,0,0,0,0,0,0
"00-0022807","BerrBe00","B.Berrian","CHI","WR",7,40.7,2005,5.81428571428571,107,0,0,0,0,0,0
"00-0022072","RogeCh01","C.Rogers","DET","WR",8,39.7,2005,4.9625,108,0,0,0,0,0,0
"00-0022087","CaliTy00","T.Calico","TEN","WR",11,39.1,2005,3.55454545454545,109,0,0,0,0,0,0
"00-0023474","BradMa00","M.Bradley","CHI","WR",7,39,2005,5.57142857142857,110,0,0,0,0,0,0
"00-0017611","WhitAl00","A.Whitted","LV","WR",9,37.4,2005,4.15555555555556,111,0,0,0,0,0,0
"00-0021424","HornCh00","C.Horn","KC","WR",7,36.7,2005,5.24285714285714,112,0,0,0,0,0,0
"00-0020984","HymeRa00","R.Hymes","BAL","WR",9,36.2,2005,4.02222222222222,113,0,0,0,0,0,0
"00-0020427","MorgQu00","Q.Morgan","PIT","WR",8,36,2005,4.5,114,0,0,0,0,0,0
"00-0023490","ParrRo00","R.Parrish","BUF","WR",8,35.72,2005,4.465,115,0,0,0,0,0,0
"00-0016440","ThraJa00","J.Thrash","WAS","WR",8,34.2,2005,4.275,116,0,0,0,0,0,0
"00-0020525","GardRo00","R.Gardner","GB","WR",6,34.1,2005,5.68333333333333,117,0,0,0,0,0,0
"00-0021175",NA,"A.Davis","NE","WR",7,34,2005,4.85714285714286,118,0,0,0,0,0,0
"00-0021174","CartTi00","T.Carter","NYG","WR",12,33,2005,2.75,119,0,0,0,0,0,0
"00-0002962","ChreWa00","W.Chrebet","NYJ","WR",6,30.3,2005,5.05,120,0,0,0,0,0,0
"00-0008560","JohnKe01","K.Johnson","DET","WR",5,30.3,2005,6.06,121,0,0,0,0,0,0
"00-0022144","WadeBo00","B.Wade","TEN","WR",10,30.1,2005,3.01,122,0,0,0,0,0,0
"00-0019455","WarrPe00","P.Warrick","SEA","WR",8,29.5,2005,3.6875,123,0,0,0,0,0,0
"00-0023549","MathJe00","J.Mathis","HOU","WR",5,29.5,2005,5.9,124,0,0,0,0,0,0
"00-0019505","LeexCh00","C.Lee","ARI","WR",5,26.2,2005,5.24,125,0,0,0,0,0,0
"00-0022171","WashKe00","K.Washington","CIN","WR",5,26.1,2005,5.22,126,0,0,0,0,0,0
"00-0021852","DevoTo00","T.Devoe","DEN","WR",6,23.7,2005,3.95,127,0,0,0,0,0,0
"00-0020794","ShepEd00","E.Shepherd","TB","WR",4,22.3,2005,5.575,128,0,0,0,0,0,0
"00-0021647","UrbaJe00","J.Urban","SEA","WR",4,22.1,2005,5.525,129,0,0,0,0,0,0
"00-0020583","BoerMa00","M.Boerigter","KC","WR",5,21.9,2005,4.38,130,0,0,0,0,0,0
"00-0019302","GilmBr00","B.Gilmore","MIA","WR",5,21.5,2005,4.3,131,0,0,0,0,0,0
"00-0022879","CartDr00","D.Carter","CAR","WR",2,21.3,2005,10.65,132,0,0,0,0,0,0
"00-0022124","JacoTa00","T.Jacobs","WAS","WR",6,21,2005,3.5,133,0,0,0,0,0,0
"00-0021406","ArmsDe00","D.Armstrong","HOU","WR",7,20.5,2005,2.92857142857143,134,0,0,0,0,0,0
"00-0021094","McAdJa00","J.McAddley","SF","WR",5,19.5,2005,3.9,135,0,0,0,0,0,0
"00-0023623","PerrTa00","T.Perry","CIN","WR",6,19,2005,3.16666666666667,136,0,0,0,0,0,0
"00-0021993","JohnBe00","B.Johnson","NE","WR",3,16.7,2005,5.56666666666667,137,0,0,0,0,0,0
"00-0022664","SmitJo00","J.Smith","BUF","WR",4,16.7,2005,4.175,138,0,0,0,0,0,0
"00-0013232","PricPe00","P.Price","DAL","WR",5,16.5,2005,3.3,139,0,0,0,0,0,0
"00-0022621","ThurAn00","A.Thurman","GB","WR",4,16.2,2005,4.05,140,0,0,0,0,0,0
"00-0021780","MoorAa00","A.Moorehead","IND","WR",2,14.5,2005,7.25,141,0,0,0,0,0,0
"00-0021927","TyreDa00","D.Tyree","NYG","WR",1,14.2,2005,14.2,142,0,0,0,0,0,0
"00-0020464","McCaDa00","D.McCants","PHI","WR",4,13.7,2005,3.425,143,0,0,0,0,0,0
"00-0001532","BostDa00","D.Boston","MIA","WR",3,12,2005,4,144,0,0,0,0,0,0
"00-0019660","WhitDe00","D.White","ATL","WR",2,10.5,2005,5.25,145,0,0,0,0,0,0
"00-0021915","AikeSa00","S.Aiken","BUF","WR",4,9.7,2005,2.425,146,0,0,0,0,0,0
"00-0020021","PoolNa01","N.Poole","NO","WR",3,9.3,2005,3.1,147,0,0,0,0,0,0
"00-0022826","MoorCl00","C.Moore","BAL","WR",2,8.9,2005,4.45,148,0,0,0,0,0,0
"00-0023496","JackVi00","V.Jackson","LAC","WR",3,8.9,2005,2.96666666666667,149,0,0,0,0,0,0
"00-0023493","MurpTe00","T.Murphy","GB","WR",2,8.6,2005,4.3,150,0,0,0,0,0,0
"00-0021560","NewhRe00","R.Newhouse","ARI","WR",2,8.5,2005,4.25,151,0,0,0,0,0,0
"00-0022951","MorgDo00","D.Morgan","HOU","WR",2,8.2,2005,4.1,152,0,0,0,0,0,0
"00-0023176","CribJo01","J.Cribbs","CLE","WR",2,7.7,2005,3.85,153,0,0,0,0,0,0
"00-0021153","WalkJa00","J.Walker","GB","WR",1,6.7,2005,6.7,154,0,0,0,0,0,0
"00-0021425","BrowAn01","A.Brown","WAS","WR",3,6.7,2005,2.23333333333333,155,0,0,0,0,0,0
"00-0021923","PondWi00","W.Ponder","NYG","WR",2,6.4,2005,3.2,156,0,0,0,0,0,0
"00-0023701",NA,"B.Childress","NE","WR",1,6.2,2005,6.2,157,0,0,0,0,0,0
"00-0008598",NA,"P.Johnson","BAL","WR",3,5.1,2005,1.7,158,0,0,0,0,0,0
"00-0023625","RidgDa00","D.Ridgeway","NYJ","WR",1,4.6,2005,4.6,159,0,0,0,0,0,0
"00-0021460","HankCo00","C.Hankton","JAX","WR",1,4.5,2005,4.5,160,0,0,0,0,0,0
"00-0021570","OsgoKa00","K.Osgood","LAC","WR",3,4.5,2005,1.5,161,0,0,0,0,0,0
"00-0022751","WattDa00","D.Watts","DEN","WR",2,4.2,2005,2.1,162,0,0,0,0,0,0
"00-0004780","EdwaTr00","T.Edwards","DET","WR",1,3.5,2005,3.5,163,0,0,0,0,0,0
"00-0021337","CurrRo01","R.Curry","LV","WR",1,3.2,2005,3.2,164,0,0,0,0,0,0
"00-0020485","BerlEd00","E.Berlin","CHI","WR",1,2.9,2005,2.9,165,0,0,0,0,0,0
"00-0012637","PathJe00","J.Pathon","ATL","WR",1,2.8,2005,2.8,166,0,0,0,0,0,0
"00-0019905","FarrJi00","J.Farris","WAS","WR",1,2.8,2005,2.8,167,0,0,0,0,0,0
"00-0023039","ThomDo01","D.Thompson","LA","WR",1,2.3,2005,2.3,168,0,0,0,0,0,0
"00-0022613","MartGl00","G.Martinez","DET","WR",1,2.1,2005,2.1,169,0,0,0,0,0,0
"00-0023151","SmalO.00","O.Small","TEN","WR",1,1.6,2005,1.6,170,0,0,0,0,0,0
"00-0022388","CoppTe00","T.Copper","DAL","WR",1,1.5,2005,1.5,171,0,0,0,0,0,0
"00-0023607","MarsRa00","R.Marshall","SF","WR",1,0.2,2005,0.2,172,0,0,0,0,0,0
"00-0023367","WashNa00","N.Washington","PIT","WR",1,0,2005,0,173,0,0,0,0,0,0
"00-0020692","DrumEd00","E.Drummond","DET","WR",1,-0.3,2005,-0.3,174,0,0,0,0,0,0
"00-0021547","GateAn00","A.Gates","LAC","TE",15,259.1,2005,17.2733333333333,1,1,1,1,1,1,1
"00-0020516","HeapTo00","T.Heap","BAL","TE",16,200.5,2005,12.53125,2,1,1,1,1,1,1
"00-0021148","ShocJe00","J.Shockey","NYG","TE",15,198.1,2005,13.2066666666667,3,1,1,1,1,1,1
"00-0022738","CoolCh00","C.Cooley","WAS","TE",16,188.4,2005,11.775,4,1,1,1,1,0,1
"00-0020285","CrumAl00","A.Crumpler","ATL","TE",16,182.7,2005,11.41875,5,1,1,1,1,0,1
"00-0006101","GonzTo00","T.Gonzalez","KC","TE",16,180.5,2005,11.28125,6,1,1,1,1,0,1
"00-0022127","WittJa00","J.Witten","DAL","TE",16,177.7,2005,11.10625,7,1,1,1,1,0,0
"00-0021236","McMiRa01","R.McMichael","MIA","TE",15,146.2,2005,9.74666666666667,8,1,1,1,1,0,0
"00-0022126","SmitL.00","L.Smith","PHI","TE",16,145.2,2005,9.075,9,1,1,1,1,0,0
"00-0022916","TrouBe00","B.Troupe","TEN","TE",13,132,2005,10.1538461538462,10,1,1,1,1,0,0
"00-0017644","WiggJe00","J.Wiggins","MIN","TE",15,130.8,2005,8.72,11,1,1,1,1,0,0
"00-0021159","StevJe00","J.Stevens","SEA","TE",15,130.4,2005,8.69333333333333,12,1,1,1,1,0,0
"00-0019659","KinnEr00","E.Kinney","TEN","TE",13,121.3,2005,9.33076923076923,13,0,1,1,1,0,0
"00-0023465","MillHe00","H.Miller","PIT","TE",13,120.9,2005,9.3,14,0,1,1,1,0,0
"00-0013080","PollMa00","M.Pollard","DET","TE",15,114.6,2005,7.64,15,0,1,1,1,0,0
"00-0022165","ClarDa00","D.Clark","IND","TE",14,109.8,2005,7.84285714285714,16,0,1,1,1,0,0
"00-0007213","HeidSt00","S.Heiden","CLE","TE",15,101.1,2005,6.74,17,0,1,1,1,0,0
"00-0022943","WatsBe00","B.Watson","NE","TE",14,95.1,2005,6.79285714285714,18,0,1,1,1,0,0
"00-0023506","SmitAl02","A.Smith","TB","TE",15,89.7,2005,5.98,19,0,1,1,1,0,0
"00-0021100","PutzJe00","J.Putzier","DEN","TE",15,87.1,2005,5.80666666666667,20,0,1,1,1,0,0
"00-0021712","HiltZa00","Z.Hilton","NO","TE",11,80.6,2005,7.32727272727273,21,0,1,1,1,0,0
"00-0023612","ScaiBo00","B.Scaife","TEN","TE",11,76.3,2005,6.93636363636364,22,0,1,1,1,0,0
"00-0021929","LeexDo00","D.Lee","GB","TE",13,74.4,2005,5.72307692307692,23,0,1,1,1,0,0
"00-0022704","AndeCo00","C.Anderson","LV","TE",10,72.3,2005,7.23,24,0,1,1,1,0,0
"00-0020332","MartDa00","D.Martin","GB","TE",10,69.4,2005,6.94,25,0,0,1,1,0,0
"00-0014655","SellMi00","M.Sellers","WAS","TE",9,67.3,2005,7.47777777777778,26,0,0,1,1,0,0
"00-0021183","JollDo00","D.Jolley","NYJ","TE",11,65.4,2005,5.94545454545455,27,0,0,1,1,0,0
"00-0023217","BergAd00","A.Bergen","ARI","TE",13,61,2005,4.69230769230769,28,0,0,1,1,0,0
"00-0003035","ClarDe00","D.Clark","CHI","TE",11,58.9,2005,5.35454545454545,29,0,0,1,1,0,0
"00-0021154","GrahDa00","D.Graham","NE","TE",7,57.5,2005,8.21428571428571,30,0,0,1,1,0,0
"00-0021317","FletBr00","B.Fletcher","IND","TE",8,56.2,2005,7.025,31,0,0,1,1,0,0
"00-0010333","MangKr00","K.Mangum","CAR","TE",11,55.2,2005,5.01818181818182,32,0,0,1,1,0,0
"00-0019644","FranBu00","B.Franks","GB","TE",7,51.7,2005,7.38571428571429,33,0,0,1,1,0,0
"00-0021213","BakeCh00","C.Baker","NYJ","TE",7,50.9,2005,7.27142857142857,34,0,0,1,1,0,0
"00-0000166","AlexSt00","S.Alexander","DEN","TE",14,44,2005,3.14285714285714,35,0,0,1,1,0,0
"00-0021084","SchoMa00","M.Schobel","CIN","TE",12,43.3,2005,3.60833333333333,36,0,0,1,1,0,0
"00-0020127","WilcDa01","D.Wilcox","BAL","TE",8,41.4,2005,5.175,37,0,0,0,1,0,0
"00-0020187","RiveMa00","M.Rivers","HOU","TE",11,40.8,2005,3.70909090909091,38,0,0,0,1,0,0
"00-0022706","GainMi00","M.Gaines","CAR","TE",7,39.5,2005,5.64285714285714,39,0,0,0,1,0,0
"00-0019564","SheaAa00","A.Shea","CLE","TE",7,39.3,2005,5.61428571428571,40,0,0,0,1,0,0
"00-0009323","KleiJi00","J.Kleinsasse","MIN","TE",13,39.1,2005,3.00769230769231,41,0,0,0,1,0,0
"00-0021273","RoyaRo00","R.Royal","WAS","TE",10,37.1,2005,3.71,42,0,0,0,1,0,0
"00-0021980","WrigGe00","G.Wrighster","JAX","TE",8,37,2005,4.625,43,0,0,0,1,0,0
"00-0001661","BradKy00","K.Brady","JAX","TE",10,35.7,2005,3.57,44,0,0,0,1,0,0
"00-0003400","ConwEr00","E.Conwell","NO","TE",4,33.5,2005,8.375,45,0,0,0,1,0,0
"00-0002586","CampMa00","M.Campbell","BUF","TE",9,32.9,2005,3.65555555555556,46,0,0,0,1,0,0
"00-0022385","EdwaEr00","E.Edwards","ARI","TE",7,31.3,2005,4.47142857142857,47,0,0,0,1,0,0
"00-0009119","KellRe00","R.Kelly","CIN","TE",8,30,2005,3.75,48,0,0,0,1,0,0
"00-0019919","WillRa01","R.Williams","LV","TE",8,29.4,2005,3.675,49,0,0,0,0,0,0
"00-0020342","ManuBr00","B.Manumaleun","LA","TE",9,28.1,2005,3.12222222222222,50,0,0,0,0,0,0
"00-0021282","HannRy00","R.Hannam","SEA","TE",9,27.9,2005,3.1,51,0,0,0,0,0,0
"00-0019457","BechAn00","A.Becht","TB","TE",10,27.2,2005,2.72,52,0,0,0,0,0,0
"00-0005101","FaurCh00","C.Fauria","NE","TE",5,25.7,2005,5.14,53,0,0,0,0,0,0
"00-0022555","UtecBe00","B.Utecht","IND","TE",2,20.9,2005,10.45,54,0,0,0,0,0,0
"00-0021227","PeelJu00","J.Peelle","LAC","TE",8,20.8,2005,2.6,55,0,0,0,0,0,0
"00-0021525","FitzCa00","C.Fitzsimmon","DET","TE",9,20.5,2005,2.27777777777778,56,0,0,0,0,0,0
"00-0022054","ShiaVi00","V.Shiancoe","NYG","TE",5,17.1,2005,3.42,57,0,0,0,0,0,0
"00-0021268","JoneTe00","T.Jones","SF","TE",6,16.6,2005,2.76666666666667,58,0,0,0,0,0,0
"00-0000849","BartMi00","M.Bartrum","PHI","TE",2,14.6,2005,7.3,59,0,0,0,0,0,0
"00-0021554","DiamLo00","L.Diamond","MIA","TE",6,13.4,2005,2.23333333333333,60,0,0,0,0,0,0
"00-0020985","BlakDw00","D.Blakley","ATL","TE",3,13,2005,4.33333333333333,61,0,0,0,0,0,0
"00-0003103","CleeCa00","C.Cleeland","LA","TE",4,12.7,2005,3.175,62,0,0,0,0,0,0
"00-0020550","DinkDa00","D.Dinkins","BAL","TE",3,11.5,2005,3.83333333333333,63,0,0,0,0,0,0
"00-0009842","LewiCh00","C.Lewis","PHI","TE",4,11.4,2005,2.85,64,0,0,0,0,0,0
"00-0002565","CampDa00","D.Campbell","DAL","TE",4,11.4,2005,2.85,65,0,0,0,0,0,0
"00-0023108","SpacSt00","S.Spach","PHI","TE",4,11.2,2005,2.8,66,0,0,0,0,0,0
"00-0023679","BajeBi00","B.Bajema","SF","TE",6,10.4,2005,1.73333333333333,67,0,0,0,0,0,0
"00-0004637","DunnJa00","J.Dunn","KC","TE",4,10.3,2005,2.575,68,0,0,0,0,0,0
"00-0023072","DukeWe00","W.Duke","DEN","TE",2,10.2,2005,5.1,69,0,0,0,0,0,0
"00-0022484","FoscJo00","J.Foschi","LV","TE",4,9.7,2005,2.425,70,0,0,0,0,0,0
"00-0006666","HallLa00","L.Hall","NO","TE",5,9.6,2005,1.92,71,0,0,0,0,0,0
"00-0023630","DreeJo00","J.Dreessen","NYJ","TE",4,9.1,2005,2.275,72,0,0,0,0,0,0
"00-0016677","TumaJe00","J.Tuman","PIT","TE",3,8.7,2005,2.9,73,0,0,0,0,0,0
"00-0022232","JoneBr01","B.Jones","JAX","TE",2,7.9,2005,3.95,74,0,0,0,0,0,0
"00-0021304","GilmJo00","J.Gilmore","CHI","TE",1,7.1,2005,7.1,75,0,0,0,0,0,0
"00-0021756","HellWi00","W.Heller","MIA","TE",1,7.1,2005,7.1,76,0,0,0,0,0,0
"00-0022714","WilsKr00","K.Wilson","KC","TE",4,6.9,2005,1.725,77,0,0,0,0,0,0
"00-0020268","StewTo00","T.Stewart","CIN","TE",4,6.6,2005,1.65,78,0,0,0,0,0,0
"00-0022051","JohnTe00","T.Johnson","ARI","TE",2,5.9,2005,2.95,79,0,0,0,0,0,0
"00-0017924","WillRo01","R.Williams","LA","TE",3,5.1,2005,1.7,80,0,0,0,0,0,0
"00-0021813","ReidGa00","G.Reid","CHI","TE",3,5,2005,1.66666666666667,81,0,0,0,0,0,0
"00-0022215","EuhuTi00","T.Euhus","BUF","TE",2,4.7,2005,2.35,82,0,0,0,0,0,0
"00-0021352",NA,"M.Murphy","HOU","TE",2,4.6,2005,2.3,83,0,0,0,0,0,0
"00-0009443","KozlBr00","B.Kozlowski","WAS","TE",2,4.6,2005,2.3,84,0,0,0,0,0,0
"00-0002102","BrueMa00","M.Bruener","HOU","TE",2,4.2,2005,2.1,85,0,0,0,0,0,0
"00-0013872","RobiJe00","J.Robinson","LA","TE",1,3.8,2005,3.8,86,0,0,0,0,0,0
