season,player_id,player_display_name,position,category,rank,points,finish_3,finish_6,finish_12,finish_24,finish_36,finish_48
2012,00-0020531,Drew Brees,QB,fantasy_points,1,345.58,1,1,1,1,1,1
2012,00-0019596,Tom Brady,QB,fantasy_points,2,344.28,1,1,1,1,1,1
2012,00-0023459,Aaron Rodgers,QB,fantasy_points,3,343.6,1,1,1,1,1,1
2012,00-0027939,Cam Newton,QB,fantasy_points,4,322.86,0,1,1,1,1,1
2012,00-0029665,Robert Griffin,QB,fantasy_points,5,317.5,0,1,1,1,1,1
2012,00-0010346,Peyton Manning,QB,fantasy_points,6,310.96,0,1,1,1,1,1
2012,00-0025394,Adrian Peterson,RB,fantasy_points,1,307.40000000000003,1,1,1,1,1,1
2012,00-0026143,Matt Ryan,QB,fantasy_points,7,304.86,0,0,1,1,1,1
2012,00-0021678,Tony Romo,QB,fantasy_points,8,278.92,0,0,1,1,1,1
2012,00-0029668,Andrew Luck,QB,fantasy_points,9,276.46,0,0,1,1,1,1
2012,00-0029263,Russell Wilson,QB,fantasy_points,10,275.62,0,0,1,1,1,1
2012,00-0026498,Matthew Stafford,QB,fantasy_points,11,275.58,0,0,1,1,1,1
2012,00-0029613,Doug Martin,RB,fantasy_points,2,262.6,1,1,1,1,1,1
2012,00-0026796,Arian Foster,RB,fantasy_points,3,262.1,1,1,1,1,1,1
2012,00-0027973,Andy Dalton,QB,fantasy_points,12,250.76000000000002,0,0,1,1,1,1
2012,00-0026993,Josh Freeman,QB,fantasy_points,13,248.5,0,0,0,1,1,1
2012,00-0025399,Marshawn Lynch,RB,fantasy_points,4,246.60000000000002,0,1,1,1,1,1
2012,00-0029141,Alfred Morris,RB,fantasy_points,5,241,0,1,1,1,1,1
2012,00-0026158,Joe Flacco,QB,fantasy_points,14,234.88,0,0,0,1,1,1
2012,00-0022803,Eli Manning,QB,fantasy_points,15,232.92000000000002,0,0,0,1,1,1
2012,00-0027854,Sam Bradford,QB,fantasy_points,16,230.48,0,0,0,1,1,1
2012,00-0021429,Carson Palmer,QB,fantasy_points,17,224.32,0,0,0,1,1,1
2012,00-0022924,Ben Roethlisberger,QB,fantasy_points,18,223.8,0,0,0,1,1,1
2012,00-0022787,Matt Schaub,QB,fantasy_points,19,222.82,0,0,0,1,1,1
2012,00-0026195,Ray Rice,RB,fantasy_points,6,222.10000000000002,0,1,1,1,1,1
2012,00-0025389,Calvin Johnson,WR,fantasy_points,1,220.4,1,1,1,1,1,1
2012,00-0024334,Brandon Marshall,WR,fantasy_points,2,216.6,1,1,1,1,1,1
2012,00-0023682,Ryan Fitzpatrick,QB,fantasy_points,20,213.70000000000002,0,0,0,1,1,1
2012,00-0027861,C.J. Spiller,RB,fantasy_points,7,212.3,0,0,1,1,1,1
2012,00-0027902,Dez Bryant,WR,fantasy_points,3,209.70000000000002,1,1,1,1,1,1
