season,player_id,player_display_name,position,category,rank,points,finish_3,finish_6,finish_12,finish_24,finish_36,finish_48
2007,00-0019596,Tom Brady,QB,fantasy_points,1,390.04,1,1,1,1,1,1
2007,00-0020536,LaDainian Tomlinson,RB,fantasy_points,1,307.58,1,1,1,1,1,1
2007,00-0021678,Tony Romo,QB,fantasy_points,2,295.64,1,1,1,1,1,1
2007,00-0011754,Randy Moss,WR,fantasy_points,1,287.3,1,1,1,1,1,1
2007,00-0021216,Brian Westbrook,RB,fantasy_points,2,280.4,1,1,1,1,1,1
2007,00-0010346,Peyton Manning,QB,fantasy_points,3,275.1,1,1,1,1,1,1
2007,00-0022924,Ben Roethlisberger,QB,fantasy_points,4,260.72,0,1,1,1,1,1
2007,00-0020531,Drew Brees,QB,fantasy_points,5,257.12,0,1,1,1,1,1
2007,00-0023645,Derek Anderson,QB,fantasy_points,6,252.54000000000002,0,1,1,1,1,1
2007,00-0007091,Matt Hasselbeck,QB,fantasy_points,7,246.34,0,0,1,1,1,1
2007,00-0005106,Brett Favre,QB,fantasy_points,8,243.4,0,0,1,1,1,1
2007,00-0024245,Joseph Addai,RB,fantasy_points,3,235.60000000000002,1,1,1,1,1,1
2007,00-0025394,Adrian Peterson,RB,fantasy_points,4,232.9,0,1,1,1,1,1
2007,00-0021429,Carson Palmer,QB,fantasy_points,9,228.2,0,0,1,1,1,1
2007,00-0012478,Terrell Owens,WR,fantasy_points,2,226,1,1,1,1,1,1
2007,00-0021179,Clinton Portis,RB,fantasy_points,5,225.70000000000002,0,1,1,1,1,1
2007,00-0023438,Braylon Edwards,WR,fantasy_points,3,220.9,1,1,1,1,1,1
2007,00-0019693,Jamal Lewis,RB,fantasy_points,6,217.10000000000002,0,1,1,1,1,1
2007,00-0011022,Donovan McNabb,QB,fantasy_points,10,212.56,0,0,1,1,1,1
2007,00-0024226,Jay Cutler,QB,fantasy_points,11,210.38,0,0,1,1,1,1
2007,00-0017200,Kurt Warner,QB,fantasy_points,12,205.85999999999999,0,0,1,1,1,1
2007,00-0020498,Reggie Wayne,WR,fantasy_points,4,205.4,0,1,1,1,1,1
2007,00-0023544,Marion Barber,RB,fantasy_points,7,197.5,0,0,1,1,1,1
2007,00-0022921,Larry Fitzgerald,WR,fantasy_points,5,195.20000000000002,0,1,1,1,1,1
2007,00-0020397,Chad Johnson,WR,fantasy_points,6,194.70000000000002,0,1,1,1,1,1
2007,00-0009311,Jon Kitna,QB,fantasy_points,13,189.84,0,0,0,1,1,1
2007,00-0021231,David Garrard,QB,fantasy_points,14,188.56,0,0,0,1,1,1
2007,00-0022178,Willis McGahee,RB,fantasy_points,8,185.8,0,0,1,1,1,1
2007,00-0020438,T.J. Houshmandzadeh,WR,fantasy_points,7,185.7,0,0,1,1,1,1
2007,00-0008241,Edgerrin James,RB,fantasy_points,9,184.60000000000002,0,0,1,1,1,1
2007,00-0022803,Eli Manning,QB,fantasy_points,15,184.34,0,0,0,1,1,1
2007,00-0024466,Marques Colston,WR,fantasy_points,8,184.20000000000002,0,0,1,1,1,1
2007,00-0023500,Frank Gore,RB,fantasy_points,10,183.8,0,0,1,1,1,1
2007,00-0021755,Earnest Graham,RB,fantasy_points,11,180.20000000000002,0,0,1,1,1,1
2007,00-0024334,Brandon Marshall,WR,fantasy_points,9,178.20000000000002,0,0,1,1,1,1
2007,00-0022942,Philip Rivers,QB,fantasy_points,16,177.38,0,0,0,1,1,1
2007,00-0025399,Marshawn Lynch,RB,fantasy_points,12,176.22,0,0,1,1,1,1
2007,00-0019642,Plaxico Burress,WR,fantasy_points,10,174.5,0,0,1,1,1,1
2007,00-0024275,Maurice Jones-Drew,RB,fantasy_points,13,173.5,0,0,0,1,1,1
2007,00-0022427,Wes Welker,WR,fantasy_points,11,168.9,0,0,1,1,1,1
2007,00-0024267,Greg Jennings,WR,fantasy_points,12,164,0,0,1,1,1,1
2007,00-0022736,Steven Jackson,RB,fantasy_points,14,163.38,0,0,0,1,1,1
2007,00-0007681,Torry Holt,WR,fantasy_points,13,160.9,0,0,0,1,1,1
2007,00-0024260,LenDale White,RB,fantasy_points,15,156.20000000000002,0,0,0,1,1,1
2007,00-0022984,Ryan Grant,RB,fantasy_points,16,156.1,0,0,0,1,1,1
2007,00-0024218,Vince Young,QB,fantasy_points,17,155.34,0,0,0,1,1,1
2007,00-0005755,Jeff Garcia,QB,fantasy_points,18,155.2,0,0,0,1,1,1
2007,00-0022127,Jason Witten,TE,fantasy_points,1,154.5,1,1,1,1,1,1
2007,00-0016098,Fred Taylor,RB,fantasy_points,17,154,0,0,0,1,1,1
2007,00-0022250,Willie Parker,RB,fantasy_points,18,154,0,0,0,1,1,1
2007,00-0021547,Antonio Gates,TE,fantasy_points,2,152.4,1,1,1,1,1,1
2007,00-0023462,Roddy White,WR,fantasy_points,14,152,0,0,0,1,1,1
2007,00-0019808,Kenny Watson,RB,fantasy_points,19,151.60000000000002,0,0,0,1,1,1
2007,00-0004915,Bobby Engram,WR,fantasy_points,15,148.7,0,0,0,1,1,1
2007,00-0006101,Tony Gonzalez,TE,fantasy_points,3,147.20000000000002,1,1,1,1,1,1
2007,00-0022001,Kevin Curtis,WR,fantasy_points,16,147,0,0,0,1,1,1
2007,00-0020337,Steve Smith,WR,fantasy_points,17,146.8,0,0,0,1,1,1
2007,00-0023460,Jason Campbell,QB,fantasy_points,19,146.6,0,0,0,1,1,1
2007,00-0021314,Chester Taylor,RB,fantasy_points,20,146.5,0,0,0,1,1,1
2007,00-0023545,Brandon Jacobs,RB,fantasy_points,21,146.5,0,0,0,1,1,1
2007,00-0024240,Santonio Holmes,WR,fantasy_points,18,145.9,0,0,0,1,1,1
2007,00-0019641,Thomas Jones,RB,fantasy_points,22,145.6,0,0,0,1,1,1
2007,00-0022093,Justin Fargas,RB,fantasy_points,23,141.70000000000002,0,0,0,1,1,1
2007,00-0022922,Kellen Winslow,TE,fantasy_points,4,140.60000000000002,0,1,1,1,1,1
2007,00-0022084,Anquan Boldin,WR,fantasy_points,19,138.70000000000002,0,0,0,1,1,1
2007,00-0005720,Joey Galloway,WR,fantasy_points,20,137.5,0,0,0,1,1,1
2007,00-0010500,Derrick Mason,WR,fantasy_points,21,136.70000000000002,0,0,0,1,1,1
2007,00-0024217,Reggie Bush,RB,fantasy_points,24,135.8,0,0,0,1,1,1
2007,00-0021999,Nate Burleson,WR,fantasy_points,22,133.8,0,0,0,1,1,1
2007,00-0024236,Laurence Maroney,RB,fantasy_points,25,133.1,0,0,0,0,1,1
2007,00-0022044,Andre Johnson,WR,fantasy_points,23,131.1,0,0,0,1,1,1
2007,00-0023437,Ronnie Brown,RB,fantasy_points,26,131.1,0,0,0,0,1,1
2007,00-0022165,Dallas Clark,TE,fantasy_points,5,130.5,0,1,1,1,1,1
2007,00-0024279,Tarvaris Jackson,QB,fantasy_points,20,130.44,0,0,0,1,1,1
2007,00-0025410,Dwayne Bowe,WR,fantasy_points,24,129.5,0,0,0,1,1,1
2007,00-0022738,Chris Cooley,TE,fantasy_points,6,128.6,0,1,1,1,1,1
2007,00-0022811,Jerricho Cotchery,WR,fantasy_points,25,126.7,0,0,0,0,1,1
2007,00-0021981,Shaun McDonald,WR,fantasy_points,26,126.50000000000001,0,0,0,0,1,1
2007,00-0019643,Ron Dayne,RB,fantasy_points,27,124.50000000000001,0,0,0,0,1,1
2007,00-0022782,Kevin Jones,RB,fantasy_points,28,123.8,0,0,0,0,1,1
2007,00-0022807,Bernard Berrian,WR,fantasy_points,27,123.10000000000001,0,0,0,0,1,1
2007,00-0020446,Chris Chambers,WR,fantasy_points,28,122.2,0,0,0,0,1,1
2007,00-0021164,DeShaun Foster,RB,fantasy_points,29,119.80000000000001,0,0,0,0,1,1
2007,00-0022889,Reggie Williams,WR,fantasy_points,29,119.7,0,0,0,0,1,1
2007,00-0017162,Hines Ward,WR,fantasy_points,30,118.30000000000001,0,0,0,0,1,1
2007,00-0024242,DeAngelo Williams,RB,fantasy_points,30,117.4,0,0,0,0,1,1
2007,00-0004541,Donald Driver,WR,fantasy_points,31,117.2,0,0,0,0,1,1
2007,00-0004640,Warrick Dunn,RB,fantasy_points,31,115.60000000000001,0,0,0,0,1,1
2007,00-0022910,Lee Evans,WR,fantasy_points,32,114.9,0,0,0,0,1,1
2007,00-0021931,Kevin Walter,WR,fantasy_points,33,113,0,0,0,0,1,1
2007,00-0021182,Maurice Morris,RB,fantasy_points,32,112.10000000000001,0,0,0,0,1,1
2007,00-0022909,Roy Williams,WR,fantasy_points,34,111.7,0,0,0,0,1,1
2007,00-0021306,Adrian Peterson,RB,fantasy_points,33,111.36,0,0,0,0,1,1
2007,00-0025389,Calvin Johnson,WR,fantasy_points,35,110.80000000000001,0,0,0,0,1,1
2007,00-0020480,Sage Rosenfels,QB,fantasy_points,21,110.46000000000001,0,0,0,1,1,1
2007,00-0021252,Najeh Davenport,RB,fantasy_points,34,110.3,0,0,0,0,1,1
2007,00-0020565,Cleo Lemon,QB,fantasy_points,22,110.12,0,0,0,1,1,1
2007,00-0022766,Patrick Crayton,WR,fantasy_points,36,109.7,0,0,0,0,1,1
2007,00-0019647,Shaun Alexander,RB,fantasy_points,35,109.2,0,0,0,0,1,1
2007,00-0022787,Matt Schaub,QB,fantasy_points,23,106.83999999999999,0,0,0,1,1,1
2007,00-0019703,Jerry Porter,WR,fantasy_points,37,106.5,0,0,0,0,0,1
2007,00-0023470,Reggie Brown,WR,fantasy_points,38,105.60000000000001,0,0,0,0,0,1
2007,00-0019599,Marc Bulger,QB,fantasy_points,24,104.97999999999999,0,0,0,1,1,1
2007,00-0021141,Joey Harrington,QB,fantasy_points,25,104.3,0,0,0,0,1,1
2007,00-0007835,Damon Huard,QB,fantasy_points,26,102.18,0,0,0,0,1,1
2007,00-0019559,Chad Pennington,QB,fantasy_points,27,101.84,0,0,0,0,1,1
2007,00-0018958,Laveranues Coles,WR,fantasy_points,39,100.60000000000001,0,0,0,0,0,1
2007,00-0022770,Derrick Ward,RB,fantasy_points,36,100.10000000000001,0,0,0,0,1,1
2007,00-0023439,Cedric Benson,RB,fantasy_points,37,100.10000000000001,0,0,0,0,0,1
2007,00-0024549,Selvin Young,RB,fantasy_points,38,100,0,0,0,0,0,1
2007,00-0021337,Ronald Curry,WR,fantasy_points,40,99.8,0,0,0,0,0,1
2007,00-0023465,Heath Miller,TE,fantasy_points,7,98.60000000000001,0,0,1,1,1,1
2007,00-0020471,Travis Henry,RB,fantasy_points,39,97.60000000000001,0,0,0,0,0,1
2007,00-0020462,LaMont Jordan,RB,fantasy_points,40,97.6,0,0,0,0,0,1
2007,00-0002099,Isaac Bruce,WR,fantasy_points,41,96.9,0,0,0,0,0,1
2007,00-0021976,Larry Johnson,RB,fantasy_points,41,96.5,0,0,0,0,0,1
2007,00-0020494,Santana Moss,WR,fantasy_points,42,96.10000000000001,0,0,0,0,0,1
2007,00-0024294,Jerious Norwood,RB,fantasy_points,42,95.2,0,0,0,0,0,1
2007,00-0012642,David Patten,WR,fantasy_points,43,94.7,0,0,0,0,0,1
2007,00-0022064,Arnaz Battle,WR,fantasy_points,44,94.4,0,0,0,0,0,1
2007,00-0021175,Andre Davis,WR,fantasy_points,45,94.30000000000001,0,0,0,0,0,1
2007,00-0023570,Roydell Williams,WR,fantasy_points,46,94.2,0,0,0,0,0,1
2007,00-0024332,Leon Washington,RB,fantasy_points,43,94.04,0,0,0,0,0,1
2007,00-0016550,Amani Toomer,WR,fantasy_points,47,94,0,0,0,0,0,1
2007,00-0015601,Aaron Stecker,RB,fantasy_points,44,93.9,0,0,0,0,0,1
2007,00-0015754,Brandon Stokley,WR,fantasy_points,48,92.9,0,0,0,0,0,1
2007,00-0021929,Donald Lee,TE,fantasy_points,8,91.5,0,0,1,1,1,1
2007,00-0022840,Julius Jones,RB,fantasy_points,45,90.7,0,0,0,0,0,1
2007,00-0021192,Deion Branch,WR,fantasy_points,49,90.10000000000001,0,0,0,0,0,0
2007,00-0006423,Brian Griese,QB,fantasy_points,28,88.92,0,0,0,0,1,1
2007,00-0021147,Donte' Stallworth,WR,fantasy_points,50,88.9,0,0,0,0,0,0
2007,00-0024313,Owen Daniels,TE,fantasy_points,9,88.80000000000001,0,0,1,1,1,1
2007,00-0022092,Chris Brown,RB,fantasy_points,46,87.2,0,0,0,0,0,1
2007,00-0021982,Justin Gage,WR,fantasy_points,51,87,0,0,0,0,0,0
2007,00-0019650,Dennis Northcutt,WR,fantasy_points,52,86.8,0,0,0,0,0,0
2007,00-0022164,Kyle Boller,QB,fantasy_points,29,86.62,0,0,0,0,1,1
2007,00-0022206,Kenton Keith,RB,fantasy_points,47,85,0,0,0,0,0,1
