season,player_id,player_display_name,position,category,rank,points,finish_3,finish_6,finish_12,finish_24,finish_36,finish_48
2005,00-0019647,Shaun Alexander,RB,fantasy_points,1,361.8,1,1,1,1,1,1
2005,00-0021976,Larry Johnson,RB,fantasy_points,2,327.3,1,1,1,1,1,1
2005,00-0020536,LaDainian Tomlinson,RB,fantasy_points,3,315.28,1,1,1,1,1,1
2005,00-0000745,Tiki Barber,RB,fantasy_points,4,305,0,1,1,1,1,1
2005,00-0008241,Edgerrin James,RB,fantasy_points,5,266.3,0,1,1,1,1,1
2005,00-0021429,Carson Palmer,QB,fantasy_points,1,265.84000000000003,1,1,1,1,1,1
2005,00-0019596,Tom Brady,QB,fantasy_points,2,249.3,1,1,1,1,1,1
2005,00-0010346,Peyton Manning,QB,fantasy_points,3,242.38000000000002,1,1,1,1,1,1
2005,00-0021179,Clinton Portis,RB,fantasy_points,6,241.88000000000002,0,1,1,1,1,1
2005,00-0020337,Steve Smith,WR,fantasy_points,1,236.8,1,1,1,1,1,1
2005,00-0007091,Matt Hasselbeck,QB,fantasy_points,4,230.6,0,1,1,1,1,1
2005,00-0020407,Rudi Johnson,RB,fantasy_points,7,226.8,0,0,1,1,1,1
2005,00-0020462,LaMont Jordan,RB,fantasy_points,8,224.8,0,0,1,1,1,1
2005,00-0022803,Eli Manning,QB,fantasy_points,5,224.48,0,1,1,1,1,1
2005,00-0013042,Jake Plummer,QB,fantasy_points,6,218.24,0,1,1,1,1,1
2005,00-0020245,Mike Vick,QB,fantasy_points,7,218.08,0,0,1,1,1,1
2005,00-0006355,Trent Green,QB,fantasy_points,8,210.76000000000002,0,0,1,1,1,1
2005,00-0020531,Drew Brees,QB,fantasy_points,9,209.94,0,0,1,1,1,1
2005,00-0003292,Kerry Collins,QB,fantasy_points,10,208.16,0,0,1,1,1,1
2005,00-0001361,Drew Bledsoe,QB,fantasy_points,11,206.56,0,0,1,1,1,1
2005,00-0022921,Larry Fitzgerald,WR,fantasy_points,2,205,1,1,1,1,1,1
2005,00-0020397,Chad Johnson,WR,fantasy_points,3,200.5,1,1,1,1,1,1
2005,00-0020494,Santana Moss,WR,fantasy_points,4,200,0,1,1,1,1,1
2005,00-0004161,Jake Delhomme,QB,fantasy_points,12,197.94,0,0,1,1,1,1
2005,00-0019641,Thomas Jones,RB,fantasy_points,9,197.8,0,0,1,1,1,1
2005,00-0019594,Mike Anderson,RB,fantasy_points,10,196.6,0,0,1,1,1,1
2005,00-0002110,Mark Brunell,QB,fantasy_points,13,195.1,0,0,0,1,1,1
2005,00-0022736,Steven Jackson,RB,fantasy_points,11,190.6,0,0,1,1,1,1
2005,00-0005720,Joey Galloway,WR,fantasy_points,5,189.1,0,1,1,1,1,1
2005,00-0007024,Marvin Harrison,WR,fantasy_points,6,186.6,0,1,1,1,1,1
2005,00-0022084,Anquan Boldin,WR,fantasy_points,7,186.3,0,0,1,1,1,1
2005,00-0004640,Warrick Dunn,RB,fantasy_points,12,185.60000000000002,0,0,1,1,1,1
2005,00-0007681,Torry Holt,WR,fantasy_points,8,185.3,0,0,1,1,1,1
2005,00-0020446,Chris Chambers,WR,fantasy_points,9,183,0,0,1,1,1,1
2005,00-0011024,Steve McNair,QB,fantasy_points,14,180.34,0,0,0,1,1,1
2005,00-0005106,Brett Favre,QB,fantasy_points,15,173.44,0,0,0,1,1,1
2005,00-0022250,Willie Parker,RB,fantasy_points,13,172,0,0,0,1,1,1
2005,00-0022178,Willis McGahee,RB,fantasy_points,14,170.5,0,0,0,1,1,1
2005,00-0019610,Reuben Droughns,RB,fantasy_points,15,170.10000000000002,0,0,0,1,1,1
2005,00-0021547,Antonio Gates,TE,fantasy_points,1,170.1,1,1,1,1,1,1
2005,00-0001823,Aaron Brooks,QB,fantasy_points,16,169.38,0,0,0,1,1,1
2005,00-0022924,Ben Roethlisberger,QB,fantasy_points,17,168.3,0,0,0,1,1,1
2005,00-0004304,Corey Dillon,RB,fantasy_points,16,167.4,0,0,0,1,1,1
2005,00-0021216,Brian Westbrook,RB,fantasy_points,17,167,0,0,0,1,1,1
2005,00-0021979,Domanick Williams,RB,fantasy_points,18,165.3,0,0,0,1,1,1
2005,00-0005589,Gus Frerotte,QB,fantasy_points,18,163.94,0,0,0,1,1,1
2005,00-0017162,Hines Ward,WR,fantasy_points,10,162.5,0,0,1,1,1,1
2005,00-0019642,Plaxico Burress,WR,fantasy_points,11,161.4,0,0,1,1,1,1
2005,00-0006043,Terry Glenn,WR,fantasy_points,12,161.20000000000002,0,0,1,1,1,1
2005,00-0020608,David Carr,QB,fantasy_points,19,160.32,0,0,0,1,1,1
2005,00-0023440,Cadillac Williams,RB,fantasy_points,19,157.9,0,0,0,1,1,1
2005,00-0022092,Chris Brown,RB,fantasy_points,20,153.8,0,0,0,1,1,1
2005,00-0011022,Donovan McNabb,QB,fantasy_points,20,153.78,0,0,0,1,1,1
2005,00-0004541,Donald Driver,WR,fantasy_points,13,153.4,0,0,0,1,1,1
2005,00-0011754,Randy Moss,WR,fantasy_points,14,148.5,0,0,0,1,1,1
2005,00-0022893,Tatum Bell,RB,fantasy_points,21,148.5,0,0,0,1,1,1
2005,00-0020438,T.J. Houshmandzadeh,WR,fantasy_points,15,147.8,0,0,0,1,1,1
2005,00-0022177,Byron Leftwich,QB,fantasy_points,21,147.62,0,0,0,1,1,1
2005,00-0022840,Julius Jones,RB,fantasy_points,22,147.1,0,0,0,1,1,1
2005,00-0010668,Keenan McCardell,WR,fantasy_points,16,145.9,0,0,0,1,1,1
2005,00-0015290,Rod Smith,WR,fantasy_points,17,143.20000000000002,0,0,0,1,1,1
2005,00-0009163,Eddie Kennison,WR,fantasy_points,18,142.5,0,0,0,1,1,1
2005,00-0021164,DeShaun Foster,RB,fantasy_points,23,141.4,0,0,0,1,1,1
2005,00-0015218,Jimmy Smith,WR,fantasy_points,19,138.3,0,0,0,1,1,1
2005,00-0023437,Ronnie Brown,RB,fantasy_points,24,135.9,0,0,0,1,1,1
2005,00-0020498,Reggie Wayne,WR,fantasy_points,20,135.5,0,0,0,1,1,1
2005,00-0021147,Donte' Stallworth,WR,fantasy_points,21,134.70000000000002,0,0,0,1,1,1
2005,00-0021148,Jeremy Shockey,TE,fantasy_points,2,133.1,1,1,1,1,1,1
2005,00-0004052,Stephen Davis,RB,fantasy_points,25,131.1,0,0,0,0,1,1
2005,00-0021192,Deion Branch,WR,fantasy_points,22,129.8,0,0,0,1,1,1
2005,00-0008962,Joe Jurevicius,WR,fantasy_points,23,129.4,0,0,0,1,1,1
2005,00-0017200,Kurt Warner,QB,fantasy_points,22,129.32,0,0,0,1,1,1
2005,00-0019599,Marc Bulger,QB,fantasy_points,23,128.88,0,0,0,1,1,1
2005,00-0020516,Todd Heap,TE,fantasy_points,3,125.50000000000001,1,1,1,1,1,1
2005,00-0019693,Jamal Lewis,RB,fantasy_points,26,123.7,0,0,0,0,1,1
2005,00-0019703,Jerry Porter,WR,fantasy_points,24,123.4,0,0,0,1,1,1
2005,00-0010500,Derrick Mason,WR,fantasy_points,25,123.30000000000001,0,0,0,0,1,1
2005,00-0021191,Antonio Bryant,WR,fantasy_points,26,123.2,0,0,0,0,1,1
2005,00-0022001,Kevin Curtis,WR,fantasy_points,27,122.7,0,0,0,0,1,1
2005,00-0022217,Mewelde Moore,RB,fantasy_points,27,122.10000000000001,0,0,0,0,1,1
2005,00-0022910,Lee Evans,WR,fantasy_points,28,120.10000000000001,0,0,0,0,1,1
2005,00-0020285,Alge Crumpler,TE,fantasy_points,4,117.7,0,1,1,1,1,1
2005,00-0017915,Ricky Williams,RB,fantasy_points,28,117.60000000000001,0,0,0,0,1,1
2005,00-0022738,Chris Cooley,TE,fantasy_points,5,117.4,0,1,1,1,1,1
2005,00-0022909,Roy Williams,WR,fantasy_points,29,116.7,0,0,0,0,1,1
2005,00-0008561,Keyshawn Johnson,WR,fantasy_points,30,116.2,0,0,0,0,1,1
2005,00-0008442,Brad Johnson,QB,fantasy_points,24,114.70000000000002,0,0,0,1,1,1
2005,00-0018958,Laveranues Coles,WR,fantasy_points,31,114.5,0,0,0,0,1,1
2005,00-0010442,Curtis Martin,RB,fantasy_points,29,113.3,0,0,0,0,1,1
2005,00-0012478,Terrell Owens,WR,fantasy_points,32,112.5,0,0,0,0,1,1
2005,00-0022127,Jason Witten,TE,fantasy_points,6,111.7,0,1,1,1,1,1
2005,00-0016550,Amani Toomer,WR,fantasy_points,33,110.4,0,0,0,0,1,1
2005,00-0022901,Ernest Wilford,WR,fantasy_points,34,110.1,0,0,0,0,1,1
2005,00-0022782,Kevin Jones,RB,fantasy_points,30,107.30000000000001,0,0,0,0,1,1
2005,00-0007661,Priest Holmes,RB,fantasy_points,31,106.80000000000001,0,0,0,0,1,1
2005,00-0023074,Samkon Gado,RB,fantasy_points,32,105.9,0,0,0,0,1,1
2005,00-0011770,Eric Moulds,WR,fantasy_points,35,105.60000000000001,0,0,0,0,1,1
2005,00-0016098,Fred Taylor,RB,fantasy_points,33,105.00000000000001,0,0,0,0,1,1
2005,00-0021141,Joey Harrington,QB,fantasy_points,25,104.44,0,0,0,0,1,1
2005,00-0004293,Trent Dilfer,QB,fantasy_points,26,103.44,0,0,0,0,1,1
2005,00-0006101,Tony Gonzalez,TE,fantasy_points,7,102.5,0,0,1,1,1,1
2005,00-0022005,Chris Simms,QB,fantasy_points,27,102.2,0,0,0,0,1,1
2005,00-0022097,Brandon Lloyd,WR,fantasy_points,36,101.3,0,0,0,0,1,1
2005,00-0022164,Kyle Boller,QB,fantasy_points,28,100.56,0,0,0,0,1,1
2005,00-0011795,Muhsin Muhammad,WR,fantasy_points,37,99,0,0,0,0,0,1
2005,00-0020474,Kevan Barlow,RB,fantasy_points,34,98.2,0,0,0,0,1,1
2005,00-0019976,Drew Bennett,WR,fantasy_points,38,98.10000000000001,0,0,0,0,0,1
2005,00-0020904,Eric Parker,WR,fantasy_points,39,96,0,0,0,0,0,1
2005,00-0023544,Marion Barber,RB,fantasy_points,35,95.30000000000001,0,0,0,0,1,1
