season,gsis_id,player_name,position,category,rank,points,finish_3,finish_6,finish_12,finish_24,finish_36,finish_48
2008,00-0020531,Drew Brees,QB,fantasy_points,1,302.66,1,1,1,1,1,1
2008,00-0023459,Aaron Rodgers,QB,fantasy_points,2,290.22,1,1,1,1,1,1
2008,00-0024242,DeAngelo Williams,RB,fantasy_points,1,285.9,1,1,1,1,1,1
2008,00-0022942,Philip Rivers,QB,fantasy_points,3,278.56,1,1,1,1,1,1
2008,00-0024226,Jay Cutler,QB,fantasy_points,4,277,0,1,1,1,1,1
2008,00-0022821,Michael Turner,RB,fantasy_points,2,272,1,1,1,1,1,1
2008,00-0017200,Kurt Warner,QB,fantasy_points,5,261.08,0,1,1,1,1,1
2008,00-0010346,Peyton Manning,QB,fantasy_points,6,254.18,0,1,1,1,1,1
2008,00-0023662,Matt Cassel,QB,fantasy_points,7,244.82,0,0,1,1,1,1
2008,00-0011022,Donovan McNabb,QB,fantasy_points,8,243.74,0,0,1,1,1,1
2008,00-0026184,Matt Forte,RB,fantasy_points,3,241.5,1,1,1,1,1,1
2008,00-0025394,Adrian Peterson,RB,fantasy_points,4,240.2,0,1,1,1,1,1
2008,00-0019641,Thomas Jones,RB,fantasy_points,5,239.9,0,1,1,1,1,1
2008,00-0020536,LaDainian Tomlinson,RB,fantasy_points,6,225.1,0,1,1,1,1,1
2008,00-0026229,Steve Slaton,RB,fantasy_points,7,221.9,0,0,1,1,1,1
2008,00-0021179,Clinton Portis,RB,fantasy_points,8,218.5,0,0,1,1,1,1
2008,00-0019559,Chad Pennington,QB,fantasy_points,9,217.92,0,0,1,1,1,1
2008,00-0024275,Maurice Jones-Drew,RB,fantasy_points,9,216.9,0,0,1,1,1,1
2008,00-0025604,Tyler Thigpen,QB,fantasy_points,10,216.62,0,0,1,1,1,1
2008,00-0021231,David Garrard,QB,fantasy_points,11,216.4,0,0,1,1,1,1
2008,00-0021216,Brian Westbrook,RB,fantasy_points,10,215.8,0,0,1,1,1,1
2008,00-0022921,Larry Fitzgerald,WR,fantasy_points,1,215.4,1,1,1,1,1,1
2008,00-0026164,Chris Johnson,RB,fantasy_points,11,206.8,0,0,1,1,1,1
2008,00-0022044,Andre Johnson,WR,fantasy_points,2,205.5,1,1,1,1,1,1
2008,00-0021678,Tony Romo,QB,fantasy_points,12,204.02,0,0,1,1,1,1
2008,00-0025389,Calvin Johnson,WR,fantasy_points,3,203,1,1,1,1,1,1
2008,00-0023545,Brandon Jacobs,RB,fantasy_points,12,200.5,0,0,1,1,1,1
2008,00-0023460,Jason Campbell,QB,fantasy_points,13,199.6,0,0,0,1,1,1
2008,00-0022803,Eli Manning,QB,fantasy_points,14,198.52,0,0,0,1,1,1
2008,00-0026143,Matt Ryan,QB,fantasy_points,15,196,0,0,0,1,1,1
2008,00-0005106,Brett Favre,QB,fantasy_points,16,191.18,0,0,0,1,1,1
2008,00-0025399,Marshawn Lynch,RB,fantasy_points,13,186.7,0,0,0,1,1,1
2008,00-0023541,Kyle Orton,QB,fantasy_points,17,186.06,0,0,0,1,1,1
2008,00-0024267,Greg Jennings,WR,fantasy_points,4,185.2,0,1,1,1,1,1
2008,00-0023500,Frank Gore,RB,fantasy_points,14,184.9,0,0,0,1,1,1
2008,00-0022736,Steven Jackson,RB,fantasy_points,15,184.2,0,0,0,1,1,1
2008,00-0026158,Joe Flacco,QB,fantasy_points,18,183.24,0,0,0,1,1,1
2008,00-0023437,Ronnie Brown,RB,fantasy_points,16,180.24,0,0,0,1,1,1
2008,00-0020337,Steve Smith,WR,fantasy_points,5,179.7,0,1,1,1,1,1
2008,00-0022924,Ben Roethlisberger,QB,fantasy_points,19,178.66,0,0,0,1,1,1
2008,00-0023462,Roddy White,WR,fantasy_points,6,178.6,0,1,1,1,1,1
2008,00-0023544,Marion Barber,RB,fantasy_points,17,178.2,0,0,0,1,1,1
2008,00-0004161,Jake Delhomme,QB,fantasy_points,20,175.46,0,0,0,1,1,1
2008,00-0022787,Matt Schaub,QB,fantasy_points,21,174.52,0,0,0,1,1,1
2008,00-0026204,Kevin Smith,RB,fantasy_points,18,172.1,0,0,0,1,1,1
2008,00-0022084,Anquan Boldin,WR,fantasy_points,7,170.5,0,0,1,1,1,1
2008,00-0021191,Antonio Bryant,WR,fantasy_points,8,167,0,0,1,1,1,1
2008,00-0024260,LenDale White,RB,fantasy_points,19,166.9,0,0,0,1,1,1
2008,00-0012478,Terrell Owens,WR,fantasy_points,9,166.5,0,0,1,1,1,1
2008,00-0006101,Tony Gonzalez,TE,fantasy_points,1,165.8,1,1,1,1,1,1
2008,00-0005755,Jeff Garcia,QB,fantasy_points,22,163.58,0,0,0,1,1,1
2008,00-0011754,Randy Moss,WR,fantasy_points,10,162.8,0,0,1,1,1,1
2008,00-0024813,Pierre Thomas,RB,fantasy_points,20,160.9,0,0,0,1,1,1
2008,00-0023496,Vincent Jackson,WR,fantasy_points,11,156.7,0,0,1,1,1,1
2008,00-0024334,Brandon Marshall,WR,fantasy_points,12,156.1,0,0,1,1,1,1
2008,00-0022984,Ryan Grant,RB,fantasy_points,21,155.9,0,0,0,1,1,1
2008,00-0025479,Trent Edwards,QB,fantasy_points,23,153.66,0,0,0,1,1,1
2008,00-0022770,Derrick Ward,RB,fantasy_points,22,152.9,0,0,0,1,1,1
2008,00-0020498,Reggie Wayne,WR,fantasy_points,13,152.5,0,0,0,1,1,1
2008,00-0023310,Lance Moore,WR,fantasy_points,14,150.8,0,0,0,1,1,1
2008,00-0020494,Santana Moss,WR,fantasy_points,15,147.1,0,0,0,1,1,1
2008,00-0022807,Bernard Berrian,WR,fantasy_points,16,147,0,0,0,1,1,1
2008,00-0017162,Hines Ward,WR,fantasy_points,17,146.7,0,0,0,1,1,1
2008,00-0026153,Jonathan Stewart,RB,fantasy_points,23,146.2,0,0,0,1,1,1
2008,00-0003292,Kerry Collins,QB,fantasy_points,24,146.14,0,0,0,1,1,1
2008,00-0025410,Dwayne Bowe,WR,fantasy_points,18,144.2,0,0,0,1,1,1
2008,00-0020679,Shaun Hill,QB,fantasy_points,25,143.34,0,0,0,0,1,1
2008,00-0021931,Kevin Walter,WR,fantasy_points,19,140.2,0,0,0,1,1,1
2008,00-0019693,Jamal Lewis,RB,fantasy_points,24,140,0,0,0,1,1,1
2008,00-0019863,Dominic Rhodes,RB,fantasy_points,25,140,0,0,0,0,1,1
2008,00-0026182,Eddie Royal,WR,fantasy_points,20,138.9,0,0,0,1,1,1
2008,00-0025388,JaMarcus Russell,QB,fantasy_points,26,137.62,0,0,0,0,1,1
2008,00-0022427,Wes Welker,WR,fantasy_points,21,137.1,0,0,0,1,1,1
2008,00-0005091,Kevin Faulk,RB,fantasy_points,26,135.22,0,0,0,0,1,1
2008,00-0024217,Reggie Bush,RB,fantasy_points,27,134.4,0,0,0,0,1,1
2008,00-0024332,Leon Washington,RB,fantasy_points,28,134.3,0,0,0,0,1,1
2008,00-0010500,Derrick Mason,WR,fantasy_points,22,134,0,0,0,1,1,1
2008,00-0004541,Donald Driver,WR,fantasy_points,23,131.6,0,0,0,1,1,1
2008,00-0019484,Sammy Morris,RB,fantasy_points,29,128.8,0,0,0,0,1,1
2008,00-0018958,Laveranues Coles,WR,fantasy_points,24,127.9,0,0,0,1,1,1
2008,00-0021976,Larry Johnson,RB,fantasy_points,30,126.96,0,0,0,0,1,1
2008,00-0022217,Mewelde Moore,RB,fantasy_points,31,126.8,0,0,0,0,1,1
2008,00-0002099,Isaac Bruce,WR,fantasy_points,25,125,0,0,0,0,1,1
2008,00-0019599,Marc Bulger,QB,fantasy_points,27,124.88,0,0,0,0,1,1
2008,00-0004640,Warrick Dunn,RB,fantasy_points,32,123.6,0,0,0,0,1,1
2008,00-0026289,Tim Hightower,RB,fantasy_points,33,122.9,0,0,0,0,1,1
2008,00-0026189,DeSean Jackson,WR,fantasy_points,26,122.8,0,0,0,0,1,1
2008,00-0023682,Ryan Fitzpatrick,QB,fantasy_points,28,122.3,0,0,0,0,1,1
2008,00-0022910,Lee Evans,WR,fantasy_points,27,121.9,0,0,0,0,1,1
2008,00-0022127,Jason Witten,TE,fantasy_points,2,120.88,1,1,1,1,1,1
2008,00-0022178,Willis McGahee,RB,fantasy_points,34,120.4,0,0,0,0,1,1
2008,00-0011795,Muhsin Muhammad,WR,fantasy_points,28,120.3,0,0,0,0,1,1
2008,00-0025529,Steve Breaston,WR,fantasy_points,29,119.1,0,0,0,0,1,1
2008,00-0022165,Dallas Clark,TE,fantasy_points,3,118.8,1,1,1,1,1,1
2008,00-0024294,Jerious Norwood,RB,fantasy_points,35,116.7,0,0,0,0,1,1
