season,player_id,player_display_name,position,category,rank,points,finish_3,finish_6,finish_12,finish_24,finish_36,finish_48
2006,00-0020536,LaDainian Tomlinson,RB,fantasy_points,1,425.1,1,1,1,1,1,1
2006,00-0021976,Larry Johnson,RB,fantasy_points,2,329.90000000000003,1,1,1,1,1,1
2006,00-0022736,Steven Jackson,RB,fantasy_points,3,325.40000000000003,1,1,1,1,1,1
2006,00-0010346,Peyton Manning,QB,fantasy_points,1,309.48,1,1,1,1,1,1
2006,00-0020245,Mike Vick,QB,fantasy_points,2,262.96000000000004,1,1,1,1,1,1
2006,00-0020531,Drew Brees,QB,fantasy_points,3,260.16,1,1,1,1,1,1
2006,00-0023500,Frank Gore,RB,fantasy_points,4,260,0,1,1,1,1,1
2006,00-0022250,Willie Parker,RB,fantasy_points,5,257.6,0,1,1,1,1,1
2006,00-0021216,Brian Westbrook,RB,fantasy_points,6,253.60000000000002,0,1,1,1,1,1
2006,00-0019599,Marc Bulger,QB,fantasy_points,4,252.44,0,1,1,1,1,1
2006,00-0000745,Tiki Barber,RB,fantasy_points,7,240.70000000000002,0,0,1,1,1,1
2006,00-0021429,Carson Palmer,QB,fantasy_points,5,236.94,0,1,1,1,1,1
2006,00-0024275,Maurice Jones-Drew,RB,fantasy_points,8,231.70000000000002,0,0,1,1,1,1
2006,00-0019596,Tom Brady,QB,fantasy_points,6,219.52,0,1,1,1,1,1
2006,00-0009311,Jon Kitna,QB,fantasy_points,7,217.92000000000002,0,0,1,1,1,1
2006,00-0020407,Rudi Johnson,RB,fantasy_points,9,211.20000000000002,0,0,1,1,1,1
2006,00-0022942,Philip Rivers,QB,fantasy_points,8,208.78,0,0,1,1,1,1
2006,00-0007024,Marvin Harrison,WR,fantasy_points,1,206.60000000000002,1,1,1,1,1,1
2006,00-0024218,Vince Young,QB,fantasy_points,9,203.26000000000002,0,0,1,1,1,1
2006,00-0011022,Donovan McNabb,QB,fantasy_points,10,199.68,0,0,1,1,1,1
2006,00-0012478,Terrell Owens,WR,fantasy_points,2,198,1,1,1,1,1,1
2006,00-0020527,Deuce McAllister,RB,fantasy_points,10,195.9,0,0,1,1,1,1
2006,00-0022803,Eli Manning,QB,fantasy_points,11,191.85999999999999,0,0,1,1,1,1
2006,00-0005106,Brett Favre,QB,fantasy_points,12,190.20000000000002,0,0,1,1,1,1
2006,00-0020498,Reggie Wayne,WR,fantasy_points,3,187,1,1,1,1,1,1
2006,00-0022924,Ben Roethlisberger,QB,fantasy_points,13,184.92000000000002,0,0,0,1,1,1
2006,00-0024245,Joseph Addai,RB,fantasy_points,11,184.6,0,0,1,1,1,1
2006,00-0021184,Ladell Betts,RB,fantasy_points,12,183.9,0,0,1,1,1,1
2006,00-0023544,Marion Barber,RB,fantasy_points,13,181,0,0,0,1,1,1
2006,00-0021314,Chester Taylor,RB,fantasy_points,14,180.20000000000002,0,0,0,1,1,1
