season,player_id,player_display_name,position,category,rank,points,finish_3,finish_6,finish_12,finish_24,finish_36,finish_48
2011,00-0023459,Aaron Rodgers,QB,fantasy_points,1,397.42,1,1,1,1,1,1
2011,00-0020531,Drew Brees,QB,fantasy_points,2,391.64,1,1,1,1,1,1
2011,00-0027939,Cam Newton,QB,fantasy_points,3,369.34000000000003,1,1,1,1,1,1
2011,00-0019596,Tom Brady,QB,fantasy_points,4,366.3,0,1,1,1,1,1
2011,00-0026498,Matthew Stafford,QB,fantasy_points,5,343.32,0,1,1,1,1,1
2011,00-0026195,Ray Rice,RB,fantasy_points,1,296.84000000000003,1,1,1,1,1,1
2011,00-0022803,Eli Manning,QB,fantasy_points,6,280.82,0,1,1,1,1,1
2011,00-0027029,LeSean McCoy,RB,fantasy_points,2,280.40000000000003,1,1,1,1,1,1
2011,00-0021678,Tony Romo,QB,fantasy_points,7,275.96000000000004,0,0,1,1,1,1
2011,00-0026143,Matt Ryan,QB,fantasy_points,8,273.48,0,0,1,1,1,1
2011,00-0025389,Calvin Johnson,WR,fantasy_points,1,263.2,1,1,1,1,1,1
2011,00-0024275,Maurice Jones-Drew,RB,fantasy_points,3,262,1,1,1,1,1,1
2011,00-0022942,Philip Rivers,QB,fantasy_points,9,254.56,0,0,1,1,1,1
2011,00-0026796,Arian Foster,RB,fantasy_points,4,250.10000000000002,0,1,1,1,1,1
2011,00-0027656,Rob Gronkowski,TE,fantasy_points,1,240.9,1,1,1,1,1,1
2011,00-0026898,Mark Sanchez,QB,fantasy_points,10,237.26000000000002,0,0,1,1,1,1
2011,00-0020245,Mike Vick,QB,fantasy_points,11,233.02,0,0,1,1,1,1
2011,00-0023682,Ryan Fitzpatrick,QB,fantasy_points,12,222.78,0,0,1,1,1,1
2011,00-0026176,Jordy Nelson,WR,fantasy_points,2,216.3,1,1,1,1,1,1
2011,00-0022924,Ben Roethlisberger,QB,fantasy_points,13,216.08,0,0,0,1,1,1
2011,00-0025399,Marshawn Lynch,RB,fantasy_points,5,215.6,0,1,1,1,1,1
2011,00-0022427,Wes Welker,WR,fantasy_points,3,213.9,1,1,1,1,1,1
2011,00-0022821,Michael Turner,RB,fantasy_points,6,212.8,0,1,1,1,1,1
2011,00-0023436,Alex Smith,QB,fantasy_points,14,211.66,0,0,0,1,1,1
2011,00-0027973,Andy Dalton,QB,fantasy_points,15,207.12,0,0,0,1,1,1
