season,player_id,player_display_name,position,category,rank,points,finish_3,finish_6,finish_12,finish_24,finish_36,finish_48
2019,00-0034796,Lamar Jackson,QB,fantasy_points,1,415.68,1,1,1,1,1,1
2019,00-0033280,Christian McCaffrey,RB,fantasy_points,1,355.20000000000005,1,1,1,1,1,1
2019,00-0033077,Dak Prescott,QB,fantasy_points,2,337.78000000000003,1,1,1,1,1,1
2019,00-0029263,Russell Wilson,QB,fantasy_points,3,326.6,1,1,1,1,1,1
2019,00-0033537,Deshaun Watson,QB,fantasy_points,4,319.98,0,1,1,1,1,1
2019,00-0031503,Jameis Winston,QB,fantasy_points,5,305.36,0,1,1,1,1,1
2019,00-0034857,Josh Allen,QB,fantasy_points,6,288.56,0,1,1,1,1,1
2019,00-0033873,Patrick Mahomes,QB,fantasy_points,7,287.04,0,0,1,1,1,1
2019,00-0035228,Kyler Murray,QB,fantasy_points,8,285.28000000000003,0,0,1,1,1,1
2019,00-0023459,Aaron Rodgers,QB,fantasy_points,9,278.38,0,0,1,1,1,1
2019,00-0032764,Derrick Henry,RB,fantasy_points,2,276.6,1,1,1,1,1,1
2019,00-0032950,Carson Wentz,QB,fantasy_points,10,275.86,0,0,1,1,1,1
2019,00-0026143,Matt Ryan,QB,fantasy_points,11,267.34000000000003,0,0,1,1,1,1
2019,00-0033293,Aaron Jones,RB,fantasy_points,3,265.8,1,1,1,1,1,1
2019,00-0019596,Tom Brady,QB,fantasy_points,12,263.68,0,0,1,1,1,1
2019,00-0033045,Ezekiel Elliott,RB,fantasy_points,4,257.7,0,1,1,1,1,1
2019,00-0033106,Jared Goff,QB,fantasy_points,13,247.52,0,0,0,1,1,1
2019,00-0031345,Jimmy Garoppolo,QB,fantasy_points,14,247.32000000000002,0,0,0,1,1,1
2019,00-0029604,Kirk Cousins,QB,fantasy_points,15,244.42000000000002,0,0,0,1,1,1
2019,00-0031280,Derek Carr,QB,fantasy_points,16,244.36,0,0,0,1,1,1
2019,00-0023682,Ryan Fitzpatrick,QB,fantasy_points,17,241.46,0,0,0,1,1,1
2019,00-0033893,Dalvin Cook,RB,fantasy_points,5,239.4,0,1,1,1,1,1
2019,00-0022942,Philip Rivers,QB,fantasy_points,18,235.5,0,0,0,1,1,1
2019,00-0035289,Gardner Minshew,QB,fantasy_points,19,229.24,0,0,0,1,1,1
2019,00-0034855,Baker Mayfield,QB,fantasy_points,20,229.18,0,0,0,1,1,1
2019,00-0032765,Michael Thomas,WR,fantasy_points,1,225.6,1,1,1,1,1,1
2019,00-0020531,Drew Brees,QB,fantasy_points,21,224.76,0,0,0,1,1,1
2019,00-0029701,Ryan Tannehill,QB,fantasy_points,22,224.18,0,0,0,1,1,1
2019,00-0034791,Nick Chubb,RB,fantasy_points,6,219.20000000000002,0,1,1,1,1,1
2019,00-0033699,Austin Ekeler,RB,fantasy_points,7,217,0,0,1,1,1,1
2019,00-0033119,Jacoby Brissett,QB,fantasy_points,23,216.68,0,0,0,1,1,1
2019,00-0027966,Mark Ingram,RB,fantasy_points,8,216.5,0,0,1,1,1,1
2019,00-0035710,Daniel Jones,QB,fantasy_points,24,214.98,0,0,0,1,1,1
2019,00-0033869,Mitchell Trubisky,QB,fantasy_points,25,202.82,0,0,0,0,1,1
2019,00-0027973,Andy Dalton,QB,fantasy_points,26,202.66,0,0,0,0,1,1
2019,00-0033594,Chris Carson,RB,fantasy_points,9,195.6,0,0,1,1,1,1
2019,00-0034844,Saquon Barkley,RB,fantasy_points,10,192.10000000000002,0,0,1,1,1,1
2019,00-0033897,Joe Mixon,RB,fantasy_points,11,190.4,0,0,1,1,1,1
2019,00-0033921,Chris Godwin,WR,fantasy_points,2,190.1,1,1,1,1,1,1
2019,00-0034869,Sam Darnold,QB,fantasy_points,27,189.16,0,0,0,0,1,1
2019,00-0032241,Todd Gurley,RB,fantasy_points,12,188.4,0,0,1,1,1,1
2019,00-0033856,Leonard Fournette,RB,fantasy_points,13,183.4,0,0,0,1,1,1
2019,00-0033932,Kenny Golladay,WR,fantasy_points,3,183,1,1,1,1,1,1
2019,00-0034577,Kyle Allen,QB,fantasy_points,28,177.48,0,0,0,0,1,1
2019,00-0033908,Cooper Kupp,WR,fantasy_points,4,176.5,0,1,1,1,1,1
2019,00-0027944,Julio Jones,WR,fantasy_points,5,175.10000000000002,0,1,1,1,1,1
2019,00-0031547,DeVante Parker,WR,fantasy_points,6,174.2,0,1,1,1,1,1
2019,00-0035700,Josh Jacobs,RB,fantasy_points,14,171.6,0,0,0,1,1,1
2019,00-0035243,Miles Sanders,RB,fantasy_points,15,168.70000000000002,0,0,0,1,1,1
2019,00-0033906,Alvin Kamara,RB,fantasy_points,16,167.52,0,0,0,1,1,1
2019,00-0031544,Amari Cooper,WR,fantasy_points,7,167.5,0,0,1,1,1,1
2019,00-0033951,Marlon Mack,RB,fantasy_points,17,167.3,0,0,0,1,1,1
2019,00-0026498,Matthew Stafford,QB,fantasy_points,29,166.56,0,0,0,0,1,1
2019,00-0031408,Mike Evans,WR,fantasy_points,8,165.70000000000002,0,0,1,1,1,1
2019,00-0035676,A.J. Brown,WR,fantasy_points,9,165.1,0,0,1,1,1,1
2019,00-0030564,DeAndre Hopkins,WR,fantasy_points,10,164.54000000000002,0,0,1,1,1,1
2019,00-0033118,Kenyan Drake,RB,fantasy_points,18,164.20000000000002,0,0,0,1,1,1
2019,00-0034109,Phillip Lindsay,RB,fantasy_points,19,162.70000000000002,0,0,0,1,1,1
2019,00-0030279,Keenan Allen,WR,fantasy_points,11,157.5,0,0,1,1,1,1
2019,00-0030506,Travis Kelce,TE,fantasy_points,1,157.3,1,1,1,1,1,1
2019,00-0031428,Allen Robinson,WR,fantasy_points,12,156.9,0,0,1,1,1,1
2019,00-0031382,Jarvis Landry,WR,fantasy_points,13,154.4,0,0,0,1,1,1
2019,00-0027150,Julian Edelman,WR,fantasy_points,14,154.28,0,0,0,1,1,1
2019,00-0032211,Tyler Lockett,WR,fantasy_points,15,153.20000000000002,0,0,0,1,1,1
2019,00-0031687,Raheem Mostert,RB,fantasy_points,20,153.2,0,0,0,1,1,1
2019,00-0034777,D.J. Chark,WR,fantasy_points,16,152.8,0,0,0,1,1,1
2019,00-0034348,Courtland Sutton,WR,fantasy_points,17,150.42000000000002,0,0,0,1,1,1
2019,00-0031588,Stefon Diggs,WR,fantasy_points,18,149.1,0,0,0,1,1,1
2019,00-0030496,Le'Veon Bell,RB,fantasy_points,21,149,0,0,0,1,1,1
2019,00-0031051,John Brown,WR,fantasy_points,19,147.82000000000002,0,0,0,1,1,1
2019,00-0034764,Michael Gallup,WR,fantasy_points,20,146.70000000000002,0,0,0,1,1,1
2019,00-0035685,David Montgomery,RB,fantasy_points,22,145.4,0,0,0,1,1,1
2019,00-0034827,D.J. Moore,WR,fantasy_points,21,143.5,0,0,0,1,1,1
2019,00-0034753,Mark Andrews,TE,fantasy_points,2,143.20000000000002,1,1,1,1,1,1
2019,00-0031045,Carlos Hyde,RB,fantasy_points,23,143.2,0,0,0,1,1,1
2019,00-0030431,Robert Woods,WR,fantasy_points,22,142.9,0,0,0,1,1,1
2019,00-0034845,Sony Michel,RB,fantasy_points,24,140.6,0,0,0,1,1,1
2019,00-0032144,Melvin Gordon,RB,fantasy_points,25,138.8,0,0,0,0,1,1
2019,00-0031285,Devonta Freeman,RB,fantasy_points,26,138.6,0,0,0,0,1,1
2019,00-0033288,George Kittle,TE,fantasy_points,3,137.5,1,1,1,1,1,1
2019,00-0034816,Ronald Jones,RB,fantasy_points,27,135.3,0,0,0,0,1,1
2019,00-0034837,Calvin Ridley,WR,fantasy_points,23,134,0,0,0,1,1,1
2019,00-0035659,Terry McLaurin,WR,fantasy_points,24,133.9,0,0,0,1,1,1
2019,00-0033009,Tyler Boyd,WR,fantasy_points,25,132.9,0,0,0,0,1,1
2019,00-0035719,Deebo Samuel,WR,fantasy_points,26,132.1,0,0,0,0,1,1
2019,00-0029293,Marvin Jones,WR,fantasy_points,27,131.9,0,0,0,0,1,1
2019,00-0031610,Darren Waller,TE,fantasy_points,4,131,0,1,1,1,1,1
2019,00-0033040,Tyreek Hill,WR,fantasy_points,28,130.3,0,0,0,0,1,1
2019,00-0031062,James White,RB,fantasy_points,28,130.2,0,0,0,0,1,1
2019,00-0025394,Adrian Peterson,RB,fantasy_points,29,130,0,0,0,0,1,1
2019,00-0031381,Davante Adams,WR,fantasy_points,29,129.70000000000002,0,0,0,0,1,1
2019,00-0031235,Odell Beckham,WR,fantasy_points,30,129.3,0,0,0,0,1,1
2019,00-0035640,DK Metcalf,WR,fantasy_points,31,129.1,0,0,0,0,1,1
2019,00-0030061,Zach Ertz,TE,fantasy_points,5,127.60000000000001,0,1,1,1,1,1
2019,00-0027061,Jared Cook,TE,fantasy_points,6,124.5,0,1,1,1,1,1
2019,00-0027685,Emmanuel Sanders,WR,fantasy_points,32,124.30000000000001,0,0,0,0,1,1
2019,00-0030513,Latavius Murray,RB,fantasy_points,30,123.2,0,0,0,0,1,1
2019,00-0035535,Darius Slayton,WR,fantasy_points,33,122,0,0,0,0,1,1
2019,00-0031941,Jamison Crowder,WR,fantasy_points,34,119.7,0,0,0,0,1,1
2019,00-0035250,Devin Singletary,RB,fantasy_points,31,118.9,0,0,0,0,1,1
2019,00-0029000,Cole Beasley,WR,fantasy_points,35,117.80000000000001,0,0,0,0,1,1
2019,00-0033282,Curtis Samuel,WR,fantasy_points,36,117.7,0,0,0,0,1,1
2019,00-0032392,Austin Hooper,TE,fantasy_points,7,116.7,0,0,1,1,1,1
2019,00-0032058,Tevin Coleman,RB,fantasy_points,32,114.4,0,0,0,0,1,1
2019,00-0033536,Mike Williams,WR,fantasy_points,37,112.30000000000001,0,0,0,0,0,1
2019,00-0033553,James Conner,RB,fantasy_points,33,111.5,0,0,0,0,1,1
2019,00-0030874,Damien Williams,RB,fantasy_points,34,111.10000000000001,0,0,0,0,1,1
2019,00-0032688,Robby Anderson,WR,fantasy_points,38,110.3,0,0,0,0,0,1
2019,00-0032257,Duke Johnson,RB,fantasy_points,35,110,0,0,0,0,1,1
2019,00-0032128,Chris Conley,WR,fantasy_points,39,109.5,0,0,0,0,0,1
2019,00-0034771,Mason Rudolph,QB,fantasy_points,30,108.8,0,0,0,0,1,1
2019,00-0033948,Jamaal Williams,RB,fantasy_points,36,107.3,0,0,0,0,1,1
2019,00-0035216,Diontae Johnson,WR,fantasy_points,40,106.10000000000001,0,0,0,0,0,1
2019,00-0032187,David Johnson,RB,fantasy_points,37,105.50000000000001,0,0,0,0,0,1
2019,00-0028986,Case Keenum,QB,fantasy_points,31,103.48,0,0,0,0,1,1
2019,00-0027891,Golden Tate,WR,fantasy_points,41,103.2,0,0,0,0,0,1
2019,00-0022921,Larry Fitzgerald,WR,fantasy_points,42,102.4,0,0,0,0,0,1
2019,00-0032054,Breshad Perriman,WR,fantasy_points,43,102.10000000000001,0,0,0,0,0,1
2019,00-0032780,Jordan Howard,RB,fantasy_points,38,101.4,0,0,0,0,0,1
2019,00-0032160,Tyrell Williams,WR,fantasy_points,44,101.10000000000001,0,0,0,0,0,1
2019,00-0032741,Peyton Barber,RB,fantasy_points,39,100.5,0,0,0,0,0,1
2019,00-0035662,Marquise Brown,WR,fantasy_points,45,100.4,0,0,0,0,0,1
2019,00-0034775,Christian Kirk,WR,fantasy_points,46,100.2,0,0,0,0,0,1
2019,00-0028002,Randall Cobb,WR,fantasy_points,47,99.9,0,0,0,0,0,1
2019,00-0034838,Royce Freeman,RB,fantasy_points,40,99.2,0,0,0,0,0,1
2019,00-0035140,Mecole Hardman,WR,fantasy_points,48,97.5,0,0,0,0,0,1
2019,00-0033090,Hunter Henry,TE,fantasy_points,8,95.2,0,0,1,1,1,1
2019,00-0033251,Zach Pascal,WR,fantasy_points,49,94.30000000000001,0,0,0,0,0,0
2019,00-0033110,Tyler Higbee,TE,fantasy_points,9,91.4,0,0,1,1,1,1
2019,00-0033839,Dede Westbrook,WR,fantasy_points,50,90.7,0,0,0,0,0,0
2019,00-0027029,LeSean McCoy,RB,fantasy_points,41,90.60000000000001,0,0,0,0,0,1
2019,00-0031237,Teddy Bridgewater,QB,fantasy_points,32,90.46000000000001,0,0,0,0,1,1
2019,00-0034676,James Washington,WR,fantasy_points,51,89.5,0,0,0,0,0,0
2019,00-0034351,Dallas Goedert,TE,fantasy_points,10,86.7,0,0,1,1,1,1
2019,00-0031325,Sammy Watkins,WR,fantasy_points,52,86.5,0,0,0,0,0,0
2019,00-0032940,DeAndre Washington,RB,fantasy_points,42,85.9,0,0,0,0,0,1
2019,00-0034184,Gus Edwards,RB,fantasy_points,43,85.60000000000001,0,0,0,0,0,1
2019,00-0032268,Marcus Mariota,QB,fantasy_points,33,85.02,0,0,0,0,1,1
2019,00-0033127,Will Fuller,WR,fantasy_points,53,85,0,0,0,0,0,0
