season,player_id,player_display_name,position,category,rank,points,finish_3,finish_6,finish_12,finish_24,finish_36,finish_48
2010,00-0026796,Arian Foster,RB,fantasy_points,1,326,1,1,1,1,1,1
2010,00-0020245,Mike Vick,QB,fantasy_points,1,310.32,1,1,1,1,1,1
2010,00-0023459,Aaron Rodgers,QB,fantasy_points,2,304.48,1,1,1,1,1,1
2010,00-0019596,Tom Brady,QB,fantasy_points,3,299,1,1,1,1,1,1
2010,00-0010346,Peyton Manning,QB,fantasy_points,4,285.8,0,1,1,1,1,1
2010,00-0022942,Philip Rivers,QB,fantasy_points,5,281.6,0,1,1,1,1,1
2010,00-0020531,Drew Brees,QB,fantasy_points,6,269.2,0,1,1,1,1,1
2010,00-0026993,Josh Freeman,QB,fantasy_points,7,258.44,0,0,1,1,1,1
2010,00-0026143,Matt Ryan,QB,fantasy_points,8,252.4,0,0,1,1,1,1
2010,00-0022787,Matt Schaub,QB,fantasy_points,9,245.6,0,0,1,1,1,1
2010,00-0025394,Adrian Peterson,RB,fantasy_points,2,239.9,1,1,1,1,1,1
2010,00-0026213,Jamaal Charles,RB,fantasy_points,3,237.50000000000003,1,1,1,1,1,1
2010,00-0026367,Peyton Hillis,RB,fantasy_points,4,233.92000000000002,0,1,1,1,1,1
2010,00-0026158,Joe Flacco,QB,fantasy_points,10,231.28,0,0,1,1,1,1
2010,00-0022803,Eli Manning,QB,fantasy_points,11,231.08,0,0,1,1,1,1
2010,00-0023662,Matt Cassel,QB,fantasy_points,12,229.14000000000001,0,0,1,1,1,1
2010,00-0026164,Chris Johnson,RB,fantasy_points,5,228.9,0,1,1,1,1,1
2010,00-0021429,Carson Palmer,QB,fantasy_points,13,223.8,0,0,0,1,1,1
2010,00-0021231,David Garrard,QB,fantasy_points,14,221.26,0,0,0,1,1,1
2010,00-0026144,Darren McFadden,RB,fantasy_points,6,220.4,0,1,1,1,1,1
2010,00-0027029,LeSean McCoy,RB,fantasy_points,7,219.20000000000002,0,0,1,1,1,1
2010,00-0026163,Rashard Mendenhall,RB,fantasy_points,8,218,0,0,1,1,1,1
2010,00-0026184,Matt Forte,RB,fantasy_points,9,213.60000000000002,0,0,1,1,1,1
2010,00-0022821,Michael Turner,RB,fantasy_points,10,213.6,0,0,1,1,1,1
