"mfl_id","player_name","pfr_id","gsis_id","team"
"15924","Derion Kendrick",NA,NA,"LAR"
"15925","John FitzPatrick",NA,"00-0037306","ATL"
"15926","JaSir Taylor",NA,NA,"LAC"
"15928","James Houston",NA,"00-0037310","DET"
"15929","Ko Kieft",NA,"00-0037311","TBB"
"15930","Chance Campbell",NA,"00-0037312","TEN"
"15931","Kalia Davis",NA,NA,"SFO"
"15932","Tariq Castro-Fields",NA,NA,"WAS"
"15933","Montaric Brown",NA,NA,"JAC"
"15934","Isaiah Thomas",NA,NA,"CLE"
"15936","Mark Robinson",NA,"00-0037316","PIT"
"15937","Nick Muse",NA,"00-0037317","MIN"
"15938","Tariq Carpenter",NA,NA,"GBP"
"15939","Baylon Spector",NA,"00-0037318","BUF"
"15940","Faion Hicks",NA,NA,"DEN"
"15941","Dareke Young",NA,"00-0037093","SEA"
"15942","Jonathan Ford",NA,NA,"GBP"
"15943","Daniel Hardy",NA,"00-0037843","LAR"
"15944","Deane Leonard",NA,NA,"LAC"
"15945","Chase Lucas",NA,NA,"DET"
"15946","Rodney Thomas",NA,NA,"IND"
"15947","Christian Holmes",NA,NA,"WAS"
"15949","Kalon Barnes",NA,NA,"MIN"
"15950","Jaylen Watson",NA,NA,"KCC"
"15951","Christian Matthew",NA,NA,"ARI"
"15953","Brittain Brown",NA,"00-0037329","LVR"
"15954","Jeffrey Gunter",NA,NA,"CIN"
"15955","Russ Yeast",NA,NA,"LAR"
"15956","Elijah Hicks",NA,NA,"CHI"
"15958","Jesse Luketa",NA,"00-0037330","ARI"
"15959","Nazeeh Johnson",NA,NA,"KCC"
"15960","Zander Horvath",NA,"00-0037331","LAC"
"15965","Julius Chestnut",NA,"00-0037594","TEN"
"15968","Gerrit Prince",NA,"00-0037233","JAC"
"15970","Lucas Krull",NA,"00-0037539","NOS"
"15971","Jerreth Sterns",NA,"00-0037486","FA"
"15972","Jordan Mason",NA,"00-0037525","SFO"
"15973","Raheem Blackshear",NA,"00-0037429","CAR"
"15975","Jack Sanborn",NA,"00-0037109","CHI"
"15977","Deven Thompkins",NA,"00-0037487","TBB"
"15981","KaVontae Turpin",NA,"00-0037801","DAL"
"15982","Darien Butler",NA,"00-0037503","LVR"
"15983","Dennis Houston",NA,"00-0037570","DAL"
"15985","Markquese Bell",NA,NA,"DAL"
"15987","Brandon Johnson",NA,"00-0037382","DEN"
"15988","Shemar Bridges",NA,"00-0037174","BAL"
"15989","Josh Jobe",NA,NA,"PHI"
"15990","Armani Rogers",NA,"00-0037168","WAS"
"15991","Tanner Conner",NA,NA,"MIA"
"15993","Lance McCutcheon",NA,"00-0037055","LAR"
"15994","Sterling Weatherford",NA,"00-0037406","FA"
"15995","DJ Turner",NA,"00-0036527","LVR"
"15996","Jalen Virgil",NA,"00-0037387","DEN"
"16000","Peyton Hendershot",NA,"00-0037569","DAL"
"16001","Jared Bernhardt",NA,"00-0037580","FA"
"16003","Luiji Vilain",NA,"00-0037499","MIN"
"16004","Luke Masterson",NA,"00-0037517","LVR"
"16005","Tim Jones",NA,"00-0036497","JAC"
"16006","Olakunle Fatukasi",NA,"00-0037481","NEP"
"16007","Kurt Hinish",NA,NA,"HOU"
"16008","Josh Ross",NA,"00-0037184","BAL"
"16009","Jack Gibbens",NA,"00-0037596","TEN"
"16012","Dee Alford",NA,NA,"ATL"
"16013","Nate Landman",NA,"00-0037587","ATL"
"16014","Tony Adams",NA,NA,"NYJ"
"16015","Kendric Pryor",NA,"00-0037422","JAC"
"16016","Kader Kohou",NA,NA,"MIA"
"16017","Jake Hummel",NA,"00-0037633","LAR"
"16018","Reed Blankenship",NA,NA,"PHI"
"16019","Jake Hansen",NA,"00-0037457","HOU"
"16021","DaMarcus Mitchell",NA,NA,"NEP"
"16022","Anthony Brown",NA,"00-0037175","BAL"
"16023","DAnthony Bell",NA,NA,"CLE"
"16024","Timmy Horne",NA,NA,"ATL"
"16025","Troy Hairston",NA,"00-0037456","HOU"
"16026","Jaylon Jones",NA,NA,"CHI"
"16029","Tre Avery",NA,NA,"TEN"
"16030","Tomon Fox",NA,"00-0037447","NYG"
"16036","Jake Tonges",NA,"00-0037112","CHI"
"16037","Andre Baccellia",NA,"00-0035876","ARI"
"16045","Brenden Schooler",NA,NA,"NEP"
"16046","Marquan McCall",NA,NA,"CAR"
"16049","Donovan Jeter",NA,NA,"NYG"
"16050","Raleigh Webb",NA,"00-0037185","NEP"
"16052","Sam Webb",NA,NA,"LVR"
"16054","Josh Blackwell",NA,NA,"CHI"
"16055","Kingsley Jonathan",NA,NA,"BUF"
"16058","Malik Herring",NA,"00-0036682","KCC"
"16063","Marcelino McCrary-Ball",NA,NA,"SFO"
"16064","Dallis Flowers",NA,NA,"IND"
"16066","Maurice Alexander",NA,"00-0037708","DET"
"16072","Jack Cochrane",NA,"00-0037208","KCC"
"16075","Joey Blount",NA,NA,"SEA"
"16077","Sam Okuayinonu",NA,NA,"TEN"
"16080","Rashid Shaheed",NA,"00-0037545","NOS"
"16087","Ryder Anderson",NA,NA,"NYG"
"16088","DeShaan Dixon",NA,NA,"JAC"
"16091","Ben Stille",NA,NA,"ARI"
"16093","Dre Miller",NA,NA,"GBP"
"16096","Stanley Berryhill",NA,"00-0037581","FA"
"16097","Kyric McGowan",NA,"00-0037172","WAS"
"16099","Chandler Wooten",NA,"00-0037560","CAR"
"16102","Isaiah Pola-Mao",NA,NA,"LVR"
"16113","Stone Smartt",NA,"00-0037475","LAC"
"16114","Vi Jones",NA,"00-0037153","SEA"
"16116","Zyon Gilbert",NA,NA,"NYG"
"16120","Austin Trammell",NA,"00-0036841","LAR"
"16121","Keir Thomas",NA,"00-0037057","LAR"
"16122","Nolan Turner",NA,NA,"TBB"
"16125","Daylen Baldwin",NA,"00-0038147","FA"
"16131","Christopher Hinton",NA,NA,"LAC"
"16132","Raheem Layne",NA,NA,"LAC"
"16141","Josh Ali",NA,NA,"ATL"
"16148","Bryce Young",NA,NA,"CAR"
"16149","Will Levis",NA,NA,"TEN"
"16150","CJ Stroud",NA,NA,"HOU"
"16151","Hendon Hooker",NA,NA,"DET"
"16152","Anthony Richardson",NA,NA,"IND"
"16153","Stetson Bennett",NA,NA,"LAR"
"16154","Jaren Hall",NA,NA,"MIN"
"16155","Max Duggan",NA,NA,"LAC"
"16156","Jake Haener",NA,NA,"NOS"
"16157","Malik Cunningham",NA,NA,"NEP"
"16158","Dorian Thompson-Robinson",NA,NA,"CLE"
"16159","Aidan OConnell",NA,NA,"LVR"
"16160","Clayton Tune",NA,NA,"ARI"
"16161","Bijan Robinson",NA,NA,"ATL"
"16162","Jahmyr Gibbs",NA,NA,"DET"
"16163","Zach Evans",NA,NA,"LAR"
"16164","Tank Bigsby",NA,NA,"JAC"
"16165","Tyjae Spears",NA,NA,"TEN"
"16166","Sean Tucker",NA,NA,"TBB"
"16167","Devon Achane",NA,NA,"MIA"
"16168","Israel Abanikanda",NA,NA,"NYJ"
"16169","Zach Charbonnet",NA,NA,"SEA"
"16170","Kenny McIntosh",NA,NA,"SEA"
"16171","Kendre Miller",NA,NA,"NOS"
"16172","Mohamed Ibrahim",NA,NA,"DET"
"16173","Eric Gray",NA,NA,"NYG"
"16174","Chris Rodriguez",NA,NA,"WAS"
"16175","Roschon Johnson",NA,NA,"CHI"
"16176","Deuce Vaughn",NA,NA,"DAL"
"16177","Travis Dye",NA,NA,"NYJ"
"16178","Keaton Mitchell",NA,NA,"BAL"
"16179","DeWayne McBride",NA,NA,"MIN"
"16180","Evan Hull",NA,NA,"IND"
"16181","Chase Brown",NA,NA,"CIN"
"16182","Camerun Peoples",NA,NA,"CAR"
"16183","Jalin Hyatt",NA,NA,"NYG"
"16184","Jayden Reed",NA,NA,"GBP"
"16185","Jaxon Smith-Njigba",NA,NA,"SEA"
"16186","Jordan Addison",NA,NA,"MIN"
"16187","Josh Downs",NA,NA,"IND"
"16188","Quentin Johnston",NA,NA,"LAC"
"16189","Marvin Mims",NA,NA,"DEN"
"16190","Zay Flowers",NA,NA,"BAL"
"16191","Cedric Tillman",NA,NA,"CLE"
"16192","Parker Washington",NA,NA,"JAC"
"16193","Kayshon Boutte",NA,NA,"NEP"
"16194","Rashee Rice",NA,NA,"KCC"
"16195","Dontayvion Wicks",NA,NA,"GBP"
"16196","AT Perry",NA,NA,"NOS"
"16197","Jonathan Mingo",NA,NA,"CAR"
"16198","Rakim Jarrett",NA,NA,"TBB"
"16199","Trey Palmer",NA,NA,"TBB"
"16200","Dontay Demus",NA,NA,"BAL"
"16201","Xavier Hutchinson",NA,NA,"HOU"
"16202","Ronnie Bell",NA,NA,"SFO"
"16203","Charlie Jones",NA,NA,"CIN"
"16204","Nathaniel Dell",NA,NA,"HOU"
"16205","Tyler Scott",NA,NA,"CHI"
"16206","Michael Wilson",NA,NA,"ARI"
"16207","Andrei Iosivas",NA,NA,"CIN"
"16208","CJ Johnson",NA,NA,"FA"
"16209","Jadon Haselwood",NA,NA,"FA"
"16210","Justin Shorter",NA,NA,"BUF"
"16211","Puka Nacua",NA,NA,"LAR"
"16212","Michael Mayer",NA,NA,"LVR"
"16213","Dalton Kincaid",NA,NA,"BUF"
"16214","Sam LaPorta",NA,NA,"DET"
"16215","Luke Musgrave",NA,NA,"GBP"
"16216","Darnell Washington",NA,NA,"PIT"
"16217","Cameron Latu",NA,NA,"SFO"
"16218","Payne Durham",NA,NA,"TBB"
"16219","Davis Allen",NA,NA,"LAR"
"16220","Will Mallory",NA,NA,"IND"
"16221","Luke Schoonmaker",NA,NA,"DAL"
"16222","Tucker Kraft",NA,NA,"GBP"
"16223","Will Anderson",NA,NA,"HOU"
"16224","Myles Murphy",NA,NA,"CIN"
"16225","BJ Ojulari",NA,NA,"ARI"
"16226","Tyree Wilson",NA,NA,"LVR"
"16227","Zach Harrison",NA,NA,"ATL"
"16228","Nolan Smith",NA,NA,"PHI"
"16229","Andre Carter",NA,NA,"MIN"
"16230","Lukas Van Ness",NA,NA,"GBP"
"16231","Drew Sanders",NA,NA,"DEN"
"16232","Mike Morris",NA,NA,"SEA"
"16233","Jalen Carter",NA,NA,"PHI"
"16234","Trenton Simpson",NA,NA,"BAL"
"16235","Derick Hall",NA,NA,"SEA"
"16236","Henry TooToo",NA,NA,"HOU"
"16237","Owen Pappoe",NA,NA,"ARI"
"16238","Noah Sewell",NA,NA,"CHI"
"16239","Jack Campbell",NA,NA,"DET"
"16240","Joey Porter",NA,NA,"PIT"
"16241","Devon Witherspoon",NA,NA,"SEA"
"16242","Kelee Ringo",NA,NA,"PHI"
"16243","Cam Smith",NA,NA,"MIA"
"16244","Brian Branch",NA,NA,"DET"
"16245","Jordan Battle",NA,NA,"CIN"
"16246","Antonio Johnson",NA,NA,"JAC"
"16247","JL Skinner",NA,NA,"DEN"
"16249","Zack Kuntz",NA,NA,"NYJ"
"16250","Joseph Ngata",NA,NA,"PHI"
"16251","Christian Gonzalez",NA,NA,"NEP"
"16252","Will McDonald",NA,NA,"NYJ"
"16253","Emmanuel Forbes",NA,NA,"WAS"
"16254","Calijah Kancey",NA,NA,"TBB"
"16255","Deonte Banks",NA,NA,"NYG"
"16256","Bryan Bresee",NA,NA,"NOS"
"16257","Felix Anudike-Uzomah",NA,NA,"KCC"
"16258","Mazi Smith",NA,NA,"DAL"
"16259","Brodric Martin",NA,NA,"DET"
"16260","Isaiah Foskey",NA,NA,"NOS"
"16261","Julius Brents",NA,NA,"IND"
"16262","Keion White",NA,NA,"NEP"
"16263","Jartavius Martin",NA,NA,"WAS"
"16264","Keeanu Benton",NA,NA,"PIT"
"16265","Gervon Dexter",NA,NA,"CHI"
"16266","Tuli Tuipulotu",NA,NA,"LAC"
"16267","Tyrique Stevenson",NA,NA,"CHI"
"16268","DJ Turner",NA,NA,"CIN"
"16269","Brenton Strange",NA,NA,"JAC"
"16270","Zacch Pickens",NA,NA,"CHI"
"16271","Sydney Brown",NA,NA,"PHI"
"16273","Byron Young",NA,NA,"LVR"
"16274","Garrett Williams",NA,NA,"ARI"
"16275","Marte Mapu",NA,NA,"NEP"
"16276","Byron Young",NA,NA,"LAR"
"16277","DJ Johnson",NA,NA,"CAR"
"16278","YaYa Diaby",NA,NA,"TBB"
"16279","Riley Moss",NA,NA,"DEN"
"16280","Daiyan Henley",NA,NA,"LAC"
"16281","JiAyir Brown",NA,NA,"SFO"
"16282","Kobie Turner",NA,NA,"LAR"
"16283","DeMarvion Overshown",NA,NA,"DAL"
"16284","Dorian Williams",NA,NA,"BUF"
"16285","Siaki Ika",NA,NA,"CLE"
"16287","Tre Tucker",NA,NA,"LVR"
"16288","Mekhi Blackmon",NA,NA,"MIN"
"16289","Jakorian Bennett",NA,NA,"LVR"
"16290","Dylan Horton",NA,NA,"HOU"
"16291","Adetomiwa Adebawore",NA,NA,"IND"
"16293","Clark Phillips",NA,NA,"ATL"
"16294","Colby Wooden",NA,NA,"GBP"
"16295","Chamarri Conner",NA,NA,"KCC"
"16296","Ventrell Miller",NA,NA,"JAC"
"16297","Cameron Young",NA,NA,"SEA"
"16298","Tavius Robinson",NA,NA,"BAL"
"16299","Derius Davis",NA,NA,"LAC"
"16300","Isaiah McGuire",NA,NA,"CLE"
"16301","Viliami Fehoko",NA,NA,"DAL"
"16302","Tyler Lacy",NA,NA,"JAC"
"16303","Nick Herbig",NA,NA,"PIT"
"16304","Jay Ward",NA,NA,"MIN"
"16305","Yasir Abdullah",NA,NA,"JAC"
"16306","KJ Henry",NA,NA,"WAS"
"16307","Darius Rush",NA,NA,"IND"
"16308","Jaquelin Roy",NA,NA,"MIN"
"16309","Cameron Mitchell",NA,NA,"CLE"
"16310","Jammie Robinson",NA,NA,"CAR"
"16311","Jordan Howden",NA,NA,"NOS"
"16312","Josh Whyle",NA,NA,"TEN"
"16313","Sean Clifford",NA,NA,"GBP"
"16314","SirVocea Dennis",NA,NA,"TBB"
"16315","Darrell Luter",NA,NA,"SFO"
"16316","Kyu Blu Kelly",NA,NA,"BAL"
"16317","Daniel Scott",NA,NA,"IND"
"16318","Nick Hampton",NA,NA,"LAR"
"16319","Terell Smith",NA,NA,"CHI"
"16320","BJ Thompson",NA,NA,"KCC"
"16321","Christopher Smith",NA,NA,"LVR"
"16322","Robert Beal",NA,NA,"SFO"
"16323","Eric Scott",NA,NA,"DAL"
"16324","Karl Brooks",NA,NA,"GBP"
"16325","KeiTrel Clark",NA,NA,"ARI"
"16326","Josh Hayes",NA,NA,"TBB"
"16327","TreVius Hodges-Tomlinson",NA,NA,"LAR"
"16328","Zaire Barnes",NA,NA,"NYJ"
"16329","Ochaun Mathis",NA,NA,"LAR"
"16331","Keondre Coburn",NA,NA,"KCC"
"16332","Jose Ramirez",NA,NA,"TBB"
"16333","Elijah Higgins",NA,NA,"MIA"
"16334","Jerrick Reed",NA,NA,"SEA"
"16335","Scott Matlock",NA,NA,"LAC"
"16336","Christian Braswell",NA,NA,"JAC"
"16337","Amari Burney",NA,NA,"LVR"
"16338","Jarrick Bernard-Converse",NA,NA,"NYJ"
"16340","Erick Hallett",NA,NA,"JAC"
"16341","Tre Hawkins",NA,NA,"NYG"
"16342","Demario Douglas",NA,NA,"NEP"
"16343","Titus Leo",NA,NA,"IND"
"16344","Dante Stills",NA,NA,"ARI"
"16345","Ameer Speed",NA,NA,"NEP"
"16346","Dee Winters",NA,NA,"SFO"
"16348","Travis Bell",NA,NA,"CHI"
"16349","Antoine Green",NA,NA,"DET"
"16350","Jaylon Jones",NA,NA,"IND"
"16352","DeMarcco Hellams",NA,NA,"ATL"
"16353","Raymond Vohasek",NA,NA,"JAC"
"16354","Colton Dowell",NA,NA,"TEN"
"16355","Nesta Jade Silvera",NA,NA,"LVR"
"16356","Carrington Valentine",NA,NA,"GBP"
"16357","Andre Jones",NA,NA,"WAS"
"16358","Jason Taylor",NA,NA,"LAR"
"16359","Lew Nichols",NA,NA,"GBP"
"16360","Derek Parish",NA,NA,"JAC"
"16361","Cory Trice",NA,NA,"PIT"
"16362","Anthony Johnson",NA,NA,"GBP"
"16363","Jordon Riley",NA,NA,"NYG"
"16364","Jalen Brooks",NA,NA,"DAL"
"16365","Isaiah Bolden",NA,NA,"NEP"
"16366","DJ Ivey",NA,NA,"CIN"
"16367","Brayden Willis",NA,NA,"SFO"
"16368","Brandon Hill",NA,NA,"HOU"
"16369","Moro Ojomo",NA,NA,"PHI"
"16370","Nic Jones",NA,NA,"KCC"
"16371","Alex Austin",NA,NA,"BUF"
"16372","Gervarrius Owens",NA,NA,"NYG"
"16373","Jalen Graham",NA,NA,"SFO"
"16374","Grant Dubose",NA,NA,"GBP"
"16375","Kendall Williamson",NA,NA,"CHI"
"16376","Desjuan Johnson",NA,NA,"LAR"
"16377","Tiyon Evans",NA,NA,"FA"
"16378","Tanner Morgan",NA,NA,"PIT"
"16379","Bryce Ford-Wheaton",NA,NA,"NYG"
"16380","Deneric Prince",NA,NA,"KCC"
"16382","Isaiah Winstead",NA,NA,"SFO"
"16383","Ivan Pace",NA,NA,"MIN"
"16384","Tyson Bagent",NA,NA,"CHI"
"16385","Emari Demercado",NA,NA,"ARI"
"16386","Xazavian Valladay",NA,NA,"HOU"
"16387","Chris Brooks",NA,NA,"MIA"
"16388","Khalan Laborn",NA,NA,"SFO"
"16389","David Durden",NA,NA,"DAL"
"16390","Jaleel McLaughlin",NA,NA,"DEN"
"16391","Hunter Luepke",NA,NA,"DAL"
"16392","Alfonzo Graham",NA,NA,"PIT"
"16393","Jake Bobo",NA,NA,"SEA"
"16394","Keytaon Thompson",NA,NA,"FA"
"16395","Jalen Moreno-Cropper",NA,NA,"DAL"
"16396","Hassan Hall",NA,NA,"CLE"
"16397","Bumper Pool",NA,NA,"CAR"
"16398","Malik Flowers",NA,NA,"FA"
"16399","Matt Landers",NA,NA,"SEA"
"16400","Noah Gindorff",NA,NA,"SEA"
"16401","Jacob Copeland",NA,NA,"MIN"
"16402","SaRodorick Thompson",NA,NA,"SEA"
"16403","Mitchell Tinsley",NA,NA,"WAS"
"16404","Garett Maag",NA,NA,"MIN"
"16406","Curtis Hodges",NA,NA,"WAS"
"16408","Pokey Wilson",NA,NA,"LAC"
"16409","Elijah Dotson",NA,NA,"LAC"
"16411","Jerrod Clark",NA,NA,"LAC"
"16412","Nathan Rourke",NA,NA,"JAC"
"16413","Malik Heath",NA,NA,"GBP"
"16415","DeAndre Square",NA,NA,"LAR"
"16416","Xavier Gipson",NA,NA,"NYJ"
"16417","Holton Ahlers",NA,NA,"SEA"
"16418","Isaiah Land",NA,NA,"DAL"
"16420","Jeremy Banks",NA,NA,"FA"
"16422","Nikko Remigio",NA,NA,"KCC"
"16423","Jason Brownlee",NA,NA,"NYJ"
"16424","Jordan Mims",NA,NA,"BUF"
"16425","Julian Hill",NA,NA,"MIA"
"16426","DAnthony Jones",NA,NA,"CHI"
"16427","Mac Hippenhammer",NA,NA,"CIN"
"16428","Xavier Smith",NA,NA,"LAR"
"16429","Dylan Drummond",NA,NA,"DET"
"16430","Jaray Jenkins",NA,NA,"JAC"
"16431","DShawn Jamison",NA,NA,NA
"16432","Emanuel Wilson",NA,NA,NA
