player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Robbie Gould,2607,K,SF,1,0,0,0,,0,0,,28,63.1,0,0,,2,2,100.0,0,0,0,,1,1,100.0,1,1,100.0
Matt Prater,3471,K,ARZ,1,0,0,0,,0,0,,1,64.8,0,0,,4,4,100.0,0,0,0,,1,1,100.0,1,1,100.0
Nick Folk,3794,K,NE,1,0,1,0,0.0,0,0,,19,53.8,0,0,,3,3,100.0,0,1,1,100.0,2,1,50.0,0,0,
Mason Crosby,3809,K,GB,1,0,0,0,,1,0,0.0,12,45.5,0,0,,1,1,100.0,0,1,0,0.0,2,0,0.0,0,0,
Graham Gano,5443,K,NYG,1,0,0,0,,0,0,,21,65.6,0,0,,2,2,100.0,0,3,3,100.0,3,3,100.0,0,0,
Randy Bullock,7154,K,TEN,1,0,0,0,,0,0,,31,64.5,0,0,,4,4,100.0,0,0,0,,0,0,,0,0,
Justin Tucker,7604,K,BLT,1,0,0,0,,0,0,,3,73.9,0,0,,4,4,100.0,0,2,2,100.0,2,2,100.0,0,0,
Dustin Hopkins,7958,K,LAC,1,0,0,0,,0,0,,27,46.8,0,0,,2,1,50.0,0,1,1,100.0,2,2,100.0,1,1,100.0
Brandon McManus,8437,K,DEN,1,0,2,1,50.0,1,1,100.0,10,44.7,0,0,,2,1,50.0,0,0,0,,4,3,75.0,1,1,100.0
Cairo Santos,8932,K,CHI,1,0,1,0,0.0,0,0,,6,72.5,0,0,,3,3,100.0,0,1,1,100.0,3,2,66.7,1,1,100.0
Chris Boswell,8990,K,PIT,1,0,2,2,100.0,1,1,100.0,25,67.4,0,0,,3,2,66.7,0,0,0,,3,3,100.0,0,0,
Ka'imi Fairbairn,11161,K,HST,1,0,0,0,,1,1,100.0,13,63.6,0,0,,0,0,,0,1,1,100.0,3,3,100.0,1,1,100.0
Jake Elliott,11908,K,PHI,1,0,0,0,,0,0,,24,63.9,0,0,,3,3,100.0,0,0,0,,1,1,100.0,1,1,100.0
Zane Gonzalez,11979,K,CAR,1,0,0,0,,1,1,100.0,5,66.3,0,0,,0,0,,0,1,1,100.0,2,2,100.0,0,0,
Harrison Butker,11988,K,KC,1,0,1,1,100.0,0,0,,16,70.9,0,0,,1,1,100.0,0,0,0,,2,2,100.0,1,1,100.0
Younghoe Koo,12042,K,ATL,1,0,0,0,,0,0,,2,64.9,0,0,,3,3,100.0,0,1,1,100.0,2,2,100.0,1,1,100.0
Greg Joseph,22842,K,MIN,1,0,0,0,,0,0,,18,65.4,0,0,,4,4,100.0,0,1,1,100.0,1,1,100.0,0,0,
Daniel Carlson,28121,K,LV,1,0,0,0,,0,0,,23,39.5,0,0,,1,1,100.0,0,1,1,100.0,4,3,75.0,3,2,66.7
Jason Sanders,29578,K,MIA,1,0,0,0,,1,1,100.0,17,65.1,0,0,,2,2,100.0,0,0,0,,1,1,100.0,0,0,
Tyler Bass,33010,K,BUF,1,0,0,0,,1,1,100.0,4,63.0,0,0,,0,0,,0,0,0,,2,2,100.0,1,1,100.0
Chase McLaughlin,33285,K,CLV,1,0,0,0,,1,0,0.0,8,54.6,0,0,,5,5,100.0,0,0,0,,3,2,66.7,2,2,100.0
Matt Ammendola,34039,K,NYJ,1,0,0,0,,0,0,,22,64.5,0,0,,3,3,100.0,0,1,1,100.0,1,1,100.0,0,0,
Michael Badgley,39417,K,IND,1,0,0,0,,0,0,,14,66.8,0,0,,6,6,100.0,0,1,1,100.0,1,1,100.0,0,0,
Matthew Wright,39675,K,JAX,1,0,1,1,100.0,1,0,0.0,15,43.8,0,0,,0,0,,0,1,1,100.0,4,3,75.0,1,1,100.0
Brian Johnson,44869,K,NO,1,0,1,1,100.0,0,0,,20,50.3,0,0,,1,1,100.0,0,1,1,100.0,2,2,100.0,0,0,
Matt Gay,57643,K,LA,1,0,1,1,100.0,0,0,,26,68.6,0,0,,1,1,100.0,0,1,1,100.0,3,3,100.0,1,1,100.0
Evan McPherson,82583,K,CIN,1,0,0,0,,0,0,,7,61.9,0,0,,1,1,100.0,0,0,0,,1,1,100.0,1,1,100.0
