player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,1,0,0,,0,0,3,,64.9,75.4,57.1,67.3,28.7,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,29,29,10,10,1,8,0,0,20,9,0,2,2,0,0,0,0,0,
Malcolm Jenkins,4937,S,NO,1,1,0,80.0,0,0,20,44.4,48.1,78.4,62.1,61.6,38.8,0,0,0,20,22.2,2,0,0,147.9,4,0,30,1,37,74,14,0,0,14,0,19,60,7,30,10,0,6,5,0,1,50,26,12.5
Jason McCourty,5127,S,MIA,1,0,0,66.7,0,0,17,62.2,64.2,74.6,,64.4,54.2,0,0,0,9,25.0,1,1,0,120.8,2,0,14,10,35,58,0,0,0,0,0,27,58,0,23,7,0,3,3,0,1,17,10,8.5
Steve McLendon,5232,DI,TB,1,0,0,,0,0,30,59.5,55.1,75.1,62.2,53.8,67.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,20,20,1,17,0,2,0,0,14,5,0,0,1,0,0,0,0,0,
Ndamukong Suh,5527,DI,TB,1,0,1,,0,0,30,60.1,63.6,77.0,65.3,56.2,69.7,1,1,0,,0.0,0,0,0,0.0,0,1,0,0,1,41,41,0,23,1,17,0,0,28,12,0,3,2,0,3,0,0,0,
Tyson Alualu,5535,DI,PIT,1,0,0,,0,0,25,,70.5,69.7,69.5,59.9,22.4,0,1,0,,100.0,1,0,0,0.0,0,0,0,0,0,4,4,2,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,
Brandon Graham,5538,ED,PHI,1,0,0,,0,0,24,,43.1,76.2,50.9,49.4,22.2,0,0,0,,100.0,2,0,0,0.0,0,0,0,0,0,15,15,0,1,14,0,0,0,9,6,0,0,0,0,0,0,0,0,
Jason Pierre-Paul,5540,ED,TB,1,1,1,,0,0,30,77.8,54.6,1.4,54.8,48.6,76.3,0,1,0,,0.0,0,0,1,0.0,0,0,6,0,9,61,55,0,2,51,2,0,6,37,15,0,1,2,0,1,0,0,0,
Kareem Jackson,5545,S,DEN,1,0,0,0.0,0,0,10,85.5,90.3,82.9,,68.3,62.2,0,0,1,,12.5,1,0,0,0.0,0,0,9,0,41,56,0,0,0,0,0,40,56,0,15,7,2,7,1,0,0,0,0,
Devin McCourty,5552,S,NE,1,0,0,50.0,0,0,19,58.1,61.2,75.9,59.1,68.6,83.2,0,0,1,27,0.0,0,0,0,56.3,1,0,6,1,42,73,0,0,0,0,0,63,73,1,30,3,0,5,2,0,0,27,0,27.0
