player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Corey Peters,5607,DI,ARZ,1,1,0,,0,0,1,59.7,63.8,76.2,53.7,68.3,68.9,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,25,25,10,15,0,0,0,0,11,13,0,1,1,0,0,0,0,0,
Al Woods,5646,DI,SEA,1,0,0,,0,0,29,59.5,53.7,77.3,57.4,55.3,23.3,1,2,0,,50.0,2,0,0,0.0,0,0,0,0,1,40,40,14,26,0,0,0,0,19,20,0,1,2,0,3,0,0,0,
Anthony Levine,6013,S,BLT,1,0,0,100.0,0,0,3,29.0,29.7,73.7,59.6,65.8,74.3,0,0,0,11,0.0,0,0,0,100.0,3,0,10,1,13,19,3,0,0,3,0,0,16,1,5,5,0,2,3,0,0,24,20,8.0
Andrew Sendejo,6118,S,IND,1,0,0,50.0,0,0,14,67.6,74.1,79.1,,74.0,83.7,0,0,0,12,0.0,0,1,0,108.3,1,0,13,1,46,65,1,0,0,1,0,44,64,0,19,6,1,4,2,0,1,12,0,12.0
Von Miller,6154,ED,LA,1,2,0,,0,0,26,75.7,83.6,77.9,72.6,70.4,76.2,1,3,0,,0.0,0,0,0,0.0,0,1,0,0,1,48,46,0,0,46,0,0,2,30,17,2,3,3,0,5,0,0,0,
Patrick Peterson,6157,CB,MIN,1,0,0,57.1,0,0,18,61.9,63.7,78.8,,68.4,79.9,0,0,0,12,0.0,0,1,0,76.5,4,0,4,66,48,72,0,0,0,0,0,0,72,0,24,2,3,6,7,0,0,45,10,11.3
Robert Quinn,6166,ED,CHI,1,0,0,,0,1,6,61.0,65.1,77.0,66.0,57.7,75.2,0,0,0,,0.0,0,0,0,0.0,0,2,0,0,1,49,49,0,0,49,0,0,0,25,23,0,2,2,0,2,0,0,0,
Ryan Kerrigan,6168,ED,PHI,1,0,0,,0,0,24,,54.2,74.9,52.2,60.2,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,15,15,0,0,15,0,0,0,9,6,0,0,0,0,0,0,0,0,
Cameron Jordan,6176,ED,NO,1,0,0,,0,1,20,63.4,78.7,79.8,68.2,78.0,74.8,1,1,0,,0.0,0,0,0,0.0,0,2,0,0,2,57,57,0,0,57,0,0,0,44,11,0,4,3,0,4,0,0,0,
Cameron Heyward,6183,DI,PIT,1,2,0,,0,0,25,60.0,70.0,15.0,72.8,66.6,72.8,0,2,0,,0.0,0,0,1,0.0,0,1,1,0,0,73,72,5,39,14,14,0,1,37,36,0,3,3,0,3,0,0,0,
Justin Houston,6222,ED,BLT,1,0,0,,0,0,3,,67.7,78.4,69.5,57.9,30.3,0,2,0,,25.0,1,0,0,0.0,0,1,0,0,0,38,38,0,0,38,0,0,0,24,14,0,3,3,0,3,0,0,0,
K.J. Wright,6251,LB,LV,1,4,0,100.0,0,0,23,61.3,55.1,76.3,55.8,51.3,56.5,0,0,0,9,11.1,1,0,0,97.9,2,0,37,0,29,56,16,0,0,16,0,0,40,2,25,3,3,4,2,0,0,15,12,7.5
Buster Skrine,6289,CB,TEN,1,2,0,50.0,1,0,31,55.8,59.9,76.7,,74.2,27.4,0,0,0,12,40.0,2,1,1,58.3,3,0,2,33,32,49,0,0,0,0,0,2,49,0,17,12,1,1,6,0,0,21,14,7.0
Lawrence Guy,6385,DI,NE,1,0,0,,0,0,19,,60.1,77.1,56.1,60.2,72.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,33,33,0,19,6,8,0,0,5,28,0,4,5,0,0,0,0,0,
Malcolm Smith,6394,LB,CLV,1,2,0,100.0,0,0,8,28.3,34.7,72.0,60.0,69.5,78.4,0,0,0,17,0.0,0,0,0,118.8,4,0,34,0,17,35,0,0,0,0,0,0,35,1,17,0,2,2,4,0,0,56,22,14.0
Chris Harris Jr.,6457,CB,LAC,1,0,0,83.3,0,0,27,52.2,58.7,76.8,90.4,61.4,38.1,0,2,0,14,28.6,2,0,1,93.1,5,0,4,0,47,64,0,0,0,0,0,0,64,2,15,60,0,5,6,2,0,38,11,7.6
Josh Bynes,6503,LB,BLT,1,2,0,100.0,0,0,3,43.7,69.6,73.8,73.2,84.5,81.2,0,0,0,9,0.0,0,0,0,143.8,2,1,35,0,18,36,0,0,0,0,0,0,36,0,18,1,3,5,2,1,1,18,10,9.0
Mario Addison,6558,ED,BUF,1,1,0,,0,0,4,60.0,65.2,80.9,60.1,64.9,73.0,0,3,0,,25.0,1,0,0,0.0,0,0,2,0,1,41,39,0,0,37,2,0,2,25,15,0,2,2,0,3,0,0,0,
Stephon Gilmore,7016,CB,CAR,1,0,0,80.0,0,0,5,55.2,50.9,0.0,,55.6,78.0,0,0,0,14,0.0,0,0,1,143.8,4,0,0,65,42,68,1,0,0,1,0,0,67,0,26,2,0,3,5,0,2,45,14,11.3
Fletcher Cox,7018,DI,PHI,1,0,0,,0,1,24,,71.7,77.0,90.2,37.5,70.2,2,3,0,,0.0,0,0,0,0.0,0,2,0,0,0,39,39,0,13,4,22,0,0,25,14,0,2,1,0,7,0,0,0,
Michael Brockers,7020,DI,DET,1,2,0,,0,0,11,,53.7,75.4,50.6,59.8,70.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,32,32,0,23,1,8,0,0,21,11,0,0,2,0,0,0,0,0,
Bruce Irvin,7021,ED,CHI,1,1,0,,0,0,6,60.0,59.7,76.8,49.7,66.9,74.5,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,1,32,32,0,0,32,0,0,0,16,15,0,2,3,0,1,0,0,0,
Melvin Ingram III,7024,ED,KC,1,0,0,,0,0,16,,86.4,78.5,66.2,88.0,73.9,0,4,0,,0.0,0,0,0,0.0,0,0,1,0,0,56,55,0,0,55,0,0,1,34,22,0,3,3,0,4,0,0,0,
Chandler Jones,7027,ED,ARZ,1,2,1,100.0,0,0,1,42.6,61.0,3.0,65.4,70.1,76.5,0,2,0,11,0.0,0,0,2,112.5,1,0,0,0,4,56,55,0,0,55,0,0,1,22,30,1,2,4,1,2,0,11,3,11.0
Dont'a Hightower,7030,LB,NE,1,2,0,,0,0,19,61.5,54.2,77.1,51.1,56.8,41.5,0,1,0,,20.0,1,0,0,0.0,0,0,38,0,3,48,10,0,0,10,0,0,38,9,36,0,1,2,0,1,0,0,0,
Bobby Wagner,7050,LB,SEA,1,1,0,77.8,0,0,29,39.0,37.0,77.2,,51.2,31.7,0,0,0,24,25.0,2,0,0,101.4,7,0,53,0,37,66,0,0,0,0,0,0,66,0,29,13,2,5,9,0,0,75,57,10.7
Lavonte David,7060,LB,TB,1,4,0,100.0,0,1,30,83.5,91.8,74.2,75.8,88.9,83.8,0,0,0,5,0.0,0,0,0,83.3,2,1,49,2,30,56,0,0,0,0,0,0,56,0,26,5,5,6,2,1,0,8,4,4.0
Casey Hayward Jr.,7064,CB,LV,1,0,0,100.0,1,0,23,67.0,67.6,77.8,,64.6,75.1,0,0,0,6,0.0,0,0,1,129.9,3,0,1,55,31,56,0,0,0,0,0,0,56,0,25,0,1,2,3,0,1,17,0,5.7
Demario Davis,7079,LB,NO,1,4,0,62.5,0,0,20,66.2,59.0,80.0,63.8,44.4,52.1,0,1,0,11,20.0,2,1,0,68.8,5,0,54,1,46,74,13,0,0,13,0,0,61,8,20,6,2,4,8,1,0,28,21,5.6
Akiem Hicks,7090,DI,CHI,1,0,0,,0,0,6,,90.2,76.9,75.2,84.8,70.9,1,1,0,,0.0,0,0,0,0.0,0,2,1,0,0,34,33,1,16,0,16,0,1,21,13,0,4,2,0,4,0,0,0,
Rodney McLeod,7271,S,PHI,1,1,0,50.0,0,0,24,66.7,66.0,76.0,,55.0,82.9,0,0,0,1,0.0,0,0,0,56.3,1,0,12,0,33,52,0,0,0,0,0,38,52,0,19,2,2,3,2,0,0,1,1,1.0
Julian Stanford,7372,LB,CAR,1,0,0,100.0,0,0,5,43.7,28.3,67.8,,,,0,0,0,28,,0,0,0,118.8,1,0,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,28,16,28.0
Harrison Smith,7641,S,MIN,1,0,0,100.0,0,0,18,67.2,68.7,76.9,52.4,66.1,61.1,0,1,0,8,11.1,1,0,1,84.7,3,0,28,3,46,72,3,0,0,3,0,28,69,2,24,10,5,8,3,1,0,13,8,4.3
Malik Jackson,7647,DI,CLV,1,0,0,,0,0,8,,61.8,76.5,53.9,66.6,69.2,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,38,38,0,20,1,17,0,0,24,14,0,1,1,0,1,0,0,0,
Josh Norman,7649,CB,SF,1,0,0,80.0,0,0,28,58.6,58.9,77.5,68.7,53.2,44.2,0,0,0,49,20.0,1,0,0,116.7,4,0,7,49,38,56,0,0,0,0,0,0,56,1,17,0,0,4,5,0,0,60,6,15.0
Sheldon Richardson,7794,DI,MIN,1,0,0,,0,1,18,,80.4,81.3,49.6,92.0,73.0,2,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,55,55,0,0,52,3,0,0,36,19,0,2,3,0,3,0,0,0,
Star Lotulelei,7795,DI,BUF,1,0,0,,0,0,4,,74.5,75.9,62.8,71.9,69.2,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,22,22,8,11,0,3,0,0,11,11,0,2,1,0,1,0,0,0,
Xavier Rhodes,7806,CB,IND,1,0,0,33.3,0,0,14,64.6,62.2,78.4,,50.3,29.6,0,0,0,10,33.3,1,0,0,43.8,1,0,0,49,34,49,0,0,0,0,0,0,49,0,15,0,1,2,3,0,0,10,0,10.0
Alec Ogletree,7811,LB,CHI,1,1,0,0.0,0,0,6,67.5,62.9,77.0,53.2,58.1,80.6,1,0,0,,0.0,0,0,0,39.6,0,0,52,1,28,64,8,0,0,8,0,2,56,4,32,1,7,7,1,1,0,0,0,
Darius Slay,7817,CB,PHI,1,0,0,71.4,0,0,24,55.6,57.4,77.8,,64.1,77.7,0,0,0,46,0.0,0,1,0,113.7,5,0,1,54,34,55,0,0,0,0,0,0,55,0,21,0,0,4,7,0,0,96,21,19.2
Kevin Minter,7826,LB,TB,1,0,0,,0,0,30,,81.3,69.2,,72.1,73.2,0,0,0,,0.0,0,0,0,0.0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,5,0,1,1,0,0,0,0,0,
Johnathan Hankins,7830,DI,LV,1,1,0,,0,0,23,,42.0,77.8,54.7,43.8,69.6,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,33,33,16,17,0,0,0,0,14,19,0,2,2,0,0,0,0,0,
Jamie Collins Sr.,7833,LB,NE,1,3,0,,0,0,19,92.4,91.5,76.5,56.0,76.9,76.7,0,0,0,,0.0,0,1,0,0.0,0,0,10,0,6,37,27,0,0,27,0,0,10,2,29,0,2,3,0,0,0,0,0,
Margus Hunt,7834,DI,CHI,1,0,0,,0,0,6,,29.3,73.4,68.3,29.3,69.8,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,20,20,7,4,0,9,0,0,4,16,0,2,2,0,1,0,0,0,
Tyrann Mathieu,7850,S,KC,1,1,0,50.0,0,0,16,57.7,52.6,77.7,53.3,47.1,75.8,0,0,0,4,0.0,0,0,0,95.8,1,0,36,5,40,79,4,0,0,4,0,13,75,3,36,21,0,1,2,0,1,4,0,4.0
Logan Ryan,7864,S,NYG,1,2,0,100.0,0,0,21,47.4,54.0,77.4,48.4,78.4,84.8,0,1,0,11,0.0,0,0,0,135.4,4,0,18,1,33,71,5,0,0,5,0,17,66,8,30,30,2,8,4,1,1,28,5,7.0
Shawn Williams,7865,S,ATL,1,0,0,100.0,0,0,2,67.6,70.0,69.6,,64.4,79.4,0,0,0,1,0.0,0,0,0,79.2,1,0,3,2,4,10,0,0,0,0,0,0,10,0,6,5,0,2,1,0,0,1,6,1.0
Duron Harmon,7872,S,ATL,1,1,0,100.0,0,0,2,52.4,55.7,77.7,58.9,68.0,83.5,0,1,0,15,0.0,0,0,0,118.8,1,0,6,0,24,57,0,0,0,0,0,48,57,1,32,3,0,5,1,1,0,15,10,15.0
Brandon Williams,7875,DI,BLT,1,2,0,,0,0,3,,65.6,78.0,59.0,65.3,24.6,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,35,35,21,14,0,0,0,0,18,17,0,0,0,0,0,0,0,0,
Akeem Spence,7882,DI,WAS,1,1,0,,0,0,32,,59.7,70.7,58.0,60.6,67.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,5,5,2,2,0,1,0,0,2,3,0,0,0,0,0,0,0,0,
Alex Okafor,7885,ED,KC,1,0,1,,0,0,16,60.5,71.9,77.7,73.8,61.9,69.6,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,2,22,22,0,0,21,1,0,0,7,13,0,1,1,0,0,0,0,0,
William Gholston,7908,DI,TB,1,1,0,,0,0,30,,67.0,76.8,48.7,70.6,47.1,0,2,0,,14.3,1,0,0,0.0,0,0,0,0,0,40,40,0,24,3,13,0,0,11,29,0,2,5,0,2,0,0,0,
Steven Means,7929,ED,ATL,1,3,0,,0,0,2,63.7,62.4,76.8,51.3,65.8,74.7,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,4,39,38,0,0,38,0,0,1,14,21,0,0,1,0,0,0,0,0,
A.J. Klein,7930,LB,BUF,1,0,0,33.3,0,0,4,90.2,91.8,67.7,,,71.7,0,0,1,8,0.0,0,0,0,2.8,1,0,4,0,5,5,1,0,0,1,0,0,4,0,0,0,0,1,3,0,0,8,4,8.0
Micah Hyde,7941,S,BUF,1,1,0,50.0,0,0,4,62.7,66.4,78.0,73.7,60.7,80.9,0,3,0,6,0.0,0,1,0,56.3,1,0,24,0,37,71,5,0,0,5,0,30,66,6,28,12,0,4,2,3,0,6,1,6.0
Jordan Poyer,8000,S,BUF,1,1,0,33.3,0,0,4,66.6,61.3,75.7,64.4,44.2,47.9,0,1,0,5,20.0,1,0,0,42.4,1,0,27,0,37,71,5,0,0,5,0,28,66,6,28,11,0,3,3,1,0,5,5,5.0
Nick Williams,8006,DI,DET,1,0,1,,0,0,11,60.0,66.2,77.4,60.7,66.2,,0,1,0,,,0,0,0,0.0,0,0,0,0,1,44,44,0,34,0,10,0,0,32,11,0,0,0,0,1,0,0,0,
Lerentee McCray,8159,ED,JAX,1,0,0,,0,0,15,,58.2,69.0,58.7,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,3,3,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,
Benson Mayowa,8196,ED,SEA,1,0,0,,0,0,29,60.0,66.8,74.6,69.3,59.7,,0,0,0,,,0,0,0,0.0,0,0,1,0,1,17,16,0,0,16,0,0,1,3,13,0,0,0,0,0,0,0,0,
Rashaan Melvin,8334,CB,CAR,1,0,0,100.0,0,0,5,46.0,48.0,75.6,58.5,61.5,27.1,0,0,0,20,50.0,1,0,0,153.5,3,0,1,21,16,25,2,0,0,2,0,0,23,1,8,1,0,1,3,0,1,34,4,11.3
Tony Jefferson,8361,S,BLT,1,0,0,0.0,0,0,3,65.9,66.2,74.4,,,,0,0,0,,,0,0,0,39.6,0,0,1,1,9,9,0,0,0,0,0,0,9,0,0,7,0,0,1,0,0,0,0,
Brandon Copeland,8378,ED,ATL,1,0,1,,0,0,2,60.0,49.2,73.7,66.1,44.6,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,15,14,0,0,14,0,0,1,5,9,1,0,0,0,0,0,0,0,
Chris Banjo,8419,S,ARZ,1,0,0,,0,0,1,61.2,62.1,67.6,,60.0,,0,0,0,,,0,0,0,0.0,0,0,1,0,2,3,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,
Mike Purcell,8530,DI,DEN,1,1,0,,0,0,10,,51.2,0.0,55.8,62.8,69.8,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,21,21,3,18,0,0,0,0,7,14,0,2,2,0,0,0,0,0,
Anthony Barr,8644,LB,MIN,1,2,0,100.0,0,0,18,63.6,59.1,77.0,61.0,50.9,47.0,0,1,0,16,16.7,1,0,0,111.1,3,0,51,0,41,72,10,0,0,10,0,5,62,7,24,6,1,3,3,1,0,32,15,10.7
Aaron Donald,8648,DI,LA,1,2,0,,0,0,26,62.1,82.4,78.4,73.9,68.0,71.9,0,5,0,,0.0,0,0,0,0.0,0,1,0,0,0,57,57,0,23,11,23,0,0,36,21,0,3,2,0,6,0,0,0,
Kyle Fuller,8649,CB,DEN,1,0,0,,0,0,10,63.8,64.4,70.4,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,6,4,6,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,
C.J. Mosley,8652,LB,NYJ,1,2,0,80.0,0,0,22,50.3,51.8,83.5,54.2,58.2,52.9,0,0,0,17,13.3,2,0,0,99.2,4,0,69,0,29,72,1,0,0,1,0,0,71,3,40,1,9,11,5,0,0,39,22,9.8
Jimmie Ward,8665,S,SF,1,3,0,0.0,0,0,28,64.8,69.2,78.1,59.1,72.2,83.4,0,0,0,,0.0,0,0,0,39.6,0,0,20,0,39,59,0,0,0,0,0,20,59,1,19,19,1,2,1,0,0,0,0,
Bradley Roby,8666,CB,NO,1,0,0,100.0,0,0,20,69.7,70.0,76.2,,60.9,75.1,0,0,0,8,0.0,0,0,0,93.1,3,0,2,28,28,35,0,0,0,0,0,0,35,0,7,5,1,2,3,0,0,19,5,6.3
Demarcus Lawrence,8669,ED,DAL,1,1,0,,0,1,9,60.0,90.2,0.0,77.1,91.1,54.5,2,1,0,,14.3,1,0,1,0.0,0,0,1,0,0,40,39,0,6,29,4,0,1,28,12,0,5,5,0,3,0,0,0,
Kyle Van Noy,8675,LB,NE,1,2,0,100.0,0,0,19,48.6,56.4,76.8,52.6,63.7,45.0,0,1,0,8,16.7,1,0,0,139.6,1,0,25,0,5,47,22,0,0,22,0,0,25,8,34,0,1,3,1,1,1,8,12,8.0
Justin Ellis,8742,DI,BLT,1,0,0,,0,0,3,,51.7,75.9,53.7,55.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,21,21,13,7,0,1,0,0,14,7,0,0,0,0,0,0,0,0,
DaQuan Jones,8747,DI,CAR,1,0,0,,0,0,5,,67.9,76.9,58.8,67.6,71.7,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,42,42,3,33,0,6,0,0,21,21,0,4,5,0,1,0,0,0,
Anthony Hitchens,8754,LB,KC,1,3,0,100.0,0,0,16,61.8,49.6,75.9,69.5,39.9,67.1,1,0,1,12,11.1,1,0,1,100.0,3,0,62,1,31,68,2,0,0,2,0,0,66,3,34,3,3,5,3,1,1,24,1,8.0
Pierre Desir,8762,CB,TB,1,0,0,50.0,0,0,30,69.6,69.5,73.7,,60.0,23.1,0,0,0,9,100.0,1,1,0,62.5,1,0,3,18,20,22,0,0,0,0,0,0,22,0,2,1,0,0,2,0,0,9,2,9.0
Ricardo Allen,8782,S,CIN,1,0,0,,0,0,7,61.6,61.2,75.6,56.1,60.0,,0,0,0,,,0,0,0,0.0,0,0,3,0,14,18,1,0,0,1,0,13,17,2,2,1,0,0,0,0,0,0,0,
Chris Smith,8794,ED,HST,1,1,0,,0,0,13,,65.9,78.5,53.4,74.1,44.0,1,1,0,,25.0,1,0,0,0.0,0,1,0,0,0,27,27,0,0,26,1,0,0,17,10,0,2,2,0,3,0,0,0,
Devon Kennard,8809,ED,ARZ,1,0,0,,0,0,1,61.4,66.1,76.2,50.8,70.5,,0,1,0,,,0,0,0,0.0,0,0,0,0,3,28,27,0,0,27,0,0,1,8,17,1,0,0,0,1,0,0,0,
T.J. Carrie,8853,CB,IND,1,0,0,100.0,0,0,14,48.5,42.9,66.5,,,72.5,0,0,0,8,0.0,0,0,0,100.0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,8,2,8.0
Shamar Stephen,8854,DI,DEN,1,0,0,,0,0,10,,29.9,74.5,55.1,31.7,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,17,17,0,15,0,2,0,0,7,10,0,0,0,0,1,0,0,0,
Shelby Harris,8869,DI,DEN,1,0,0,,0,0,10,,57.0,75.0,60.4,54.3,68.8,0,2,0,,0.0,0,0,0,0.0,0,1,0,0,0,28,28,0,17,0,11,0,0,19,9,0,2,1,0,3,0,0,0,
Denico Autry,8982,ED,TEN,1,0,0,,0,0,31,61.4,56.3,77.7,53.7,60.0,67.4,0,1,0,,,0,0,0,0.0,0,1,0,0,3,29,29,0,1,19,9,0,0,20,6,0,1,0,0,2,0,0,0,
Shaquil Barrett,9000,ED,TB,1,0,0,,0,0,30,60.0,77.3,77.6,76.1,63.3,,0,5,0,,,0,0,0,0.0,0,0,0,0,1,43,43,0,0,43,0,0,0,23,19,0,0,0,0,5,0,0,0,
Adrian Phillips,9177,S,NE,1,2,0,,0,0,19,53.1,71.2,77.2,,77.1,79.9,0,0,0,,0.0,0,0,0,0.0,0,0,13,2,11,42,21,0,0,21,0,3,21,0,31,3,2,5,0,0,0,0,0,
Daniel Sorensen,9253,S,KC,1,1,1,0.0,0,0,16,79.9,74.5,75.8,76.3,47.4,29.3,0,0,0,,33.3,1,1,0,39.6,0,0,15,1,18,38,10,0,0,10,0,4,28,5,15,8,0,1,1,0,0,0,0,
Mike Pennel,9316,DI,ATL,1,1,0,,0,0,2,,65.5,75.8,55.1,66.1,71.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,26,26,8,11,0,7,0,0,8,18,0,2,4,0,0,0,0,0,
K'Waun Williams,9332,CB,SF,1,0,0,0.0,0,0,28,82.1,81.0,74.0,,61.8,78.6,0,0,0,,0.0,0,0,0,39.6,0,0,7,1,31,39,0,0,0,0,0,0,39,0,8,31,1,2,1,0,0,0,0,
Dante Fowler Jr.,9436,ED,ATL,1,0,0,,0,0,2,,55.4,74.4,57.3,59.2,69.9,1,0,0,,0.0,0,0,0,0.0,0,0,2,0,0,13,11,0,0,11,0,0,2,10,3,0,1,1,0,1,0,0,0,
Leonard Williams,9439,DI,NYG,1,0,0,,0,1,21,64.3,76.6,77.0,62.3,66.8,70.0,1,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,46,46,2,29,2,13,0,0,29,17,0,2,3,0,2,0,0,0,
Trae Waynes,9444,CB,CIN,1,0,0,50.0,0,0,7,44.0,47.4,78.1,,61.7,44.3,0,0,0,25,33.3,1,0,0,112.5,3,0,7,60,41,69,0,0,0,0,0,0,69,0,28,2,1,2,6,0,1,42,-1,14.0
Danny Shelton,9445,DI,NYG,1,0,0,,0,0,21,,59.3,76.0,62.8,56.6,71.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,25,25,18,7,0,0,0,0,13,12,0,2,3,0,0,0,0,0,
Arik Armstead,9450,DI,SF,1,0,0,,0,0,28,,76.7,77.7,76.2,63.7,71.5,1,4,0,,0.0,0,0,0,0.0,0,0,0,0,0,43,43,0,18,3,22,0,0,28,15,0,4,5,0,5,0,0,0,
Bud Dupree,9455,ED,TEN,1,0,0,,0,0,31,60.0,67.8,75.1,60.0,69.8,70.5,0,1,0,,,0,0,0,0.0,0,1,0,0,1,29,29,0,0,29,0,0,0,21,7,0,1,0,0,2,0,0,0,
Shaq Thompson,9458,LB,CAR,1,2,0,40.0,0,0,5,63.2,54.5,77.0,77.7,39.9,40.8,0,2,0,10,20.0,1,0,0,49.6,2,0,62,1,36,70,2,0,0,2,0,0,68,6,28,5,1,2,5,2,0,17,10,8.5
Byron Jones,9460,CB,MIA,1,0,0,25.0,0,0,17,90.2,89.5,77.9,,67.4,76.9,0,0,0,9,0.0,0,2,0,39.6,1,0,4,48,36,57,0,0,0,0,0,0,57,0,21,5,1,3,4,0,0,9,0,9.0
Malcom Brown,9465,DI,JAX,1,2,0,,0,0,15,,78.3,76.6,62.1,75.7,71.1,0,1,0,,0.0,0,0,0,0.0,0,1,0,0,0,35,35,3,30,0,2,0,0,12,23,0,2,2,0,2,0,0,0,
