player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,1,2,0,,0,0,3,60.0,64.8,77.8,49.7,77.3,72.2,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,0,57,56,0,22,1,33,0,1,37,20,0,3,4,0,0,0,0,0,
Matthew Slater,4467,WR,NE,1,0,0,,0,0,19,60.7,70.2,60.0,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Malcolm Jenkins,4937,S,NO,1,0,0,100.0,0,1,20,86.4,79.7,77.7,58.4,40.3,29.6,0,0,0,-6,33.3,1,0,0,79.2,1,0,8,6,37,50,6,0,0,6,0,18,44,2,11,12,1,2,1,0,0,-6,-2,-6.0
Steve McLendon,5232,DI,TB,1,1,0,,0,0,30,63.4,78.4,77.1,64.7,68.6,70.7,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,38,38,4,30,0,4,0,0,27,11,0,3,3,0,2,0,0,0,
Ndamukong Suh,5527,DI,TB,1,0,0,,0,0,30,,33.9,76.4,48.8,36.2,66.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,31,31,0,16,3,12,0,0,22,9,0,0,1,0,0,0,0,0,
Joe Haden,5532,CB,PIT,1,0,0,50.0,0,0,25,68.7,69.3,74.7,,63.4,77.8,0,0,0,0,0.0,0,0,0,56.3,1,0,0,26,21,26,0,0,0,0,0,0,26,0,5,0,1,4,2,0,0,0,1,0.0
Devin McCourty,5552,S,NE,1,2,0,100.0,0,0,19,61.4,62.3,75.9,,61.1,77.6,0,0,0,9,0.0,0,0,0,104.2,1,0,16,1,30,69,0,0,0,0,0,46,69,0,39,5,0,0,1,0,0,9,4,9.0
Jerry Hughes,5556,ED,BUF,1,0,0,,0,0,4,60.0,61.6,77.7,56.8,63.6,26.6,0,3,0,,100.0,2,0,0,0.0,0,1,0,0,0,21,21,0,0,21,0,0,0,13,8,0,1,0,0,4,0,0,0,
Linval Joseph,5571,DI,LAC,1,0,0,,0,0,27,,69.9,75.8,67.0,65.2,28.3,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,32,32,24,7,0,1,0,0,13,19,0,1,2,0,0,0,0,0,
Carlos Dunlap,5579,ED,SEA,1,0,1,,0,0,29,64.1,63.4,80.8,67.9,45.7,72.6,1,2,0,,0.0,0,0,0,0.0,0,2,0,0,5,44,43,0,0,42,1,0,1,28,11,1,3,1,0,5,0,0,0,
Corey Peters,5607,DI,ARZ,1,1,0,,0,0,1,59.9,71.1,76.4,68.2,67.2,70.7,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,1,32,32,1,30,0,1,0,0,13,18,0,1,3,0,1,0,0,0,
Von Miller,6154,ED,LA,1,0,0,,0,0,26,90.2,79.6,78.2,68.6,62.8,39.5,1,2,0,,20.0,1,0,0,0.0,0,1,0,0,2,57,57,0,0,57,0,0,0,33,22,0,5,4,0,4,0,0,0,
Patrick Peterson,6157,CB,MIN,1,1,0,66.7,0,0,18,58.6,60.4,79.5,,67.8,80.6,0,0,1,18,0.0,0,0,1,48.6,4,0,3,78,58,82,0,0,0,0,0,0,82,0,24,1,1,6,6,0,0,44,0,11.0
Robert Quinn,6166,ED,CHI,1,0,0,,0,0,6,62.0,55.6,76.4,58.8,50.8,69.2,0,1,0,,,0,0,0,0.0,0,1,0,0,3,33,32,0,0,32,0,0,1,20,10,1,1,0,0,2,0,0,0,
Ryan Kerrigan,6168,ED,PHI,1,0,0,,0,0,24,,53.8,79.0,52.4,58.2,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,35,35,0,0,35,0,0,0,21,14,0,0,0,0,1,0,0,0,
Cameron Jordan,6176,ED,NO,1,2,2,,0,0,20,60.0,73.8,78.0,71.1,63.2,73.1,0,2,0,,0.0,0,0,0,0.0,0,1,0,0,1,36,36,0,0,34,2,0,0,26,9,0,1,0,0,3,0,0,0,
