player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Everson Griffen,5624,ED,MIN,1,0,0,100.0,0,0,18,59.5,76.0,82.5,70.7,71.5,69.2,0,5,0,5,0.0,0,0,0,87.5,1,0,0,0,3,63,63,0,0,60,3,0,0,47,13,0,1,1,1,5,0,5,2,5.0
Al Woods,5646,DI,SEA,1,1,0,,0,0,29,,44.5,78.1,59.8,41.1,29.9,0,1,0,,25.0,1,0,0,0.0,0,0,0,0,0,48,48,2,28,9,9,0,0,22,26,0,1,2,0,1,0,0,0,
Von Miller,6154,ED,DEN,1,0,0,,0,0,10,60.0,76.7,0.0,76.9,73.3,35.4,1,5,0,,33.3,1,0,1,0.0,0,0,0,0,1,49,48,0,0,48,0,0,1,27,21,1,2,2,0,6,0,0,0,
Patrick Peterson,6157,CB,MIN,1,1,0,42.9,0,0,18,51.9,56.9,78.5,,75.1,76.9,0,0,0,18,0.0,0,0,0,62.2,3,0,3,59,43,62,0,0,0,0,0,0,62,0,19,0,1,2,7,0,0,41,32,13.7
J.J. Watt,6163,DI,ARZ,1,3,1,,0,1,1,60.0,56.1,0.9,67.9,51.3,43.5,1,2,0,,33.3,2,0,1,0.0,0,1,0,0,1,51,51,1,21,15,14,0,0,36,14,0,2,1,0,4,0,0,0,
Robert Quinn,6166,ED,CHI,1,0,0,,0,0,6,60.0,66.8,0.5,72.6,64.3,74.3,0,2,0,,0.0,0,0,1,0.0,0,1,0,0,1,47,47,0,2,45,0,0,0,23,23,0,4,3,0,3,0,0,0,
Ryan Kerrigan,6168,ED,PHI,1,0,0,,0,0,24,,62.2,74.8,53.4,65.7,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,16,16,0,0,11,5,0,0,7,9,0,0,0,0,0,0,0,0,
Jimmy Smith,6179,CB,BLT,1,0,0,0.0,0,0,3,65.9,65.5,71.2,56.2,60.0,75.2,0,0,0,,0.0,0,0,0,39.6,0,0,4,7,7,13,1,0,0,1,0,1,12,2,4,0,0,1,1,0,0,0,0,
Cameron Heyward,6183,DI,PIT,1,1,0,,0,0,25,65.1,90.0,77.8,64.6,87.7,73.0,0,2,0,,0.0,0,0,0,0.0,0,1,0,0,0,58,58,3,33,6,16,0,0,34,24,0,4,6,0,3,0,0,0,
Justin Houston,6222,ED,BLT,1,0,0,,0,0,3,62.1,66.0,77.5,75.1,41.2,72.3,0,3,0,,0.0,0,0,0,0.0,0,1,0,0,3,36,36,0,1,34,1,0,0,26,7,0,2,1,0,4,0,0,0,
K.J. Wright,6251,LB,LV,1,2,0,,0,0,23,65.1,67.3,75.7,,63.8,43.7,0,1,0,,25.0,1,0,0,0.0,0,0,5,0,13,21,13,0,0,13,0,0,8,0,8,3,0,1,0,1,0,0,0,
Richard Sherman,6306,CB,TB,1,0,0,0.0,0,0,30,49.5,49.9,70.3,,60.0,72.5,0,0,0,,0.0,0,0,0,39.6,0,0,0,6,5,6,0,0,0,0,0,0,6,0,1,0,0,1,1,0,0,0,0,
Pernell McPhee,6317,ED,BLT,1,0,0,,0,0,3,,49.9,73.4,59.4,54.1,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,12,12,0,0,11,1,0,0,9,3,0,0,0,0,0,0,0,0,
Lawrence Guy,6385,DI,NE,1,1,0,,0,0,19,,40.4,77.5,56.0,39.4,70.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,43,43,2,18,4,19,0,0,22,21,0,1,2,0,0,0,0,0,
Chris Harris Jr.,6457,CB,LAC,1,0,0,60.0,0,0,27,61.6,60.4,78.1,59.1,56.8,80.6,0,0,0,8,0.0,0,0,0,67.9,3,0,14,2,32,65,2,0,0,2,0,21,63,1,32,26,1,5,5,0,0,19,14,6.3
Josh Bynes,6503,LB,BLT,1,3,0,66.7,0,0,3,72.9,79.9,74.8,58.0,77.4,77.9,0,0,0,8,0.0,0,0,0,78.5,2,0,39,0,30,43,1,0,0,1,0,0,42,2,11,3,1,2,3,0,0,15,9,7.5
Mario Addison,6558,ED,BUF,1,0,0,,0,0,4,60.0,84.7,78.8,82.6,67.1,27.8,0,2,0,,50.0,1,0,0,0.0,0,0,0,0,1,28,28,0,0,28,0,0,0,17,10,0,1,1,0,2,0,0,0,
Fletcher Cox,7018,DI,PHI,1,1,0,,0,0,24,,44.8,78.8,70.1,29.8,69.5,0,3,0,,0.0,0,0,0,0.0,0,0,2,0,0,61,59,0,38,2,19,0,2,34,27,0,1,1,0,3,0,0,0,
Michael Brockers,7020,DI,DET,1,2,0,,0,0,11,59.5,39.8,78.2,54.1,39.7,71.0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,56,56,4,32,8,12,0,0,27,28,0,2,2,0,0,0,0,0,
Melvin Ingram III,7024,ED,PIT,1,0,0,,0,0,25,60.0,68.2,75.4,68.0,59.0,,0,2,0,,,0,0,0,0.0,0,0,3,0,1,17,14,0,0,14,0,0,3,11,5,0,0,0,0,2,0,0,0,
Dont'a Hightower,7030,LB,NE,1,1,0,100.0,0,0,19,48.1,55.3,77.5,56.8,67.1,55.0,1,1,0,23,14.3,1,0,0,147.9,4,0,42,0,25,63,19,0,0,19,0,0,44,15,23,2,3,5,4,2,1,40,20,10.0
Whitney Mercilus,7031,ED,HST,1,1,0,,0,0,13,,65.4,77.9,51.5,70.8,71.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,21,21,0,0,20,1,0,0,9,12,0,1,1,0,0,0,0,0,
Jackrabbit Jenkins,7043,CB,TEN,1,0,0,100.0,0,0,31,58.9,59.9,78.4,,63.8,76.6,0,0,0,29,0.0,0,0,1,158.3,4,0,2,74,56,76,0,0,0,0,0,0,76,0,20,0,2,3,4,0,2,54,4,13.5
Bobby Wagner,7050,LB,SEA,1,5,0,100.0,0,0,29,71.0,80.0,74.4,68.4,76.9,84.4,0,0,0,12,0.0,0,0,0,96.7,5,0,73,0,42,75,0,0,0,0,0,0,75,3,30,2,6,9,5,0,0,36,15,7.2
Casey Hayward Jr.,7064,CB,LV,1,0,0,66.7,0,0,23,59.9,61.5,78.3,,65.4,79.3,0,0,0,18,0.0,0,1,0,91.0,4,0,7,71,58,78,0,0,0,0,0,0,78,0,20,0,3,4,6,0,0,48,14,12.0
Akiem Hicks,7090,DI,CHI,1,1,0,,0,0,6,,66.1,75.7,60.0,65.4,69.1,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,24,24,1,19,0,4,0,0,12,12,0,1,0,0,1,0,0,0,
Danny Trevathan,7177,LB,CHI,1,1,0,,0,0,6,79.2,91.6,71.6,,73.7,78.4,0,0,0,,0.0,0,0,0,0.0,0,0,9,0,5,9,0,0,0,0,0,0,9,0,4,0,1,2,0,0,0,0,0,
Nate Ebner,7193,S,NYG,1,0,0,,0,0,21,60.7,70.3,60.5,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Rodney McLeod,7271,S,PHI,1,0,0,,0,0,24,67.8,73.7,78.4,,69.1,82.8,0,0,0,,0.0,0,0,0,0.0,0,0,16,0,31,54,0,0,0,0,0,37,54,0,23,1,3,4,0,0,0,0,0,
Tashaun Gipson Sr.,7288,S,CHI,1,1,0,100.0,0,0,6,52.8,37.8,72.4,,32.1,27.0,0,0,0,12,37.5,3,0,0,141.0,3,0,19,0,21,40,1,0,0,1,0,16,39,0,19,4,1,4,3,0,1,25,24,8.3
Julian Stanford,7372,LB,CAR,1,0,0,,0,0,5,69.3,60.6,74.6,58.3,50.7,71.4,0,0,0,,0.0,0,0,0,0.0,0,0,32,1,16,35,1,0,0,1,0,0,34,3,16,1,0,1,0,0,0,0,0,
Harrison Smith,7641,S,MIN,1,0,0,,0,0,18,72.1,73.8,77.3,54.2,66.4,84.9,0,0,0,,0.0,0,0,0,0.0,0,0,18,4,49,74,8,0,0,8,0,36,66,5,20,8,1,8,0,0,0,0,0,
Malik Jackson,7647,DI,CLV,1,0,0,,0,0,8,,53.2,77.5,61.5,48.1,23.5,0,3,0,,50.0,1,0,1,0.0,0,0,0,0,0,54,54,0,22,2,30,0,0,31,23,0,1,1,0,3,0,0,0,
Justin Bethel,7654,CB,NE,1,0,0,50.0,0,0,19,58.5,58.5,67.9,,,,0,0,0,11,,0,1,0,66.7,1,0,0,1,4,4,0,0,0,0,0,0,4,0,0,3,0,0,2,0,0,11,0,11.0
Sheldon Richardson,7794,DI,MIN,1,0,0,,0,0,18,,69.3,75.9,66.0,62.4,67.3,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,31,31,4,23,0,4,0,0,28,3,0,0,1,0,2,0,0,0,
Star Lotulelei,7795,DI,BUF,1,1,0,,1,0,4,,36.6,0.0,52.7,48.9,25.0,0,1,0,,33.3,1,0,1,0.0,0,0,0,0,0,30,30,8,20,0,2,0,0,15,15,0,1,1,0,1,0,0,0,
Xavier Rhodes,7806,CB,IND,1,1,0,71.4,0,0,14,56.1,61.0,79.2,,81.5,79.1,0,0,0,18,0.0,0,0,0,86.6,5,0,2,69,47,73,0,0,0,0,0,0,73,0,26,2,1,4,7,0,0,42,11,8.4
Alec Ogletree,7811,LB,CHI,1,1,0,50.0,0,0,6,64.7,29.6,74.3,,26.1,26.3,0,0,0,12,50.0,1,1,0,68.8,1,0,44,0,20,44,0,0,0,0,0,0,44,0,24,0,0,0,2,0,0,12,15,12.0
Darius Slay,7817,CB,PHI,1,1,0,71.4,0,0,24,44.6,48.6,78.5,,68.3,52.9,0,0,0,22,25.0,1,0,1,88.4,5,0,4,70,43,75,0,0,0,0,0,0,75,0,32,1,1,2,7,0,0,45,26,9.0
Kevin Minter,7826,LB,TB,1,1,0,66.7,0,0,30,60.0,56.9,74.1,49.6,60.1,55.7,0,1,0,6,20.0,1,0,0,70.1,2,0,41,1,27,46,2,0,0,2,0,0,44,5,14,2,1,3,3,1,0,3,10,1.5
Jamie Collins Sr.,7833,LB,NE,1,2,0,,0,0,19,64.3,58.1,72.7,72.8,45.8,76.8,0,0,0,,0.0,0,0,0,0.0,0,0,15,0,7,17,0,0,0,0,0,0,17,2,8,2,1,1,0,0,0,0,0,
Robert Alford,7841,CB,ARZ,1,0,0,40.0,0,0,1,78.8,78.0,76.5,,62.0,27.0,0,0,1,11,50.0,1,2,0,49.6,2,0,0,40,29,41,0,0,0,0,0,0,41,0,12,1,0,1,5,0,1,17,12,8.5
Tyrann Mathieu,7850,S,KC,1,2,0,50.0,0,0,16,72.9,76.6,77.0,51.3,73.7,62.3,0,2,0,4,16.7,1,0,0,56.3,1,0,22,1,38,59,2,0,0,2,0,17,57,2,19,17,1,3,2,2,0,4,6,4.0
John Jenkins,7863,DI,MIA,1,0,0,,0,0,17,59.7,56.4,71.0,58.1,60.8,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,7,7,6,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,
Logan Ryan,7864,S,NYG,1,2,0,100.0,0,0,21,40.3,43.8,75.4,73.3,60.5,82.9,0,0,0,16,0.0,0,1,0,144.6,5,0,17,1,30,53,2,0,0,2,0,29,51,1,22,4,0,5,5,0,1,46,22,9.2
Brandon Williams,7875,DI,BLT,1,1,1,,0,0,3,,54.2,76.5,59.5,52.7,69.7,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,27,27,13,14,0,0,0,0,17,10,0,2,2,0,0,0,0,0,
Alex Okafor,7885,ED,KC,1,0,0,,0,0,16,60.4,60.1,78.3,48.1,72.2,73.1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,2,29,29,0,0,26,3,0,0,20,7,0,2,4,0,1,0,0,0,
William Gholston,7908,DI,TB,1,1,0,,0,0,30,,53.3,0.0,67.1,60.7,66.8,0,1,0,,0.0,0,0,1,0.0,0,0,0,0,0,17,17,0,11,1,5,0,0,11,6,0,0,0,0,1,0,0,0,
A.J. Klein,7930,LB,BUF,1,0,0,,0,0,4,60.0,63.0,63.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,3,0,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,
Micah Hyde,7941,S,BUF,1,1,0,100.0,1,0,4,60.0,51.9,76.7,68.3,38.0,49.5,0,0,0,48,20.0,1,0,1,118.8,1,0,13,0,29,53,5,0,0,5,0,25,48,2,22,10,1,3,1,0,0,48,0,48.0
Jordan Poyer,8000,S,BUF,1,1,0,0.0,0,0,4,90.0,85.2,73.9,,38.2,81.7,0,0,1,,0.0,0,0,0,0.0,0,0,20,0,31,53,3,0,0,3,0,27,50,0,22,3,0,3,1,0,0,0,0,
Nick Williams,8006,DI,DET,1,0,0,,0,0,11,,50.2,77.2,50.4,55.3,67.3,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,36,36,3,19,4,10,0,0,23,13,0,0,1,0,1,0,0,0,
Damion Square,8042,DI,LV,1,1,0,,0,0,23,,69.9,78.5,65.6,65.6,70.5,2,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,52,52,12,37,0,3,0,0,36,16,0,1,1,0,4,0,0,0,
A.J. Bouye,8110,CB,CAR,1,0,0,84.6,0,1,5,73.5,65.6,76.7,59.1,39.7,61.5,0,0,0,35,12.5,1,1,0,106.1,11,0,15,22,48,79,1,0,0,1,0,0,78,1,30,41,3,7,13,0,0,123,84,11.2
Lerentee McCray,8159,ED,JAX,1,0,0,,0,0,15,60.6,60.3,69.2,59.1,,,0,0,0,,,0,0,0,0.0,0,0,0,0,2,3,2,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,
Benson Mayowa,8196,ED,SEA,1,0,0,100.0,0,0,29,53.6,61.8,79.3,59.8,67.5,71.6,0,0,0,5,0.0,0,0,0,127.1,1,0,3,0,10,40,33,0,0,33,0,0,7,10,20,4,1,2,1,0,1,5,2,5.0
Rashaan Melvin,8334,CB,CAR,1,0,0,,0,0,5,65.0,65.2,71.3,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,6,8,9,0,0,0,0,0,0,9,0,1,3,0,0,0,0,0,0,0,
Mike Purcell,8530,DI,DEN,1,2,0,,0,0,10,,64.9,76.4,65.7,61.5,28.9,0,0,0,,28.6,2,0,0,0.0,0,0,0,0,0,29,29,19,10,0,0,0,0,10,19,0,2,3,0,0,0,0,0,
Jadeveon Clowney,8636,ED,CLV,1,1,0,0.0,0,0,8,59.1,86.0,81.3,80.4,75.7,73.8,1,2,0,,0.0,0,0,0,39.6,0,1,0,0,1,58,58,0,0,55,3,0,0,30,27,0,2,2,1,4,0,0,0,
Khalil Mack,8640,ED,CHI,1,1,0,,0,0,6,,72.3,79.0,66.5,67.8,47.9,0,2,0,,25.0,1,0,0,0.0,0,1,0,0,0,48,48,0,0,48,0,0,0,24,24,0,2,2,0,3,0,0,0,
Anthony Barr,8644,LB,MIN,1,1,0,40.0,0,0,18,53.4,57.2,77.1,59.8,64.1,72.4,0,1,0,17,0.0,0,1,0,52.9,2,1,60,0,42,74,8,0,0,8,0,0,66,12,20,6,0,0,5,2,0,21,19,10.5
Aaron Donald,8648,DI,LA,1,0,1,,0,0,26,,89.7,77.8,79.6,78.7,28.6,0,3,0,,50.0,1,0,0,0.0,0,1,0,0,0,45,45,1,13,11,20,0,0,33,12,0,1,1,0,4,0,0,0,
Kyle Fuller,8649,CB,DEN,1,0,0,0.0,0,0,10,61.5,62.0,66.5,,,,0,0,0,,,0,0,0,39.6,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,
Kyle Van Noy,8675,LB,NE,1,0,0,100.0,0,0,19,68.0,72.8,79.4,66.3,67.5,33.2,0,3,0,2,33.3,2,0,0,79.2,1,0,42,1,28,71,26,0,0,26,0,0,45,19,24,2,2,4,1,3,0,2,0,2.0
Christian Kirksey,8706,LB,HST,1,1,0,100.0,0,0,13,67.0,55.7,74.6,60.0,48.0,79.9,0,0,0,7,0.0,0,0,0,95.8,1,0,47,0,22,48,0,0,0,0,0,0,48,1,25,1,4,4,1,0,0,7,3,7.0
Terrence Brooks,8714,S,HST,1,0,0,100.0,0,0,13,52.4,49.8,72.0,,60.0,74.8,0,0,0,17,0.0,0,0,0,118.8,1,0,1,0,9,11,3,0,0,3,0,7,8,0,2,0,0,1,1,0,0,17,0,17.0
Bashaud Breeland,8737,CB,MIN,1,0,0,0.0,0,0,18,89.9,88.9,77.6,,65.8,75.1,0,0,1,,0.0,0,0,1,0.0,0,0,1,59,46,61,0,0,0,0,0,1,61,0,15,0,0,1,6,0,0,0,0,
Justin Ellis,8742,DI,BLT,1,0,0,,0,0,3,,45.9,74.6,54.3,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,14,14,7,7,0,0,0,0,13,1,0,0,0,0,0,0,0,0,
Ross Cockrell,8744,CB,TB,1,2,0,100.0,0,0,30,70.8,66.4,76.0,60.0,49.9,39.5,0,0,0,25,25.0,1,1,0,118.8,3,0,7,7,36,51,2,0,0,2,0,0,49,1,14,35,0,1,3,0,0,52,11,17.3
DaQuan Jones,8747,DI,CAR,1,0,0,,0,0,5,,58.3,79.3,59.1,56.8,65.9,1,0,0,,,0,0,0,0.0,0,0,0,0,0,56,56,26,24,0,6,0,0,35,21,0,0,0,0,1,0,0,0,
Anthony Hitchens,8754,LB,KC,1,0,0,50.0,0,0,16,63.6,27.0,0.0,,34.0,,0,0,0,7,,0,0,1,58.3,1,0,11,0,5,11,0,0,0,0,0,0,11,0,6,0,0,0,2,0,0,7,5,7.0
Pierre Desir,8762,CB,TB,1,0,0,,0,0,30,63.8,64.2,72.7,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,6,6,0,0,0,0,0,1,6,0,0,5,0,0,0,0,0,0,0,
Nevin Lawson,8768,CB,JAX,1,0,0,71.4,0,0,15,50.1,52.1,79.4,,64.7,79.5,0,0,1,20,0.0,0,0,0,99.1,5,0,3,62,52,70,0,0,0,0,0,0,70,0,18,5,0,5,7,0,1,63,16,12.6
Brent Urban,8769,DI,DAL,1,1,0,,0,0,9,,61.3,75.0,65.9,57.0,67.4,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,18,18,0,12,1,5,0,0,8,10,0,0,0,0,1,0,0,0,
Ricardo Allen,8782,S,CIN,1,0,0,100.0,0,0,7,56.9,56.3,76.7,60.0,60.0,27.9,0,0,0,14,50.0,1,0,0,118.8,1,0,3,0,19,22,0,0,0,0,0,18,22,1,2,1,0,1,1,0,0,14,11,14.0
Devon Kennard,8809,ED,ARZ,1,1,0,,0,0,1,60.0,82.0,76.1,64.3,80.0,74.5,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,1,34,34,0,0,34,0,0,0,15,18,0,3,3,0,2,0,0,0,
Shamar Stephen,8854,DI,DEN,1,3,0,,0,0,10,,80.5,74.7,57.1,78.0,70.9,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,17,17,1,11,0,5,0,0,5,12,0,1,1,0,0,0,0,0,
Shelby Harris,8869,DI,DEN,1,0,0,,0,0,10,,64.4,76.0,51.8,70.9,68.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,31,31,0,21,2,8,0,0,19,12,0,1,2,0,0,0,0,0,
Terrance Mitchell,8888,CB,HST,1,0,0,75.0,0,0,13,29.8,38.9,77.2,,70.4,76.7,0,0,0,18,0.0,0,0,0,102.1,3,0,2,43,23,48,2,0,0,2,0,0,46,0,25,1,0,3,4,0,0,36,4,12.0
Denico Autry,8982,ED,TEN,1,0,0,,0,0,31,60.1,79.2,79.6,79.7,56.7,,2,5,0,,,0,0,0,0.0,0,0,0,0,2,46,46,2,1,32,11,0,0,34,10,0,0,0,0,7,0,0,0,
Shaquil Barrett,9000,ED,TB,1,0,0,,0,0,30,78.5,69.9,0.0,71.2,58.4,54.2,0,8,0,,20.0,1,0,1,0.0,0,1,0,0,1,37,37,0,0,37,0,0,0,27,9,0,4,4,0,9,0,0,0,
Kerry Hyder,9045,ED,SEA,1,0,0,,0,0,29,,75.1,76.7,65.6,72.1,71.4,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,26,26,0,1,11,14,0,0,20,6,0,2,2,0,1,0,0,0,
Adrian Phillips,9177,S,NE,1,2,0,0.0,0,0,19,69.4,70.1,77.7,55.7,64.8,62.7,0,0,0,,28.6,2,0,0,39.6,0,0,27,1,34,67,22,0,0,22,0,10,45,6,27,7,1,3,1,0,0,0,0,
Daniel Sorensen,9253,S,KC,1,0,0,50.0,0,0,16,57.6,61.0,72.9,65.2,61.2,73.3,0,0,0,7,0.0,0,0,0,58.3,1,0,10,1,13,19,2,0,0,2,0,0,17,3,3,6,0,1,2,0,0,7,3,7.0
Leonard Williams,9439,DI,NYG,1,2,0,,0,0,21,,68.8,84.6,60.4,68.4,36.4,0,1,0,,16.7,1,0,0,0.0,0,2,1,0,0,53,51,6,17,5,23,0,2,31,22,0,3,3,0,3,0,0,0,
Danny Shelton,9445,DI,NYG,1,0,0,,0,0,21,,50.5,74.0,54.4,53.2,69.5,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,19,18,8,10,0,0,0,1,7,12,0,1,2,0,1,0,0,0,
Bud Dupree,9455,ED,TEN,1,0,1,100.0,0,0,31,46.4,52.1,77.9,54.4,62.1,72.0,1,2,0,18,0.0,0,0,0,118.8,1,0,0,0,5,48,48,0,0,48,0,0,0,34,9,0,1,2,1,3,0,18,4,18.0
Malcom Brown,9465,DI,JAX,1,2,0,,0,0,15,60.0,48.4,77.7,56.3,46.5,70.2,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,40,40,11,27,0,2,0,0,27,13,0,2,2,0,2,0,0,0,
Landon Collins,9466,S,WAS,1,1,0,70.0,0,0,32,53.4,54.7,75.0,55.8,64.3,81.5,0,0,0,27,0.0,0,0,0,103.3,7,0,30,2,50,68,0,0,0,0,0,8,68,2,16,28,2,4,10,0,0,103,47,14.7
Mario Edwards Jr.,9468,DI,CHI,1,0,0,,0,0,6,,53.3,0.0,72.2,60.6,,1,1,0,,,0,0,1,0.0,0,0,0,0,0,11,11,1,9,0,1,0,0,9,2,0,0,0,0,2,0,0,0,
Preston Smith,9471,ED,GB,1,0,0,,0,0,12,60.0,48.8,71.5,57.2,53.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,8,7,0,0,7,0,0,1,3,4,1,0,0,0,0,0,0,0,
Eddie Goldman,9472,DI,CHI,1,2,0,,0,0,6,,62.3,75.6,83.7,50.7,69.8,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,27,27,12,15,0,0,0,0,9,18,0,0,1,0,2,0,0,0,
Eric Kendricks,9478,LB,MIN,1,0,0,60.0,0,0,18,71.5,76.3,78.2,67.8,67.3,77.9,0,1,0,41,0.0,0,1,0,135.0,3,1,70,0,47,74,2,0,0,2,0,0,72,7,20,2,3,4,5,2,1,52,9,17.3
Eric Rowe,9480,S,MIA,1,0,0,33.3,0,0,17,60.8,64.9,73.1,,61.9,78.9,0,0,0,7,0.0,0,1,0,42.4,1,0,5,2,18,19,2,0,0,2,0,3,17,0,1,7,1,2,3,0,0,7,2,7.0
Denzel Perryman,9481,LB,LV,1,5,0,80.0,0,0,23,57.8,68.1,75.5,59.4,81.3,68.7,0,0,0,26,7.1,1,0,0,154.6,4,0,60,0,47,68,0,0,0,0,0,0,68,1,20,8,4,8,5,0,1,58,14,14.5
Ronald Darby,9483,CB,DEN,1,1,0,100.0,0,0,10,43.5,47.7,78.3,,68.1,25.9,0,0,0,48,16.7,1,0,0,158.3,5,0,3,51,30,55,0,0,0,0,0,0,55,0,25,1,2,4,5,0,1,113,19,22.6
Jordan Phillips,9485,DI,ARZ,1,1,0,,0,0,1,,80.3,75.0,64.9,77.1,66.8,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,21,21,1,18,0,2,0,0,16,5,0,0,0,0,2,0,0,0,
