player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Linval Joseph,5571,DI,LAC,1,2,0,,1,0,27,,46.5,0.0,87.7,37.4,26.3,0,1,0,,25.0,1,0,1,0.0,0,0,0,0,0,50,50,29,21,0,0,0,0,22,28,0,1,1,0,1,0,0,0,
Carlos Dunlap,5579,ED,SEA,1,0,1,100.0,0,0,29,52.3,60.5,77.3,60.0,71.5,73.0,0,0,0,4,0.0,0,0,0,83.3,1,0,0,0,2,20,19,0,0,18,1,0,1,8,10,1,1,3,1,0,0,4,0,4.0
Corey Peters,5607,DI,ARZ,1,0,0,,0,0,1,,49.5,76.9,59.5,47.8,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,33,33,8,24,0,1,0,0,16,17,0,0,0,0,1,0,0,0,
Everson Griffen,5624,ED,MIN,1,2,0,,0,1,18,60.3,75.9,0.0,90.7,52.1,44.2,1,3,0,,33.3,1,0,2,0.0,0,2,0,0,2,49,49,0,0,44,5,0,0,36,11,0,2,0,0,6,0,0,0,
Al Woods,5646,DI,SEA,1,0,0,,0,0,29,,89.7,76.6,72.3,85.0,68.6,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,43,43,27,13,2,1,0,0,24,19,0,1,1,0,1,0,0,0,
Andrew Sendejo,6118,S,IND,1,1,0,66.7,0,0,14,62.2,57.1,76.0,60.0,44.7,28.7,0,0,0,18,40.0,2,0,0,89.6,2,0,13,1,38,47,2,0,0,2,0,20,45,1,8,11,1,2,3,0,0,23,28,11.5
Von Miller,6154,ED,DEN,1,1,0,,0,0,10,65.4,66.7,79.0,55.6,68.9,75.7,0,2,0,,33.3,1,0,0,0.0,0,0,0,0,2,58,57,0,0,57,0,0,1,25,31,1,0,1,0,2,0,0,0,
Patrick Peterson,6157,CB,MIN,1,1,0,57.1,0,0,18,81.0,79.9,78.2,,64.8,36.5,0,0,0,21,25.0,1,2,0,72.9,4,0,5,62,44,68,0,0,0,0,0,0,68,0,24,1,1,2,7,0,0,39,26,9.8
J.J. Watt,6163,DI,ARZ,1,0,1,,0,0,1,60.1,81.7,79.2,89.1,58.3,27.1,4,2,0,,25.0,1,0,0,0.0,0,0,0,0,1,54,54,2,15,18,19,0,0,31,22,0,3,3,0,6,0,0,0,
Robert Quinn,6166,ED,CHI,1,1,0,,0,0,6,60.6,66.7,80.9,56.3,73.7,72.4,0,0,0,,25.0,1,0,0,0.0,0,0,0,0,1,48,47,0,0,46,1,0,1,33,14,1,1,2,0,0,0,0,0,
Ryan Kerrigan,6168,ED,PHI,1,0,0,,0,0,24,60.0,81.1,75.5,72.1,72.0,69.9,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,1,21,21,0,0,21,0,0,0,9,11,0,1,1,0,2,0,0,0,
Cameron Jordan,6176,ED,NO,1,0,1,,0,0,20,60.0,64.9,81.1,59.3,65.9,72.9,1,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,67,67,0,2,61,4,0,0,43,24,0,3,4,0,3,0,0,0,
Jimmy Smith,6179,CB,BLT,1,0,0,0.0,0,0,3,77.6,78.0,77.0,,53.2,77.3,0,0,0,,0.0,0,0,0,39.6,0,0,1,10,24,34,1,0,0,1,0,14,33,0,10,8,1,1,1,0,0,0,0,
Cameron Heyward,6183,DI,PIT,1,0,2,,0,0,25,,79.3,77.2,73.0,70.0,70.0,0,2,0,,0.0,0,0,0,0.0,0,0,1,0,0,45,44,1,30,3,10,0,1,32,13,0,3,3,0,2,0,0,0,
Jabaal Sheard,6189,ED,MIA,1,1,0,,0,0,17,60.0,46.0,0.0,52.6,67.2,66.8,0,0,0,,0.0,0,0,1,0.0,0,0,1,1,1,13,11,0,4,5,2,0,2,8,4,0,0,0,0,0,0,0,0,
Justin Houston,6222,ED,BLT,1,1,0,100.0,0,0,3,50.8,33.6,0.0,57.2,35.4,29.9,1,1,0,29,25.0,1,0,1,118.8,1,0,0,0,5,44,44,0,0,44,0,0,0,27,12,0,1,2,1,2,0,29,29,29.0
K.J. Wright,6251,LB,LV,1,2,0,,0,0,23,66.8,74.3,75.2,,70.5,78.6,0,0,0,,0.0,0,0,0,0.0,0,0,7,1,8,23,12,0,0,12,0,0,11,0,15,3,2,3,0,0,0,0,0,
Richard Sherman,6306,CB,TB,1,0,0,50.0,0,0,30,51.5,52.3,77.0,58.7,61.0,27.4,0,0,0,3,50.0,3,0,1,56.3,2,0,4,47,45,53,1,0,0,1,0,0,52,1,7,1,2,3,4,0,0,5,1,2.5
Pernell McPhee,6317,ED,BLT,1,1,0,,0,0,3,,65.7,77.4,53.4,71.7,76.1,0,0,0,,0.0,0,0,0,0.0,0,0,6,0,0,31,25,0,6,15,4,0,6,20,11,0,3,5,0,0,0,0,0,
Lawrence Guy,6385,DI,NE,1,0,0,,0,0,19,,71.1,76.6,61.9,69.0,71.0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,29,29,0,23,4,2,0,0,14,15,0,1,3,0,1,0,0,0,
Malcolm Smith,6394,LB,CLV,1,0,0,100.0,0,0,8,60.0,27.1,64.5,,51.1,71.4,0,0,0,18,0.0,0,0,0,118.8,1,0,3,0,1,3,0,0,0,0,0,0,3,0,2,0,1,1,1,0,0,18,22,18.0
Chris Harris Jr.,6457,CB,LAC,1,1,0,50.0,0,0,27,74.0,76.9,73.4,,69.5,77.1,0,0,0,6,0.0,0,0,0,56.3,1,0,9,1,23,34,0,0,0,0,0,1,34,0,11,23,0,1,2,0,0,6,1,6.0
Mario Addison,6558,ED,BUF,1,0,0,,0,0,4,61.0,56.1,78.5,52.1,62.0,71.2,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,1,28,28,0,0,28,0,0,0,24,3,0,0,2,0,2,0,0,0,
Fletcher Cox,7018,DI,PHI,1,0,0,,0,0,24,,76.8,78.4,75.3,64.4,68.7,1,4,0,,0.0,0,0,0,0.0,0,1,0,0,0,51,51,2,43,0,6,0,0,34,17,0,2,1,0,6,0,0,0,
Michael Brockers,7020,DI,DET,1,1,0,,0,0,11,,48.8,78.6,58.4,47.1,68.1,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,48,48,4,23,15,6,0,0,22,26,0,0,0,0,1,0,0,0,
Melvin Ingram III,7024,ED,PIT,1,1,0,,0,0,25,61.5,54.9,76.6,51.9,61.5,70.5,0,1,0,,0.0,0,0,0,0.0,0,0,3,0,2,36,31,0,0,31,0,0,5,26,8,2,0,0,0,1,0,0,0,
Chandler Jones,7027,ED,ARZ,1,0,0,100.0,0,0,1,39.1,36.5,0.0,65.7,40.6,,1,2,0,18,,0,0,1,118.8,1,0,0,1,3,46,45,0,0,45,0,0,1,28,15,0,0,0,1,3,0,18,14,18.0
Dont'a Hightower,7030,LB,NE,1,2,0,,0,0,19,68.9,78.7,77.5,51.3,83.6,78.4,0,1,0,,0.0,0,0,0,0.0,0,0,22,0,14,38,14,0,0,14,0,0,24,9,15,2,4,4,0,1,0,0,0,
Whitney Mercilus,7031,ED,HST,1,1,0,,0,0,13,,52.2,79.3,62.0,47.7,24.3,0,1,0,,50.0,1,0,0,0.0,0,0,0,0,0,30,30,0,0,30,0,0,0,14,16,0,0,0,0,1,0,0,0,
Jackrabbit Jenkins,7043,CB,TEN,1,0,0,50.0,0,0,31,88.8,87.1,77.3,,69.1,37.2,0,0,0,7,25.0,1,0,0,58.3,1,0,7,61,42,70,0,0,0,0,0,0,70,0,28,2,0,3,2,0,0,7,2,7.0
Bobby Wagner,7050,LB,SEA,1,3,0,75.0,0,0,29,57.6,57.9,75.1,81.9,52.0,59.6,0,1,0,24,16.7,1,0,0,116.7,3,0,59,0,35,67,0,0,0,0,0,1,67,3,29,7,1,2,4,1,0,52,35,17.3
Lavonte David,7060,LB,TB,1,0,0,100.0,0,0,30,61.3,60.2,73.8,50.3,65.1,29.7,0,0,0,9,50.0,1,0,0,95.8,2,0,23,1,18,28,1,0,0,1,0,0,27,6,4,3,0,1,2,0,0,14,15,7.0
Casey Hayward Jr.,7064,CB,LV,1,0,0,0.0,0,0,23,79.9,76.5,77.9,,62.9,52.9,0,0,0,,25.0,1,1,0,39.6,0,0,7,53,27,64,4,0,0,4,0,0,60,0,37,0,0,3,2,0,0,0,0,
Demario Davis,7079,LB,NO,1,2,0,57.1,0,0,20,31.5,46.1,78.9,79.4,64.0,80.5,2,2,0,27,0.0,0,0,1,90.2,4,1,66,0,46,83,12,0,0,12,0,0,71,7,30,5,4,5,7,5,0,68,47,17.0
Danny Trevathan,7177,LB,CHI,1,0,0,100.0,0,0,6,48.0,43.7,73.3,59.1,55.8,32.8,0,0,0,5,25.0,1,0,0,87.5,1,0,7,0,6,10,3,0,0,3,0,0,7,1,3,0,0,3,1,0,0,5,7,5.0
Rodney McLeod,7271,S,PHI,1,0,0,,0,0,24,60.0,63.0,77.3,,65.7,82.8,0,0,0,,0.0,0,0,0,0.0,0,0,5,0,31,51,0,0,0,0,0,44,51,0,20,2,0,3,0,0,0,0,0,
Tashaun Gipson Sr.,7288,S,CHI,1,1,0,75.0,0,0,6,42.7,44.5,74.0,74.1,61.8,80.4,0,0,0,29,0.0,0,0,0,107.3,3,1,21,0,41,58,1,0,0,1,0,33,57,1,16,3,2,2,4,1,0,41,11,13.7
Julian Stanford,7372,LB,CAR,1,0,0,100.0,0,0,5,55.0,55.9,75.2,56.9,61.7,73.2,0,0,0,-7,0.0,0,0,0,79.2,1,0,29,0,16,30,0,0,0,0,0,0,30,2,12,1,1,1,1,0,0,-7,1,-7.0
Harrison Smith,7641,S,MIN,1,1,0,100.0,0,0,18,76.2,74.1,0.0,,64.2,85.0,0,0,0,21,0.0,0,1,1,118.8,1,0,20,2,44,68,6,0,0,6,0,26,62,0,24,14,1,9,1,0,0,21,20,21.0
Malik Jackson,7647,DI,CLV,1,0,0,,0,0,8,60.0,34.6,0.7,59.8,39.3,66.8,1,1,0,,0.0,0,0,1,0.0,0,0,0,0,0,54,54,0,27,1,26,0,0,36,18,0,0,1,0,2,0,0,0,
Josh Norman,7649,CB,SF,1,1,0,57.1,1,0,28,29.8,30.5,78.7,,49.3,79.9,0,0,0,23,0.0,0,1,2,116.7,4,0,2,57,35,61,2,0,0,2,0,0,59,0,26,0,1,5,7,0,1,46,8,11.5
Justin Bethel,7654,CB,NE,1,0,0,,0,0,19,61.6,62.3,65.9,,,,0,0,0,,,0,0,0,0.0,0,0,0,1,2,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,
Sheldon Richardson,7794,DI,MIN,1,1,0,,0,0,18,,53.4,76.6,54.9,55.3,67.3,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,34,34,2,27,0,5,0,0,28,6,0,0,0,0,1,0,0,0,
Star Lotulelei,7795,DI,BUF,1,0,0,,0,0,4,,56.0,77.8,52.5,62.3,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,50,50,6,30,0,14,0,0,39,11,0,0,0,0,1,0,0,0,
Xavier Rhodes,7806,CB,IND,1,1,0,66.7,0,0,14,68.2,69.2,77.2,,66.7,79.1,0,0,0,28,0.0,0,0,0,107.6,2,0,1,40,27,41,0,0,0,0,0,0,41,0,14,0,0,4,3,0,0,36,16,18.0
Alec Ogletree,7811,LB,CHI,1,1,0,100.0,0,0,6,29.6,28.6,74.5,59.2,45.4,54.1,0,0,0,18,12.5,1,0,0,110.4,2,0,31,0,22,35,3,0,0,3,0,0,32,1,12,1,3,6,2,0,0,21,4,10.5
Darius Slay,7817,CB,PHI,1,0,0,60.0,0,0,24,92.4,90.2,78.6,,29.6,25.8,0,0,2,7,50.0,2,0,0,25.0,3,0,2,69,43,71,0,0,0,0,0,0,71,0,28,0,1,2,5,0,0,13,11,4.3
Kevin Minter,7826,LB,TB,1,0,0,100.0,0,0,30,44.4,38.9,71.1,53.1,54.0,24.5,1,0,0,11,60.0,3,0,0,94.4,3,0,23,0,20,26,1,0,0,1,0,0,25,3,3,2,1,2,3,1,0,20,23,6.7
Johnathan Hankins,7830,DI,LV,1,0,0,,0,0,23,,56.6,78.6,54.3,57.8,66.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,43,43,12,31,0,0,0,0,16,27,0,1,1,0,0,0,0,0,
Jamie Collins Sr.,7833,LB,NE,1,0,0,,0,0,19,60.0,81.2,67.5,76.2,60.0,71.4,0,0,0,,,0,0,0,0.0,0,1,2,0,1,3,1,0,0,1,0,0,2,1,1,0,1,0,0,1,0,0,0,
Robert Alford,7841,CB,ARZ,1,1,0,33.3,0,0,1,70.5,71.2,77.8,,67.6,75.1,0,0,0,1,0.0,0,0,1,42.4,1,0,1,61,37,64,0,0,0,0,0,0,64,0,27,2,0,1,3,0,0,1,6,1.0
Tyrann Mathieu,7850,S,KC,1,0,0,,0,0,16,68.0,64.7,76.4,54.2,55.9,77.8,0,0,0,,0.0,0,0,0,0.0,0,0,20,2,28,57,3,0,0,3,0,18,54,4,25,14,1,4,0,0,0,0,0,
Logan Ryan,7864,S,NYG,1,1,0,100.0,0,0,21,53.1,51.9,76.7,62.1,53.0,62.3,0,1,0,30,0.0,0,0,0,158.3,3,0,20,5,33,78,6,0,0,6,0,36,72,6,39,11,1,7,3,1,1,42,17,14.0
Duron Harmon,7872,S,ATL,1,0,0,50.0,0,0,2,32.3,28.7,78.5,58.4,47.4,77.2,0,0,0,27,0.0,0,0,0,83.3,2,0,10,0,38,56,1,0,0,1,0,41,55,1,17,4,1,1,4,0,0,38,15,19.0
Brandon Williams,7875,DI,BLT,1,4,0,,0,0,3,69.1,60.0,78.3,57.3,53.5,71.1,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,0,38,37,19,18,0,0,0,1,20,18,0,0,0,0,0,0,0,0,
Alex Okafor,7885,ED,KC,1,0,0,,0,0,16,,39.1,78.3,47.7,44.5,24.2,0,0,0,,,0,0,0,0.0,0,0,0,0,0,28,28,0,0,27,1,0,0,13,15,0,0,0,0,0,0,0,0,
William Gholston,7908,DI,TB,1,0,0,,0,0,30,,67.4,74.4,72.4,54.5,,0,2,0,,,0,0,0,0.0,0,0,0,0,0,20,20,1,6,3,10,0,0,18,2,0,0,0,0,2,0,0,0,
John Simon,7911,ED,TEN,1,0,0,100.0,0,0,31,60.0,53.2,74.6,51.5,59.1,72.8,0,1,0,13,0.0,0,0,0,118.8,1,0,0,0,1,19,18,0,0,18,0,1,1,12,6,0,0,2,1,1,0,13,2,13.0
Steven Means,7929,ED,ATL,1,0,0,,0,0,2,62.2,60.9,76.7,59.7,58.4,69.9,1,2,0,,50.0,1,0,0,0.0,0,0,4,0,3,40,36,1,3,28,4,0,4,26,11,0,1,1,0,3,0,0,0,
A.J. Klein,7930,LB,BUF,1,1,0,75.0,0,0,4,61.0,63.3,73.4,,64.5,40.1,0,0,0,15,21.4,3,0,0,93.8,6,0,50,0,40,54,2,0,0,2,0,0,52,0,14,2,2,10,8,0,0,56,45,9.3
Micah Hyde,7941,S,BUF,1,0,0,,0,0,4,73.7,73.7,81.0,,49.1,45.6,0,0,1,,33.3,1,0,0,0.0,0,0,6,0,70,86,0,0,0,0,0,75,86,0,16,5,0,2,0,0,0,0,0,
Jordan Poyer,8000,S,BUF,1,2,0,0.0,0,0,4,72.8,74.0,0.0,,66.8,86.1,0,0,0,,0.0,0,2,1,39.6,0,0,3,0,70,86,0,0,0,0,0,81,86,0,16,2,1,5,1,0,0,0,0,
Nick Williams,8006,DI,DET,1,0,0,,0,0,11,60.0,67.0,77.9,60.7,66.3,70.7,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,1,45,45,9,23,3,10,0,0,26,18,0,2,4,0,1,0,0,0,
A.J. Bouye,8110,CB,CAR,1,0,0,85.7,0,0,5,70.8,69.1,76.4,55.1,60.8,60.8,0,0,0,14,20.0,1,1,0,81.5,6,0,8,7,41,62,0,0,0,0,0,1,62,2,19,46,3,4,7,0,0,25,5,4.2
Benson Mayowa,8196,ED,SEA,1,1,0,,0,0,29,62.4,67.8,74.9,55.6,67.8,70.5,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,5,22,20,0,0,20,0,0,2,3,14,1,0,0,0,0,0,0,0,
Brandon Copeland,8378,ED,ATL,1,0,0,,0,0,2,62.6,67.3,72.7,59.3,65.7,69.9,0,1,0,,0.0,0,0,0,0.0,0,0,3,0,4,16,13,0,0,13,0,0,3,9,3,0,0,1,0,1,0,0,0,
Mike Purcell,8530,DI,DEN,1,0,1,,0,0,10,,74.9,76.4,65.3,70.8,26.1,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,32,32,18,13,0,1,0,0,9,23,0,0,0,0,0,0,0,0,
Khalil Mack,8640,ED,CHI,1,0,0,100.0,0,0,6,79.5,86.0,79.5,73.4,73.2,76.9,0,4,0,3,0.0,0,0,0,79.2,1,1,0,0,3,53,52,0,0,50,2,0,1,32,18,1,6,7,1,5,0,3,6,3.0
Anthony Barr,8644,LB,MIN,1,1,0,87.5,0,0,18,50.6,50.8,76.3,54.7,58.5,41.3,0,0,0,18,25.0,1,0,0,104.2,7,0,54,0,41,68,5,0,0,5,0,1,63,3,24,8,1,2,8,0,0,72,49,10.3
Aaron Donald,8648,DI,LA,1,0,1,,0,0,26,,79.5,4.3,75.1,76.5,72.8,2,4,0,,0.0,0,0,1,0.0,0,1,1,0,0,60,59,1,19,5,34,0,1,38,22,0,6,6,0,7,0,0,0,
Kyle Fuller,8649,CB,DEN,1,0,0,100.0,0,0,10,26.1,26.4,77.6,,46.1,27.0,0,0,0,50,50.0,1,0,1,158.3,5,0,3,59,28,64,1,0,0,1,0,0,63,0,36,1,0,1,5,0,1,113,51,22.6
C.J. Mosley,8652,LB,NYJ,1,3,0,100.0,0,1,22,58.2,43.9,78.0,66.2,30.3,54.3,0,0,0,22,20.0,2,0,0,105.6,6,0,72,0,40,78,6,0,0,6,0,0,72,9,29,0,0,5,6,0,0,56,28,9.3
Dee Ford,8658,ED,SF,1,0,0,,0,0,28,,49.0,74.4,49.9,,,0,0,0,,,0,0,0,0.0,0,0,0,1,0,11,10,0,0,10,0,0,1,11,0,0,0,0,0,0,0,0,0,
Jimmie Ward,8665,S,SF,1,1,0,100.0,0,0,28,60.3,63.6,76.5,59.2,67.4,79.7,0,0,0,30,0.0,0,0,0,118.8,3,0,30,0,34,61,1,0,0,1,0,21,60,1,26,9,1,4,3,0,0,45,10,15.0
Bradley Roby,8666,CB,NO,1,0,0,,0,0,20,48.9,45.3,73.8,,55.6,,0,0,0,,,0,0,1,0.0,0,0,2,16,12,20,0,0,0,0,0,0,20,0,8,2,0,0,0,0,0,0,0,
Kyle Van Noy,8675,LB,NE,1,1,0,100.0,0,0,19,56.6,57.6,78.5,51.2,64.3,76.8,0,0,0,16,0.0,0,0,0,118.8,1,0,23,1,17,43,17,0,0,17,0,0,26,10,16,2,2,2,1,0,0,16,21,16.0
Jeremiah Attaochu,8685,ED,CHI,1,0,0,,0,0,6,60.0,57.0,75.7,56.2,58.4,25.0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,1,21,21,0,0,20,1,0,0,13,7,0,0,0,0,0,0,0,0,
Christian Kirksey,8706,LB,HST,1,2,0,87.5,0,0,13,46.2,44.5,77.2,,52.8,82.5,0,0,0,23,0.0,0,1,0,106.8,7,0,60,0,33,64,1,0,0,1,0,0,63,0,31,3,1,7,8,0,0,77,42,11.0
Terrence Brooks,8714,S,HST,1,0,0,,0,0,13,35.5,30.8,71.7,,60.0,,0,0,0,,,0,0,0,0.0,0,0,1,0,6,9,0,0,0,0,0,7,9,0,3,1,0,0,0,0,0,0,0,
Bashaud Breeland,8737,CB,MIN,1,1,0,42.9,0,0,18,67.4,70.3,77.2,,75.8,49.8,0,0,0,13,16.7,1,0,1,50.3,3,0,5,62,44,68,0,0,0,0,0,0,68,0,24,1,4,4,7,0,0,19,12,6.3
Justin Ellis,8742,DI,BLT,1,1,0,,0,0,3,,41.1,73.7,57.2,44.8,65.9,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,13,13,4,9,0,0,0,0,7,6,0,0,0,0,0,0,0,0,
Ross Cockrell,8744,CB,TB,1,0,0,75.0,0,0,30,64.3,63.6,75.9,55.3,60.7,74.8,0,0,0,34,0.0,0,1,1,113.5,3,0,4,1,37,46,1,0,0,1,0,1,45,3,6,39,0,2,4,0,0,47,30,15.7
DaQuan Jones,8747,DI,CAR,1,2,0,100.0,0,0,5,58.7,50.4,77.1,50.7,65.4,28.3,0,0,0,7,33.3,1,0,0,95.8,1,0,0,0,1,36,36,13,15,0,8,0,0,21,14,0,0,0,1,0,0,7,3,7.0
Anthony Hitchens,8754,LB,KC,1,1,0,100.0,0,0,16,43.3,42.7,75.6,55.6,54.6,54.1,0,0,0,24,14.3,1,0,0,116.7,4,0,45,0,20,47,0,0,0,0,0,0,47,2,25,2,3,5,4,0,0,48,34,12.0
Dontae Johnson,8764,CB,SF,1,0,0,100.0,0,1,28,85.4,83.8,73.4,,63.1,81.2,0,0,0,33,0.0,0,0,0,106.9,9,0,10,0,29,44,0,0,0,0,0,0,44,0,15,34,2,4,9,0,0,87,63,9.7
Nevin Lawson,8768,CB,JAX,1,0,0,0.0,0,0,15,64.5,53.4,73.1,,40.1,,0,0,0,,,0,0,0,39.6,0,0,3,17,8,21,0,0,0,0,0,0,21,0,13,1,0,0,1,0,0,0,0,
Brent Urban,8769,DI,DAL,1,0,0,,0,0,9,,43.8,76.2,52.8,46.3,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,30,30,3,20,0,7,0,0,16,14,0,0,0,0,1,0,0,0,
Ricardo Allen,8782,S,CIN,1,0,0,,0,0,7,33.8,29.5,68.5,,,,0,0,0,,,0,0,0,0.0,0,0,1,0,6,6,0,0,0,0,0,4,6,0,0,1,0,0,0,0,0,0,0,
Caraun Reid,8793,DI,TEN,1,0,0,,0,0,31,,43.8,72.0,62.6,43.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,12,12,0,6,0,6,0,0,7,5,0,0,0,0,0,0,0,0,
Devon Kennard,8809,ED,ARZ,1,1,0,100.0,0,0,1,68.8,54.3,71.1,59.1,43.3,25.4,0,0,0,4,50.0,1,0,0,83.3,1,0,0,0,1,8,8,0,0,8,0,0,0,1,6,0,0,0,1,0,0,4,0,4.0
Shamar Stephen,8854,DI,DEN,1,0,0,,0,0,10,,61.9,74.7,54.0,64.1,68.7,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,19,19,0,11,0,8,0,0,7,12,0,1,2,0,0,0,0,0,
Shelby Harris,8869,DI,DEN,1,1,0,,0,0,10,,72.9,76.7,50.4,78.6,71.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,42,42,4,29,1,8,0,0,19,23,0,3,4,0,0,0,0,0,
Terrance Mitchell,8888,CB,HST,1,1,0,75.0,0,1,13,59.6,65.0,79.0,,78.0,57.7,0,0,0,13,12.5,1,1,1,134.4,3,0,0,62,33,62,0,0,0,0,0,0,62,0,29,0,0,6,4,0,1,29,6,9.7
Denico Autry,8982,ED,TEN,1,0,0,,0,0,31,60.0,37.5,0.8,54.1,42.1,22.2,0,1,0,,66.7,2,0,1,0.0,0,0,0,0,0,48,48,2,2,31,13,0,0,28,20,0,1,1,0,1,0,0,0,
Shaquil Barrett,9000,ED,TB,1,2,0,100.0,0,1,30,67.8,79.6,77.3,69.3,77.4,53.7,0,3,0,6,25.0,1,0,0,91.7,1,2,1,0,9,43,40,0,0,40,0,0,3,28,6,2,2,1,1,5,0,6,7,6.0
Kerry Hyder,9045,ED,SEA,1,0,0,,0,0,29,,55.0,77.4,56.7,55.4,68.8,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,39,39,0,11,10,18,0,0,23,16,0,1,2,0,1,0,0,0,
Adrian Phillips,9177,S,NE,1,2,0,66.7,0,0,19,70.4,69.9,75.7,,59.7,82.1,0,0,0,7,0.0,0,0,0,74.3,2,0,21,6,30,53,11,0,0,11,0,6,42,0,23,9,3,5,3,0,0,12,2,6.0
