player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Malcolm Jenkins,4937,S,NO,1,1,0,100.0,0,0,20,56.0,50.8,78.3,57.9,46.4,34.1,0,1,0,23,28.6,2,0,0,158.3,2,0,21,0,35,66,8,0,0,8,0,24,58,3,28,13,1,4,2,1,1,37,26,18.5
Steve McLendon,5232,DI,TB,1,0,0,,0,0,30,,62.7,75.3,67.4,55.2,,1,1,0,,,0,0,0,0.0,0,0,0,0,0,22,22,3,17,0,2,0,0,15,7,0,0,0,0,2,0,0,0,
Ndamukong Suh,5527,DI,TB,1,0,0,,0,0,30,60.0,51.4,77.2,57.6,47.7,69.2,0,3,0,,50.0,1,0,0,0.0,0,1,0,0,0,43,43,0,14,4,25,0,0,31,12,0,1,1,0,4,0,0,0,
Jason Pierre-Paul,5540,ED,TB,1,0,0,100.0,0,0,30,66.7,52.8,78.1,55.2,46.4,25.3,0,2,0,7,50.0,1,0,0,95.8,1,0,0,0,7,45,45,0,0,45,0,0,0,25,13,0,1,1,1,2,0,7,11,7.0
Devin McCourty,5552,S,NE,1,2,0,,0,0,19,72.9,75.7,78.0,,65.5,50.8,0,0,0,,16.7,1,1,0,0.0,0,0,9,2,26,59,2,0,0,2,0,44,57,0,33,2,0,3,0,0,0,0,0,
Jerry Hughes,5556,ED,BUF,1,2,0,0.0,1,0,4,48.1,47.3,0.0,60.2,65.4,71.6,0,2,0,,0.0,0,0,1,39.6,0,0,0,0,2,28,28,0,0,28,0,0,0,16,10,0,0,0,1,2,0,0,0,
Carlos Dunlap,5579,ED,SEA,1,0,0,,0,0,29,60.0,30.5,0.0,55.0,,,0,0,0,,,0,0,1,0.0,0,0,0,0,1,4,4,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,
Al Woods,5646,DI,SEA,1,2,0,,0,0,29,59.5,74.6,77.6,65.2,73.1,73.3,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,1,45,45,33,11,0,1,0,0,17,27,0,5,5,0,2,0,0,0,
Andrew Sendejo,6118,S,IND,1,1,0,,1,0,14,71.9,55.0,0.0,59.2,32.3,27.5,0,0,0,,37.5,3,0,1,0.0,0,0,33,0,38,67,3,0,0,3,0,26,64,1,28,5,0,4,0,0,0,0,0,
Von Miller,6154,ED,LA,1,1,0,,0,0,26,62.0,72.2,6.4,63.2,81.7,75.4,1,5,0,,0.0,0,0,1,0.0,0,0,0,0,2,61,61,0,0,61,0,0,0,39,20,0,4,4,0,6,0,0,0,
