player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,1,0,0,,0,0,3,60.0,70.0,77.7,73.4,58.9,37.3,1,4,0,,20.0,1,0,0,0.0,0,0,0,0,0,47,47,11,17,5,14,0,0,28,19,0,3,4,0,5,0,0,0,
Malcolm Jenkins,4937,S,NO,1,2,0,50.0,0,0,20,82.3,87.0,78.9,59.1,71.6,82.4,0,0,1,31,0.0,0,1,0,22.1,5,0,17,2,51,72,8,0,0,8,0,25,64,6,15,20,3,5,10,0,0,43,31,8.6
Jason McCourty,5127,S,MIA,1,0,0,,0,0,17,62.8,64.0,75.1,58.7,62.2,80.6,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,19,41,1,0,0,1,0,39,40,1,21,0,0,2,0,0,0,0,0,
Steve McLendon,5232,DI,TB,1,0,0,,0,0,30,60.0,46.1,73.3,65.0,42.1,23.0,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,14,14,0,13,0,1,0,0,8,6,0,1,1,0,0,0,0,0,
Ndamukong Suh,5527,DI,TB,1,2,0,,0,0,30,,47.6,76.8,52.3,50.5,25.2,0,1,0,,50.0,2,0,0,0.0,0,0,0,0,0,35,35,0,21,2,12,0,0,24,11,0,0,0,0,1,0,0,0,
Joe Haden,5532,CB,PIT,1,0,0,75.0,0,0,25,48.1,45.6,76.4,,44.5,29.3,0,0,0,15,33.3,1,0,0,143.8,3,0,4,42,22,47,1,0,0,1,0,0,46,0,25,0,0,2,4,0,1,38,9,12.7
Kareem Jackson,5545,S,DEN,1,0,0,100.0,0,0,10,58.6,63.5,82.4,,70.2,78.0,0,0,0,23,0.0,0,0,0,118.8,1,0,7,0,37,50,0,0,0,0,0,38,50,0,13,5,1,2,1,0,0,23,1,23.0
Devin McCourty,5552,S,NE,1,0,0,0.0,0,0,19,70.7,68.1,76.7,59.5,54.7,34.4,0,0,0,,33.3,1,1,0,39.6,0,0,7,0,26,61,0,0,0,0,0,51,61,1,34,3,0,2,1,0,0,0,0,
Jerry Hughes,5556,ED,BUF,1,0,0,,1,0,4,60.0,42.2,0.0,52.6,54.6,20.7,0,2,0,,100.0,1,0,1,0.0,0,0,0,0,1,32,32,0,0,31,1,0,0,18,13,0,0,0,0,2,0,0,0,
Linval Joseph,5571,DI,LAC,1,1,0,,0,0,27,60.0,64.9,77.0,73.6,54.0,72.5,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,39,39,3,36,0,0,0,0,22,17,0,3,6,0,2,0,0,0,
Carlos Dunlap,5579,ED,SEA,1,0,1,,0,0,29,60.6,62.8,80.5,60.8,60.1,72.6,1,2,0,,0.0,0,0,0,0.0,0,0,0,0,2,42,42,0,0,42,0,0,0,25,15,0,1,3,0,3,0,0,0,
Corey Peters,5607,DI,ARZ,1,0,0,,0,0,1,,59.1,75.0,56.1,60.1,69.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,17,17,6,11,0,0,0,0,6,11,0,1,2,0,0,0,0,0,
Everson Griffen,5624,ED,MIN,1,1,0,,0,0,18,60.0,63.1,0.0,69.3,62.1,69.9,1,1,0,,0.0,0,0,1,0.0,0,1,1,0,0,34,33,0,10,14,9,0,1,26,8,0,1,0,0,3,0,0,0,
Al Woods,5646,DI,SEA,1,0,0,,0,0,29,,81.5,75.3,80.0,68.6,23.0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,32,32,27,5,0,0,0,0,17,15,0,0,0,0,0,0,0,0,
Andrew Sendejo,6118,S,IND,1,0,0,100.0,0,0,14,72.8,69.8,71.4,59.1,57.8,71.6,0,0,0,-2,0.0,0,0,0,79.2,1,0,11,0,8,22,5,0,0,5,0,4,17,1,13,2,1,1,1,0,0,-2,0,-2.0
Von Miller,6154,ED,DEN,1,1,0,,0,0,10,,76.1,77.2,70.5,67.6,34.3,1,2,0,,50.0,1,0,0,0.0,0,1,0,0,0,38,38,0,0,38,0,0,0,26,12,0,1,0,0,4,0,0,0,
Patrick Peterson,6157,CB,MIN,1,0,0,66.7,0,0,18,65.7,69.6,78.4,,80.0,29.6,0,0,0,31,33.3,1,0,0,106.9,4,0,0,52,38,53,0,0,0,0,0,0,53,0,15,1,1,2,6,0,0,71,63,17.8
J.J. Watt,6163,DI,ARZ,1,1,0,,0,0,1,,83.7,78.8,78.0,71.4,26.1,2,5,0,,50.0,2,0,0,0.0,0,0,1,0,0,56,55,0,20,11,24,0,1,33,23,0,1,1,0,7,0,0,0,
Robert Quinn,6166,ED,CHI,1,0,0,0.0,0,0,6,64.2,62.3,79.2,65.6,51.1,40.4,0,4,0,,66.7,2,0,0,39.6,0,2,0,0,9,63,61,0,0,61,0,0,2,28,26,2,3,1,1,6,0,0,0,
Ryan Kerrigan,6168,ED,PHI,1,0,0,,0,0,24,60.0,33.4,75.5,52.7,35.2,,0,1,0,,,0,0,0,0.0,0,0,0,0,1,27,27,0,2,12,13,0,0,10,16,0,0,0,0,1,0,0,0,
Cameron Jordan,6176,ED,NO,1,0,0,,0,0,20,68.6,78.8,80.5,63.7,81.2,73.1,3,6,0,,0.0,0,0,0,0.0,0,0,0,0,0,65,65,0,2,60,3,0,0,51,14,0,3,3,0,9,0,0,0,
Jimmy Smith,6179,CB,BLT,1,0,0,25.0,0,0,3,43.0,40.2,74.2,,60.0,72.8,0,0,0,9,0.0,0,1,1,39.6,1,0,2,7,17,19,0,0,0,0,0,8,19,0,2,2,0,1,4,0,0,9,0,9.0
Cameron Heyward,6183,DI,PIT,1,2,0,,0,0,25,,87.3,77.2,83.1,72.8,72.0,0,1,0,,0.0,0,0,0,0.0,0,0,1,0,0,42,41,8,16,4,13,0,1,20,22,0,2,2,0,1,0,0,0,
K.J. Wright,6251,LB,LV,1,0,0,,0,0,23,60.8,61.7,73.4,,59.8,,0,0,0,,,0,0,0,0.0,0,0,2,1,2,9,5,0,0,5,0,0,4,0,7,1,0,0,0,0,0,0,0,
Pernell McPhee,6317,ED,BLT,1,0,0,,0,0,3,61.3,67.0,78.7,67.9,58.8,71.9,1,1,0,,0.0,0,0,0,0.0,0,0,1,1,2,38,36,0,0,35,1,0,2,20,16,0,2,2,0,2,0,0,0,
Lawrence Guy,6385,DI,NE,1,2,0,,0,0,19,,35.8,76.7,52.0,39.1,71.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,36,36,1,22,1,12,0,0,12,24,0,1,3,0,0,0,0,0,
Malcolm Smith,6394,LB,CLV,1,1,0,0.0,0,0,8,76.9,80.2,71.4,56.1,68.3,76.0,0,0,0,,0.0,0,1,0,39.6,0,0,27,0,18,30,1,0,0,1,0,1,29,2,10,1,1,1,1,0,0,0,0,
Josh Bynes,6503,LB,BLT,1,2,0,100.0,0,0,3,49.9,52.6,69.8,55.8,63.4,77.3,0,0,0,14,0.0,0,0,0,118.8,1,0,13,0,6,14,1,0,0,1,0,0,13,2,6,0,1,2,1,0,0,14,12,14.0
Mario Addison,6558,ED,BUF,1,0,0,,0,0,4,,53.3,78.3,47.6,65.1,,0,2,0,,,0,0,0,0.0,0,0,0,0,0,26,26,0,0,25,1,0,0,17,9,0,0,0,0,2,0,0,0,
Fletcher Cox,7018,DI,PHI,1,1,0,,0,0,24,65.6,63.3,77.5,56.9,51.5,68.1,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,43,43,1,32,0,10,0,0,20,23,0,0,0,0,1,0,0,0,
Michael Brockers,7020,DI,DET,1,0,0,,0,0,11,,58.2,77.0,60.2,55.1,66.8,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,45,45,7,23,2,13,0,0,30,15,0,0,1,0,1,0,0,0,
