player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,1,3,0,,1,0,3,,70.8,77.1,57.6,73.9,70.2,0,1,0,,0.0,0,0,1,0.0,0,0,0,0,0,40,40,8,8,8,16,0,0,24,16,0,0,0,0,1,0,0,0,
Malcolm Jenkins,4937,S,NO,1,1,0,100.0,0,0,20,64.2,69.7,76.4,68.7,69.5,79.7,0,0,0,9,0.0,0,0,0,97.2,3,0,12,2,35,59,5,0,0,5,0,29,54,2,22,11,2,5,3,0,0,22,5,7.3
Joe Haden,5532,CB,PIT,1,0,0,25.0,0,0,25,59.8,58.6,77.0,,53.2,72.5,0,0,0,50,,0,1,0,79.2,1,0,5,57,41,62,0,0,0,0,0,0,62,0,21,0,0,0,4,0,0,50,6,50.0
Kareem Jackson,5545,S,DEN,1,0,0,100.0,0,0,10,51.4,55.9,81.8,,75.6,87.6,0,0,0,11,0.0,0,0,0,142.4,3,0,15,0,46,61,0,0,0,0,0,42,61,0,15,4,1,9,3,0,1,26,5,8.7
Devin McCourty,5552,S,NE,1,1,0,,0,0,19,64.5,66.7,77.4,,62.3,71.4,0,0,0,,0.0,0,0,0,0.0,0,0,9,1,38,59,0,0,0,0,0,48,59,0,21,1,0,0,0,0,0,0,0,
Jerry Hughes,5556,ED,BUF,1,0,0,,0,1,4,60.0,72.6,79.5,59.7,74.7,24.4,0,1,0,,50.0,1,0,0,0.0,0,0,0,0,1,35,35,0,0,33,2,0,0,19,15,0,1,1,0,1,0,0,0,
Linval Joseph,5571,DI,LAC,1,1,0,,0,0,27,60.0,83.6,77.9,56.3,84.3,72.6,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,45,45,33,12,0,0,0,0,18,27,0,6,7,0,0,0,0,0,
Corey Peters,5607,DI,ARZ,1,0,0,,0,0,1,,58.4,75.3,79.8,38.0,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,21,21,3,18,0,0,0,0,15,6,0,0,0,0,1,0,0,0,
Everson Griffen,5624,ED,MIN,1,1,0,,0,0,18,60.3,62.9,82.5,71.0,48.4,24.5,1,4,0,,40.0,2,0,0,0.0,0,0,0,0,1,87,87,0,1,76,10,0,0,48,38,0,1,2,0,5,0,0,0,
Anthony Levine,6013,S,BLT,1,0,0,,0,0,3,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Andrew Sendejo,6118,S,IND,1,1,0,,0,0,14,48.6,44.9,83.2,60.0,53.4,40.7,0,0,0,,25.0,1,0,0,0.0,0,0,4,0,58,77,1,0,0,1,0,66,76,1,18,6,1,2,0,0,0,0,0,
Robert Quinn,6166,ED,CHI,1,0,0,0.0,1,0,6,77.4,55.1,0.0,62.9,56.5,50.1,0,2,0,,25.0,1,0,2,39.6,0,1,0,0,4,56,55,0,0,55,0,0,1,31,21,1,3,3,1,3,0,0,0,
Ryan Kerrigan,6168,ED,PHI,1,0,0,,0,0,24,,53.8,74.8,52.7,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,12,12,0,0,12,0,0,0,9,3,0,0,0,0,0,0,0,0,
Cameron Jordan,6176,ED,NO,1,2,0,,0,0,20,,72.2,79.5,62.1,73.7,74.7,1,1,0,,25.0,1,0,0,0.0,0,1,0,0,0,49,49,0,0,47,2,0,0,32,17,0,2,1,0,3,0,0,0,
Jimmy Smith,6179,CB,BLT,1,0,0,,0,0,3,60.0,60.7,64.2,,,,0,0,0,,,0,0,0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Cameron Heyward,6183,DI,PIT,1,0,0,,0,0,25,60.0,85.4,0.0,90.0,67.2,69.2,3,5,1,,33.3,1,0,1,0.0,0,0,0,0,0,52,52,1,17,7,27,0,0,37,15,0,1,2,0,8,0,0,0,
Justin Houston,6222,ED,BLT,1,0,0,,0,0,3,59.8,55.0,77.6,65.8,44.0,69.2,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,2,34,34,0,0,33,1,0,0,21,11,0,1,1,0,3,0,0,0,
K.J. Wright,6251,LB,LV,1,1,0,100.0,0,0,23,77.3,72.4,75.0,,62.4,76.9,0,0,0,-1,0.0,0,0,0,79.2,1,0,4,0,6,25,19,0,0,19,0,0,6,0,19,2,3,5,1,0,0,-1,1,-1.0
Pernell McPhee,6317,ED,BLT,1,0,0,,0,0,3,,72.9,68.9,60.0,63.7,70.5,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,3,3,0,0,3,0,0,0,1,2,0,1,1,0,0,0,0,0,
Lawrence Guy,6385,DI,NE,1,1,0,,0,0,19,,65.7,77.1,65.1,61.7,72.9,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,27,27,0,4,14,9,0,0,11,16,0,3,3,0,2,0,0,0,
Malcolm Smith,6394,LB,CLV,1,0,0,66.7,0,0,8,45.8,44.4,74.4,59.0,53.6,26.3,0,0,0,12,100.0,1,1,0,81.3,4,0,31,0,28,41,5,0,0,5,0,0,36,2,11,5,0,0,6,0,0,34,33,8.5
Chris Harris Jr.,6457,CB,LAC,1,0,0,100.0,0,0,27,40.4,47.4,74.1,60.0,65.3,76.4,0,0,0,28,0.0,0,0,0,158.3,4,0,16,6,23,57,1,0,0,1,0,0,56,1,33,34,0,3,4,0,1,80,22,20.0
Josh Bynes,6503,LB,BLT,1,1,0,100.0,0,0,3,75.9,67.6,73.0,56.0,56.2,70.0,0,0,0,18,9.1,1,1,0,104.2,4,0,45,0,18,45,0,0,0,0,0,0,45,3,24,0,6,9,4,0,0,36,22,9.0
Mario Addison,6558,ED,BUF,1,1,0,,0,0,4,,64.1,78.3,60.3,63.5,73.6,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,29,29,0,0,28,1,0,0,19,10,0,2,1,0,1,0,0,0,
