player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Nickell Robey-Coleman,8483,CB,DET,1,1,0,66.7,0,0,11,38.8,47.8,76.3,,70.4,77.8,0,0,0,9,0.0,0,0,1,81.3,2,0,8,54,26,62,0,0,0,0,0,0,62,0,36,0,1,3,3,0,0,17,3,8.5
Mike Purcell,8530,DI,DEN,1,2,0,,0,0,10,60.0,59.5,77.0,51.2,63.7,25.2,0,0,0,,33.3,2,0,0,0.0,0,0,0,0,0,32,32,14,16,0,2,0,0,17,15,0,1,2,0,0,0,0,0,
Jadeveon Clowney,8636,ED,CLV,1,1,1,,0,0,8,,65.0,80.4,60.9,64.9,73.9,0,3,0,,33.3,1,0,0,0.0,0,2,0,0,0,58,58,0,0,52,6,0,0,45,13,0,2,1,0,5,0,0,0,
Anthony Barr,8644,LB,MIN,1,4,0,83.3,0,0,18,59.9,69.5,77.2,82.6,68.9,82.7,1,0,0,12,0.0,0,0,0,131.9,5,0,61,0,46,74,10,0,0,10,0,1,64,5,23,2,3,5,6,1,1,37,23,7.4
Aaron Donald,8648,DI,LA,1,1,1,,0,0,26,,89.6,79.1,90.1,57.3,29.5,0,11,0,,33.3,1,0,0,0.0,0,3,0,0,0,74,74,3,25,12,34,0,0,59,15,0,4,1,0,14,0,0,0,
Kyle Fuller,8649,CB,DEN,1,0,0,100.0,0,0,10,58.4,53.9,76.7,,39.5,73.9,0,0,0,9,0.0,0,0,0,130.2,4,0,0,2,38,47,3,0,0,3,0,0,44,0,9,42,0,2,4,0,1,23,21,5.8
C.J. Mosley,8652,LB,NYJ,1,3,0,100.0,0,0,22,61.9,55.2,77.8,51.1,54.4,71.9,0,1,0,18,5.6,1,0,0,100.0,4,0,67,0,25,70,2,0,0,2,0,0,68,4,41,1,6,14,4,1,0,32,16,8.0
Jimmie Ward,8665,S,SF,1,3,0,0.0,0,0,28,73.9,77.5,78.3,58.7,65.1,84.8,0,0,0,,0.0,0,1,0,39.6,0,0,11,0,41,67,0,0,0,0,0,50,67,1,25,6,0,3,2,0,0,0,0,
Bradley Roby,8666,CB,NO,1,0,0,0.0,0,0,20,69.3,68.8,75.4,60.0,61.0,,0,0,0,,,0,0,0,39.6,0,0,1,15,26,33,0,0,0,0,0,0,33,1,6,17,0,0,1,0,0,0,0,
Demarcus Lawrence,8669,ED,DAL,1,0,0,,1,0,9,61.8,66.6,0.1,71.2,52.4,70.5,1,4,0,,0.0,0,0,1,0.0,0,1,1,0,0,47,46,0,8,34,4,0,1,37,10,0,2,1,0,6,0,0,0,
Christian Kirksey,8706,LB,HST,1,1,0,100.0,0,0,13,43.3,49.9,75.6,56.8,63.5,82.2,0,0,0,16,0.0,0,0,0,118.8,3,0,54,0,31,61,5,0,0,5,0,0,56,3,27,2,5,9,3,0,0,43,16,14.3
Bashaud Breeland,8737,CB,MIN,1,0,0,77.8,1,0,18,50.2,49.9,76.3,,52.4,68.0,0,0,1,38,11.1,1,0,1,111.3,7,0,4,46,34,50,0,0,0,0,0,0,50,0,16,0,2,8,9,0,1,102,19,14.6
Justin Ellis,8742,DI,BLT,1,1,0,,0,0,3,,61.8,75.8,55.2,63.6,68.1,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,23,23,7,14,0,2,0,0,12,11,0,0,0,0,1,0,0,0,
Ross Cockrell,8744,CB,TB,1,1,0,88.9,0,0,30,53.6,54.9,78.6,55.9,66.0,36.3,1,0,0,21,28.6,2,0,0,105.1,8,0,1,4,46,67,0,0,0,0,0,1,67,9,12,60,2,4,9,1,0,83,57,10.4
DaQuan Jones,8747,DI,CAR,1,0,0,,0,1,5,,56.6,78.4,76.4,47.7,70.8,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,43,43,18,20,0,5,0,0,15,28,0,2,4,0,2,0,0,0,
Anthony Hitchens,8754,LB,KC,1,0,0,,0,0,16,55.3,52.5,73.4,56.0,57.6,77.0,0,0,0,,0.0,0,0,0,0.0,0,0,20,0,12,22,1,0,0,1,0,0,21,2,8,1,0,1,0,0,0,0,0,
Nevin Lawson,8768,CB,JAX,1,0,0,,0,0,15,63.5,64.1,68.4,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,4,4,0,0,0,0,0,1,4,0,0,3,0,0,0,0,0,0,0,
Ricardo Allen,8782,S,CIN,1,0,0,100.0,0,0,7,55.9,54.9,71.0,,,72.8,0,0,0,16,0.0,0,0,0,118.8,1,0,1,2,16,16,0,0,0,0,0,13,16,0,0,0,0,1,1,0,0,16,5,16.0
Chris Smith,8794,ED,HST,1,0,0,,0,0,13,,60.7,76.9,52.8,65.7,69.6,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,17,17,0,0,17,0,0,0,11,6,0,0,1,0,0,0,0,0,
Devon Kennard,8809,ED,ARZ,1,1,0,,0,0,1,60.0,71.1,74.4,61.2,69.3,70.5,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,19,19,0,0,19,0,0,0,9,9,0,0,0,0,0,0,0,0,
Shamar Stephen,8854,DI,DEN,1,0,0,,0,0,10,,47.6,75.6,55.5,48.1,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,25,25,0,14,2,9,0,0,17,8,0,0,0,0,1,0,0,0,
Shelby Harris,8869,DI,DEN,1,1,1,,0,0,10,,36.7,76.0,61.1,30.1,66.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,34,34,2,23,1,8,0,0,21,13,0,0,0,0,0,0,0,0,
Terrance Mitchell,8888,CB,HST,1,0,0,75.0,0,0,13,27.3,25.2,75.6,,27.9,29.5,0,0,0,55,33.3,1,0,0,156.3,3,0,1,20,14,25,3,0,0,3,0,0,22,0,11,1,0,2,4,0,1,89,3,29.7
Denico Autry,8982,ED,TEN,1,0,0,,0,0,31,,70.2,78.3,64.8,66.3,70.5,0,3,0,,0.0,0,0,0,0.0,0,1,0,0,0,35,35,1,2,22,10,0,0,31,4,0,2,1,0,4,0,0,0,
Shaquil Barrett,9000,ED,TB,1,0,0,,0,0,30,77.5,72.4,11.2,70.0,63.6,48.6,3,2,0,,50.0,1,0,1,0.0,0,2,1,0,3,67,65,0,0,65,0,0,2,53,11,0,2,1,0,7,0,0,0,
Christian Jones,9020,LB,CHI,1,1,0,,0,0,6,62.0,55.4,71.5,,54.1,73.2,0,0,0,,0.0,0,0,0,0.0,0,0,7,0,3,9,2,0,0,2,0,0,7,0,6,0,0,0,0,0,0,0,0,
Kerry Hyder,9045,ED,SEA,1,0,0,,0,0,29,60.0,47.9,75.6,53.8,48.8,22.9,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,1,28,28,0,11,2,15,0,0,19,8,0,0,0,0,0,0,0,0,
Daniel Sorensen,9253,S,KC,1,0,0,0.0,0,0,16,76.3,79.9,77.4,66.7,61.0,77.2,0,0,0,,0.0,0,2,0,39.6,0,0,20,1,45,58,4,0,0,4,0,23,54,3,10,9,0,1,2,0,0,0,0,
Mike Pennel,9316,DI,ATL,1,0,0,,0,0,2,59.5,61.3,74.7,58.1,64.1,68.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,14,14,8,6,0,0,0,0,4,9,0,1,3,0,0,0,0,0,
K'Waun Williams,9332,CB,SF,1,0,0,100.0,0,0,28,54.0,60.2,76.8,72.5,67.8,82.4,0,0,0,19,0.0,0,0,0,110.4,4,1,3,0,36,60,0,0,0,0,0,1,60,3,21,56,3,7,4,1,0,42,23,10.5
Dante Fowler Jr.,9436,ED,ATL,1,0,0,,0,0,2,,73.7,76.1,59.5,78.0,73.6,0,1,0,,0.0,0,0,0,0.0,0,1,1,0,0,32,31,0,0,31,0,0,1,20,12,0,3,2,0,2,0,0,0,
Leonard Williams,9439,DI,NYG,1,0,0,,0,0,21,,73.9,74.3,66.0,68.0,66.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,13,13,0,4,7,2,0,0,5,8,0,1,1,0,0,0,0,0,
Danny Shelton,9445,DI,NYG,1,2,0,,0,0,21,,70.5,75.9,53.9,71.8,71.6,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,31,31,13,17,0,1,0,0,12,19,0,1,2,0,0,0,0,0,
Arik Armstead,9450,DI,SF,1,1,0,,0,0,28,,71.9,77.6,60.8,74.2,27.9,0,4,0,,20.0,1,0,0,0.0,0,0,0,0,0,49,49,0,23,0,26,0,0,34,15,0,3,3,0,4,0,0,0,
Shaq Thompson,9458,LB,CAR,1,1,0,50.0,0,0,5,42.7,60.6,77.4,51.5,78.1,83.2,0,0,0,14,0.0,0,0,0,61.1,3,0,59,1,26,68,5,0,0,5,0,0,63,5,37,3,5,10,6,0,0,25,3,8.3
Malcom Brown,9465,DI,JAX,1,2,0,,0,0,15,60.0,34.4,77.5,68.4,29.5,71.2,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,43,43,6,37,0,0,0,0,18,25,0,1,2,0,2,0,0,0,
Landon Collins,9466,S,WAS,1,0,0,80.0,0,0,32,34.1,36.9,75.7,59.5,65.5,43.8,0,1,1,18,33.3,1,0,0,99.2,4,1,29,1,38,71,0,0,0,0,0,15,71,3,30,26,1,2,5,2,1,39,14,9.8
Mario Edwards Jr.,9468,DI,CHI,1,0,0,,0,0,6,,72.2,74.2,70.6,60.8,,0,1,0,,,0,0,0,0.0,0,0,0,0,0,19,19,2,11,1,5,0,0,15,4,0,0,0,0,1,0,0,0,
Preston Smith,9471,ED,GB,1,1,0,,0,1,12,77.1,89.9,76.8,81.4,66.4,31.8,0,9,0,,60.0,3,0,0,0.0,0,2,0,0,3,44,43,0,0,43,0,0,1,36,5,1,3,1,0,11,0,0,0,
Eddie Goldman,9472,DI,CHI,1,1,0,,0,0,6,,68.0,75.8,53.5,71.8,69.5,0,0,0,,0.0,0,0,0,0.0,0,0,2,0,0,27,25,11,14,0,0,0,2,15,12,0,1,1,0,0,0,0,0,
Benardrick McKinney,9476,LB,NYG,1,0,0,100.0,0,0,21,31.8,43.6,72.9,,61.1,39.8,0,0,0,15,20.0,1,0,0,118.8,2,0,28,0,8,28,0,0,0,0,0,0,28,0,20,0,3,4,2,0,0,26,12,13.0
Eric Kendricks,9478,LB,MIN,1,3,0,100.0,0,0,18,64.7,61.4,78.9,65.9,51.5,45.3,0,0,0,17,10.0,1,0,0,118.8,1,1,66,0,47,74,3,0,0,3,0,2,71,4,23,3,3,6,1,1,0,17,12,17.0
Jaquiski Tartt,9479,S,SF,1,1,0,0.0,0,0,28,60.6,65.9,76.9,,70.9,85.3,0,0,0,,0.0,0,0,0,39.6,0,0,8,0,30,46,0,0,0,0,0,37,46,0,16,1,3,6,1,0,0,0,0,
Ronald Darby,9483,CB,DEN,1,0,0,57.1,0,0,10,67.6,66.8,77.2,,59.1,79.6,0,0,0,20,0.0,0,1,0,82.4,4,0,7,48,35,55,0,0,0,0,0,0,55,0,20,0,1,5,7,0,0,55,9,13.8
Jordan Phillips,9485,DI,ARZ,1,0,0,,0,0,1,60.0,68.2,78.1,61.9,66.3,71.3,0,0,0,,0.0,0,0,0,0.0,0,1,4,0,1,41,37,2,32,1,2,0,4,24,16,0,4,4,0,1,0,0,0,
Markus Golden,9491,ED,ARZ,1,0,0,,0,0,1,63.4,41.0,77.0,52.7,35.3,20.7,1,1,0,,100.0,3,0,0,0.0,0,0,0,0,5,40,39,0,0,39,0,0,1,22,13,1,0,0,0,2,0,0,0,
Randy Gregory,9493,ED,DAL,1,0,0,,0,0,9,60.0,65.9,0.0,72.8,60.2,69.2,1,1,1,,,0,0,1,0.0,0,1,0,0,1,31,31,0,0,31,0,0,0,24,6,0,1,0,0,3,0,0,0,
Frank Clark,9496,ED,KC,1,0,0,,0,0,16,60.0,79.4,0.0,87.9,52.2,71.2,3,4,0,,,0,0,1,0.0,0,1,0,0,1,36,36,0,0,35,1,0,0,31,4,0,0,0,0,8,0,0,0,
P.J. Williams,9511,S,NO,1,0,0,66.7,0,0,20,57.8,57.9,78.7,60.0,60.0,79.8,0,1,0,17,0.0,0,0,0,85.4,2,0,0,4,32,36,6,0,0,6,0,15,30,1,3,11,2,2,3,1,0,20,8,10.0
